occurrenceID,type,language,license,eventID,rightsHolder,accessRights,institutionCode,datasetName,ownerInstitutionCode,basisOfREcord,countryCode,Municipality,kingdom,nomenclaturalCode,locality,parentEventID,eventDate,end date,samplingProtocol,eventRemarks,scientificName,genus,specificEpithet,individualCount,verbatimLongitude,verbatimLatitude,decimalLongitude,decimalLattitude,geodeticDatum
modirisk:long:monit:168,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:1,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,20/04/2009,22/04/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Anopheles claviger,Anopheles,claviger,3,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:169,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:1,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,20/04/2009,22/04/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Anopheles claviger,Anopheles,claviger,1,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:170,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:1,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,20/04/2009,22/04/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Culex pipiens,Culex,pipiens,2,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:171,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:1,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,20/04/2009,22/04/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Ochlerotatus communis,Ochlerotatus,communis,1,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:172,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:1,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,20/04/2009,22/04/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Ochlerotatus punctor,Ochlerotatus,punctor,5,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:173,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:2,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,4/05/2009,6/05/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Aedes cinereus/geminus,Aedes,cinereus/geminus,3,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:174,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:2,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,4/05/2009,6/05/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Anopheles claviger,Anopheles,claviger,1,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:175,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:2,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,4/05/2009,6/05/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Ochlerotatus annulipes,Ochlerotatus,annulipes,5,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:176,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:2,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,4/05/2009,6/05/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Ochlerotatus annulipes,Ochlerotatus,annulipes,6,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:177,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:2,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,4/05/2009,6/05/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Ochlerotatus punctor,Ochlerotatus,punctor,1,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:178,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:2,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,4/05/2009,6/05/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Ochlerotatus rusticus,Ochlerotatus,rusticus,8,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:179,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:2,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,4/05/2009,6/05/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Ochlerotatus rusticus,Ochlerotatus,rusticus,33,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:180,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:3,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,18/05/2009,20/05/2009,BG Sentinel ,{trapNumber:1},Aedes cinereus/geminus,Aedes,cinereus/geminus,2,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:181,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:3,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,18/05/2009,20/05/2009,BG Sentinel ,{trapNumber:2},Aedes cinereus/geminus,Aedes,cinereus/geminus,2,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:182,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:3,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,18/05/2009,20/05/2009,BG Sentinel ,{trapNumber:1},Anopheles plumbeus,Anopheles,plumbeus,2,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:183,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:3,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,18/05/2009,20/05/2009,Gravid traps,{trapNumber:1},Culex pipiens,Culex,pipiens,1,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:184,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:3,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,18/05/2009,20/05/2009,Gravid traps,{trapNumber:1},Culiseta morsitans,Culiseta,morsitans,2,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:185,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:3,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,18/05/2009,20/05/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Aedes cinereus/geminus,Aedes,cinereus/geminus,10,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:186,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:3,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,18/05/2009,20/05/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Aedes cinereus/geminus,Aedes,cinereus/geminus,111,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:187,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:3,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,18/05/2009,20/05/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Anopheles claviger,Anopheles,claviger,1,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:188,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:3,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,18/05/2009,20/05/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Culex pipiens,Culex,pipiens,1,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:189,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:3,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,18/05/2009,20/05/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Culex pipiens,Culex,pipiens,1,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:190,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:3,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,18/05/2009,20/05/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Culex torrentium,Culex,torrentium,1,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:191,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:3,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,18/05/2009,20/05/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Culiseta sp,Culiseta,sp,1,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:192,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:3,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,18/05/2009,20/05/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Ochlerotatus annulipes,Ochlerotatus,annulipes,3,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:193,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:3,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,18/05/2009,20/05/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Ochlerotatus annulipes,Ochlerotatus,annulipes,16,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:194,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:3,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,18/05/2009,20/05/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Ochlerotatus cantans,Ochlerotatus,cantans,8,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:195,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:3,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,18/05/2009,20/05/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Ochlerotatus geniculatus,Ochlerotatus,geniculatus,1,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:196,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:3,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,18/05/2009,20/05/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Ochlerotatus punctor,Ochlerotatus,punctor,6,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:197,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:3,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,18/05/2009,20/05/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Ochlerotatus rusticus,Ochlerotatus,rusticus,3,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:198,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:3,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,18/05/2009,20/05/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Ochlerotatus rusticus,Ochlerotatus,rusticus,19,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:199,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:3,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,18/05/2009,20/05/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Ochlerotatus sp,Ochlerotatus,sp,1,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:200,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:4,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,1/06/2009,3/06/2009,Gravid traps,{trapNumber:1},Anopheles plumbeus,Anopheles,plumbeus,1,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:201,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:4,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,1/06/2009,3/06/2009,Gravid traps,{trapNumber:1},Culex pipiens,Culex,pipiens,6,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:202,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:4,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,1/06/2009,3/06/2009,Gravid traps,{trapNumber:2},Culex pipiens,Culex,pipiens,4,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:203,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:4,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,1/06/2009,3/06/2009,Gravid traps,{trapNumber:2},Culex torrentium,Culex,torrentium,2,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:204,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:4,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,1/06/2009,3/06/2009,Gravid traps,{trapNumber:1},Culiseta morsitans,Culiseta,morsitans,1,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:205,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:4,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,1/06/2009,3/06/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Aedes cinereus/geminus,Aedes,cinereus/geminus,3,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:206,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:4,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,1/06/2009,3/06/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Culex pipiens,Culex,pipiens,2,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:207,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:4,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,1/06/2009,3/06/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Ochlerotatus annulipes,Ochlerotatus,annulipes,1,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:208,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:4,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,1/06/2009,3/06/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Ochlerotatus cantans,Ochlerotatus,cantans,2,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:209,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:4,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,1/06/2009,3/06/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Ochlerotatus rusticus,Ochlerotatus,rusticus,1,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:210,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:5,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,15/06/2009,17/06/2009,BG Sentinel ,{trapNumber:1},Aedes cinereus/geminus,Aedes,cinereus/geminus,2,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:211,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:5,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,15/06/2009,17/06/2009,BG Sentinel ,{trapNumber:1},Anopheles plumbeus,Anopheles,plumbeus,1,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:212,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:5,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,15/06/2009,17/06/2009,BG Sentinel ,{trapNumber:1},Ochlerotatus annulipes,Ochlerotatus,annulipes,1,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:213,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:5,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,15/06/2009,17/06/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Aedes cinereus/geminus,Aedes,cinereus/geminus,4,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:214,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:5,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,15/06/2009,17/06/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Aedes cinereus/geminus,Aedes,cinereus/geminus,5,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:215,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:5,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,15/06/2009,17/06/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Culex pipiens,Culex,pipiens,1,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:216,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:5,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,15/06/2009,17/06/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Culex pipiens,Culex,pipiens,2,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
modirisk:long:monit:217,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:5,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Maasmechelen,Animalia,ICZN,MA2,Maasmechelen:MA2,15/06/2009,17/06/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Ochlerotatus annulipes,Ochlerotatus,annulipes,2,"  5°37'10.70""","50°59'16.51""",5.619444,50.987778,WGS84
