occurrenceID,type,language,license,eventID,rightsHolder,accessRights,institutionCode,datasetName,ownerInstitutionCode,basisOfREcord,countryCode,Municipality,kingdom,nomenclaturalCode,locality,parentEventID,eventDate,end date,samplingProtocol,eventRemarks,scientificName,genus,specificEpithet,individualCount,verbatimLongitude,verbatimLatitude,decimalLongitude,decimalLattitude,geodeticDatum
modirisk:long:monit:343,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT1:6,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT1,Natoye:NT1,10/08/2009,12/08/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Anopheles claviger,Anopheles,claviger,4,"  5° 2'42.27"""," 50°20'19.13""",5.045,50.338611,WGS84
modirisk:long:monit:344,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT1:7,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT1,Natoye:NT1,24/08/2009,26/08/2009,BG Sentinel ,{trapNumber:2},Culex pipiens,Culex,pipiens,2,"  5° 2'42.27"""," 50°20'19.13""",5.045,50.338611,WGS84
modirisk:long:monit:345,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT1:7,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT1,Natoye:NT1,24/08/2009,26/08/2009,Gravid traps,{trapNumber:1},Culex pipiens,Culex,pipiens,1,"  5° 2'42.27"""," 50°20'19.13""",5.045,50.338611,WGS84
modirisk:long:monit:346,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT1:7,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT1,Natoye:NT1,24/08/2009,26/08/2009,Gravid traps,{trapNumber:1},Ochlerotatus japonicus japonicus,Ochlerotatus,japonicus japonicus,6,"  5° 2'42.27"""," 50°20'19.13""",5.045,50.338611,WGS84
modirisk:long:monit:347,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT1:7,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT1,Natoye:NT1,24/08/2009,26/08/2009,Gravid traps,{trapNumber:2},Ochlerotatus japonicus japonicus,Ochlerotatus,japonicus japonicus,2,"  5° 2'42.27"""," 50°20'19.13""",5.045,50.338611,WGS84
modirisk:long:monit:348,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT1:7,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT1,Natoye:NT1,24/08/2009,26/08/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Anopheles claviger,Anopheles,claviger,1,"  5° 2'42.27"""," 50°20'19.13""",5.045,50.338611,WGS84
modirisk:long:monit:349,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT1:7,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT1,Natoye:NT1,24/08/2009,26/08/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Anopheles claviger,Anopheles,claviger,7,"  5° 2'42.27"""," 50°20'19.13""",5.045,50.338611,WGS84
modirisk:long:monit:350,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT1:8,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT1,Natoye:NT1,7/09/2009,9/09/2009,Gravid traps,{trapNumber:1},Ochlerotatus japonicus japonicus,Ochlerotatus,japonicus japonicus,2,"  5° 2'42.27"""," 50°20'19.13""",5.045,50.338611,WGS84
modirisk:long:monit:351,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT1:8,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT1,Natoye:NT1,7/09/2009,9/09/2009,Gravid traps,{trapNumber:2},Ochlerotatus japonicus japonicus,Ochlerotatus,japonicus japonicus,9,"  5° 2'42.27"""," 50°20'19.13""",5.045,50.338611,WGS84
modirisk:long:monit:352,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT1:8,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT1,Natoye:NT1,7/09/2009,9/09/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Anopheles claviger,Anopheles,claviger,1,"  5° 2'42.27"""," 50°20'19.13""",5.045,50.338611,WGS84
modirisk:long:monit:353,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT1:8,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT1,Natoye:NT1,7/09/2009,9/09/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Culex pipiens,Culex,pipiens,1,"  5° 2'42.27"""," 50°20'19.13""",5.045,50.338611,WGS84
modirisk:long:monit:354,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT1:9,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT1,Natoye:NT1,21/09/2009,23/09/2009,BG Sentinel ,{trapNumber:2},Anopheles claviger,Anopheles,claviger,2,"  5° 2'42.27"""," 50°20'19.13""",5.045,50.338611,WGS84
modirisk:long:monit:355,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT1:9,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT1,Natoye:NT1,21/09/2009,23/09/2009,BG Sentinel ,{trapNumber:1},Culex pipiens,Culex,pipiens,1,"  5° 2'42.27"""," 50°20'19.13""",5.045,50.338611,WGS84
modirisk:long:monit:356,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT1:9,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT1,Natoye:NT1,21/09/2009,23/09/2009,BG Sentinel ,{trapNumber:2},Culex pipiens,Culex,pipiens,1,"  5° 2'42.27"""," 50°20'19.13""",5.045,50.338611,WGS84
modirisk:long:monit:357,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT1:9,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT1,Natoye:NT1,21/09/2009,23/09/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Anopheles claviger,Anopheles,claviger,2,"  5° 2'42.27"""," 50°20'19.13""",5.045,50.338611,WGS84
modirisk:long:monit:358,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT1:9,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT1,Natoye:NT1,21/09/2009,23/09/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Culex pipiens,Culex,pipiens,8,"  5° 2'42.27"""," 50°20'19.13""",5.045,50.338611,WGS84
modirisk:long:monit:359,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT1:9,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT1,Natoye:NT1,21/09/2009,23/09/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Culex pipiens,Culex,pipiens,3,"  5° 2'42.27"""," 50°20'19.13""",5.045,50.338611,WGS84
modirisk:long:monit:360,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT1:10,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT1,Natoye:NT1,5/10/2009,7/10/2009,BG Sentinel ,{trapNumber:1},Culex pipiens,Culex,pipiens,1,"  5° 2'42.27"""," 50°20'19.13""",5.045,50.338611,WGS84
modirisk:long:monit:361,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT1:10,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT1,Natoye:NT1,5/10/2009,7/10/2009,BG Sentinel ,{trapNumber:1},Ochlerotatus japonicus japonicus,Ochlerotatus,japonicus japonicus,1,"  5° 2'42.27"""," 50°20'19.13""",5.045,50.338611,WGS84
modirisk:long:monit:362,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT1:10,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT1,Natoye:NT1,5/10/2009,7/10/2009,Gravid traps,{trapNumber:1},Ochlerotatus japonicus japonicus,Ochlerotatus,japonicus japonicus,1,"  5° 2'42.27"""," 50°20'19.13""",5.045,50.338611,WGS84
modirisk:long:monit:363,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT1:10,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT1,Natoye:NT1,5/10/2009,7/10/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Culex pipiens,Culex,pipiens,43,"  5° 2'42.27"""," 50°20'19.13""",5.045,50.338611,WGS84
modirisk:long:monit:364,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:1,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,4/05/2009,6/05/2009,Gravid traps,{trapNumber:1},Culex pipiens,Culex,pipiens,1,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:365,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:2,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,1/06/2009,3/06/2009,BG Sentinel ,{trapNumber:1},Ochlerotatus geniculatus,Ochlerotatus,geniculatus,1,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:366,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:2,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,1/06/2009,3/06/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Anopheles claviger,Anopheles,claviger,1,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:367,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:2,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,1/06/2009,3/06/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Anopheles claviger,Anopheles,claviger,1,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:368,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:2,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,1/06/2009,3/06/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Culex pipiens,Culex,pipiens,1,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:369,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:2,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,1/06/2009,3/06/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Ochlerotatus geniculatus,Ochlerotatus,geniculatus,4,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:370,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:2,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,1/06/2009,3/06/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Ochlerotatus geniculatus,Ochlerotatus,geniculatus,13,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:371,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:3,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,15/06/2009,17/06/2009,Gravid traps,{trapNumber:2},Culex pipiens,Culex,pipiens,2,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:372,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:3,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,15/06/2009,17/06/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Ochlerotatus geniculatus,Ochlerotatus,geniculatus,14,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:373,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:3,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,15/06/2009,17/06/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Ochlerotatus geniculatus,Ochlerotatus,geniculatus,13,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:374,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:4,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,29/06/2009,1/07/2009,BG Sentinel ,{trapNumber:2},Culex pipiens,Culex,pipiens,1,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:375,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:4,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,29/06/2009,1/07/2009,BG Sentinel ,{trapNumber:2},Ochlerotatus geniculatus,Ochlerotatus,geniculatus,2,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:376,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:4,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,29/06/2009,1/07/2009,Gravid traps,{trapNumber:2},Culex pipiens,Culex,pipiens,18,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:377,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:4,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,29/06/2009,1/07/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Culex pipiens,Culex,pipiens,2,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:378,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:4,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,29/06/2009,1/07/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Culex pipiens,Culex,pipiens,1,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:379,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:4,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,29/06/2009,1/07/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Ochlerotatus geniculatus,Ochlerotatus,geniculatus,2,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:380,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:4,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,29/06/2009,1/07/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Ochlerotatus geniculatus,Ochlerotatus,geniculatus,12,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:381,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:5,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,13/07/2009,15/07/2009,Gravid traps,{trapNumber:1},Culex pipiens,Culex,pipiens,80,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:382,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:5,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,13/07/2009,15/07/2009,Gravid traps,{trapNumber:2},Culex pipiens,Culex,pipiens,42,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:383,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:5,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,13/07/2009,15/07/2009,Gravid traps,{trapNumber:1},Culex torrentium,Culex,torrentium,5,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:384,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:5,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,13/07/2009,15/07/2009,Gravid traps,{trapNumber:2},Culex torrentium,Culex,torrentium,2,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:385,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:5,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,13/07/2009,15/07/2009,Gravid traps,{trapNumber:1},Ochlerotatus geniculatus,Ochlerotatus,geniculatus,1,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:386,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:5,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,13/07/2009,15/07/2009,Gravid traps,{trapNumber:2},Ochlerotatus geniculatus,Ochlerotatus,geniculatus,1,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:387,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:5,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,13/07/2009,15/07/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Culex pipiens,Culex,pipiens,1,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:388,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:5,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,13/07/2009,15/07/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},Ochlerotatus geniculatus,Ochlerotatus,geniculatus,3,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:389,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:5,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,13/07/2009,15/07/2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},Ochlerotatus geniculatus,Ochlerotatus,geniculatus,1,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:390,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:6,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,27/07/2009,29/07/2009,BG Sentinel ,{trapNumber:1},Culex pipiens,Culex,pipiens,1,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:391,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:6,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,27/07/2009,29/07/2009,BG Sentinel ,{trapNumber:2},Culex pipiens,Culex,pipiens,1,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:392,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:6,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,27/07/2009,29/07/2009,BG Sentinel ,{trapNumber:2},Ochlerotatus geniculatus,Ochlerotatus,geniculatus,1,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:393,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:6,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,27/07/2009,29/07/2009,Gravid traps,{trapNumber:2},Anopheles claviger,Anopheles,claviger,1,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:394,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:6,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,27/07/2009,29/07/2009,Gravid traps,{trapNumber:1},Culex pipiens,Culex,pipiens,20,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
modirisk:long:monit:395,event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Natoye:NT2:6,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",RBINS,humanObservation,BE,Natoye,Animalia,ICZN,NT2,Natoye:NT2,27/07/2009,29/07/2009,Gravid traps,{trapNumber:2},Culex pipiens,Culex,pipiens,29,"  5° 4'17.05""","50°20'9.75""",5.071389,50.335833,WGS84
