Subcollectie,originalNameUsage,genus,scientificName,specificEpithet,type,language,license,rightsHolder,accessRights,institutionCode,datasetName,ownerInstitutionCode,basisOfREcord,countryCode,geodeticDatum,kingdom,nomenclaturalCode,day,month,year,locality,localityLatitude,LocalityLongitude,municipality,PLacetoGeoref,forGeoReference,Utm5km,recordedBy,identifiedBy,sex,lifestage,preparations,Veld12,catalogNumber,occurrenceID,Column,Provincie
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10,10,1922, Postel,,,Mol,Postel Mol,"Mol,  Postel",FS58C,Guilliaume Severin,Wouter Dekoninck,Male,Adult,Whole mount,3C-1-Culi-6,762,RBINS:modirisk:collection::762,,Antwerp
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10,10,1922, Postel,,,Mol,Postel Mol,"Mol,  Postel",FS58C,Guilliaume Severin,Wouter Dekoninck,Female,Adult,Whole mount,3C-3-Culi-6,763,RBINS:modirisk:collection::763,,Antwerp
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10,10,1922, Postel,,,Mol,Postel Mol,"Mol,  Postel",FS58C,Guilliaume Severin,Wouter Dekoninck,Male,Adult,Whole mount,3C-6-Culi-6,764,RBINS:modirisk:collection::764,,Antwerp
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10,3,1941, Sint-Amandsberg,,,Gent,Sint-Amandsberg Gent,"Gent,  Sint-Amandsberg",ES55A,,Wouter Dekoninck,Female,Adult,Whole mount,3C-1-Culi-6,765,RBINS:modirisk:collection::765,,East Flanders
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10,3,1941, Sint-Amandsberg,,,Gent,Sint-Amandsberg Gent,"Gent,  Sint-Amandsberg",ES55A,,Wouter Dekoninck,Female,Adult,Whole mount,3C-1-Culi-6,766,RBINS:modirisk:collection::766,,East Flanders
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10,4,1937, ,,,Watermaal,Watermaal,"Watermaal,  ",ES92B,E. Janmoulle,Wouter Dekoninck,Female,Adult,Whole mount,3C-3-Culi-6,767,RBINS:modirisk:collection::767,,Brussels
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10,6,1933, ,,,Antwerpen,Antwerpen,"Antwerpen,  ",ES97D,/ Brandligt,Wouter Dekoninck,Male,Adult,Whole mount,3C-2-Culi-6,768,RBINS:modirisk:collection::768,,Antwerp
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10,6,1933, ,,,Antwerpen,Antwerpen,"Antwerpen,  ",ES97D,/ Brandligt,Wouter Dekoninck,Female,Adult,Whole mount,3C-2-Culi-6,769,RBINS:modirisk:collection::769,,Antwerp
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10,7,1922, Abdij van Postel,,,Mol,Abdij van Postel Mol,"Mol,  Abdij van Postel",FS58C,Guilliaume Severin,Wouter Dekoninck,Female,Adult,Whole mount,3C-1-Culi-6,770,RBINS:modirisk:collection::770,,Antwerp
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10,7,1922, Abdij van Postel,,,Mol,Abdij van Postel Mol,"Mol,  Abdij van Postel",FS58C,Guilliaume Severin,Wouter Dekoninck,Female,Adult,Whole mount,3C-3-Culi-6,771,RBINS:modirisk:collection::771,,Antwerp
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10,7,1965, ,,,Dessel,Dessel,"Dessel,  ",FS47B,L. Allaer,Wouter Dekoninck,Female,Adult,Whole mount,3C-5-Culi-6,772,RBINS:modirisk:collection::772,,Antwerp
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10,9,1953, Colonster,,,Embourg,Colonster Embourg,"Embourg,  Colonster",FS80A,,Wouter Dekoninck,Female,Adult,Whole mount,3C-6-Culi-6,773,RBINS:modirisk:collection::773,,Luik
Supplementen,"Culex pipiens Linnaeus, 1758",Culex,Culex pipiens,pipiens,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10,9,1953, Colonster,,,Embourg,Colonster Embourg,"Embourg,  Colonster",FS80A,,Wouter Dekoninck,Male,Adult,Whole mount,3C-6-Culi-6,774,RBINS:modirisk:collection::774,,Luik
