collectionCode;datasetName;basisOfRecord;occurrenceID;recordedBy;sex;lifeStage;eventDate;year;yearPeriod;month;day;municipality;locality;decimalLatitude;decimalLongitude;geodeticDatum;identifiedBy;scientificName;kingdom
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:499;Maurice E. M. Goetghebuer;Male;Adult;12/09/1921;1921;1921-1930;9;12;Knokke-Heist;Knokke;5.133.851.408.667.620;3.251.229.494.419.810;WGS84;Maurice E. M. Goetghebuer;Culiseta annulata;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:500;Maurice E. M. Goetghebuer;Male;Adult;12/09/1921;1921;1921-1930;9;12;Knokke-Heist;Knokke;5.133.851.408.667.620;3.251.229.494.419.810;WGS84;Maurice E. M. Goetghebuer;Culiseta annulata;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:501;Maurice E. M. Goetghebuer;Female;Adult;12/09/1921;1921;1921-1930;9;12;Knokke-Heist;Knokke;5.133.851.408.667.620;3.251.229.494.419.810;WGS84;Maurice E. M. Goetghebuer;Culiseta annulata;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:503;Maurice E. M. Goetghebuer;Female;Adult;19/05/1921;1921;1921-1930;5;19;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Culiseta annulata;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:506;Maurice E. M. Goetghebuer;Male;Adult;23/09/1921;1921;1921-1930;9;23;Gent;;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Culiseta annulata;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:517;Maurice E. M. Goetghebuer;Female;Adult;8/03/1921;1921;1921-1930;3;8;Gent;;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Culiseta annulata;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:523;Maurice E. M. Goetghebuer;Female;Adult;1/04/1921;1921;1921-1930;4;1;Lovendegem;Vinderhoute;5.106.705.221.325.610;36.779.129.208.714.600;WGS84;Maurice E. M. Goetghebuer;Culiseta morsitans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:528;Maurice E. M. Goetghebuer;Male;Adult;21/04/1921;1921;1921-1930;4;21;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Culiseta morsitans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:529;Maurice E. M. Goetghebuer;Female;Adult;21/04/1921;1921;1921-1930;4;21;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Culiseta morsitans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:530;Maurice E. M. Goetghebuer;Female;Adult;22/04/1921;1921;1921-1930;4;22;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Culiseta morsitans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:533;Maurice E. M. Goetghebuer;Female;Adult;25/04/1921;1921;1921-1930;4;25;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Culiseta morsitans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:534;Maurice E. M. Goetghebuer;Female;Adult;26/04/1921;1921;1921-1930;4;26;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Culiseta morsitans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:535;Maurice E. M. Goetghebuer;Male;Adult;26/04/1921;1921;1921-1930;4;26;Lovendegem;Vinderhoute;5.106.705.221.325.610;36.779.129.208.714.600;WGS84;Maurice E. M. Goetghebuer;Culiseta morsitans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:536;Maurice E. M. Goetghebuer;Male;Adult;27/03/1921;1921;1921-1930;3;27;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Culiseta morsitans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:537;Maurice E. M. Goetghebuer;Male;Adult;27/04/1921;1921;1921-1930;4;27;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Culiseta morsitans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:538;Maurice E. M. Goetghebuer;Male;Adult;28/03/1921;1921;1921-1930;3;28;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Culiseta morsitans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:539;Maurice E. M. Goetghebuer;Male;Adult;28/04/1921;1921;1921-1930;4;28;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Culiseta morsitans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:540;Maurice E. M. Goetghebuer;Female;Adult;28/04/1921;1921;1921-1930;4;28;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Culiseta morsitans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:551;Maurice E. M. Goetghebuer;Male;Adult;26/05/1921;1921;1921-1930;5;26;Merelbeke;Munte;509.317.406.321.815;37.470.965.294.677.100;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus annulipes;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:562;Maurice E. M. Goetghebuer;Male;Adult;12/05/1921;1921;1921-1930;5;12;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus cantans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:563;Maurice E. M. Goetghebuer;Male;Adult;15/03/1921;1921;1921-1930;3;15;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus cantans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:564;Maurice E. M. Goetghebuer;Male;Adult;16/04/1921;1921;1921-1930;4;16;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus cantans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:567;Maurice E. M. Goetghebuer;Male;Adult;22/04/1921;1921;1921-1930;4;22;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus cantans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:570;Maurice E. M. Goetghebuer;Male;Adult;25/03/1921;1921;1921-1930;3;25;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus cantans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:575;Maurice E. M. Goetghebuer;Female;Adult;9/04/1921;1921;1921-1930;4;9;Lovendegem;Vinderhoute;5.106.705.221.325.610;36.779.129.208.714.600;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus cantans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:581;Maurice E. M. Goetghebuer;Male;Adult;12/09/1921;1921;1921-1930;9;12;Knokke-Heist;Knokke;5.133.851.408.667.620;3.251.229.494.419.810;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus detritus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:583;Maurice E. M. Goetghebuer;Male;Adult;18/09/1921;1921;1921-1930;9;18;Knokke-Heist;Knokke;5.133.851.408.667.620;3.251.229.494.419.810;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus detritus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:584;Maurice E. M. Goetghebuer;Female;Adult;19/09/1921;1921;1921-1930;9;19;Knokke-Heist;Knokke;5.133.851.408.667.620;3.251.229.494.419.810;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus detritus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:587;Maurice E. M. Goetghebuer;Male;Adult;29/09/1921;1921;1921-1930;9;29;Knokke-Heist;Knokke;5.133.851.408.667.620;3.251.229.494.419.810;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus detritus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:588;Maurice E. M. Goetghebuer;Female;Adult;29/09/1921;1921;1921-1930;9;29;Knokke-Heist;Knokke;5.133.851.408.667.620;3.251.229.494.419.810;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus detritus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:589;Maurice E. M. Goetghebuer;Female;Adult;5/09/1921;1921;1921-1930;9;5;Knokke-Heist;Knokke;5.133.851.408.667.620;3.251.229.494.419.810;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus detritus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:590;Maurice E. M. Goetghebuer;Female;Adult;sep/21;1921;1921-1930;9;;Knokke-Heist;Knokke;5.133.851.408.667.620;3.251.229.494.419.810;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus detritus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:600;Maurice E. M. Goetghebuer;Female;Adult;10/04/1921;1921;1921-1930;4;10;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus punctor;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:601;Maurice E. M. Goetghebuer;Male;Adult;10/04/1921;1921;1921-1930;4;10;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus punctor;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:602;Maurice E. M. Goetghebuer;Female;Adult;11/04/1921;1921;1921-1930;4;11;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus punctor;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:604;Maurice E. M. Goetghebuer;Female;Adult;12/04/1921;1921;1921-1930;4;12;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus punctor;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:607;Maurice E. M. Goetghebuer;Female;Adult;14/04/1921;1921;1921-1930;4;14;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus punctor;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:608;Maurice E. M. Goetghebuer;Male;Adult;14/04/1921;1921;1921-1930;4;14;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus punctor;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:609;Maurice E. M. Goetghebuer;Female;Adult;15/04/1921;1921;1921-1930;4;15;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus punctor;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:610;Maurice E. M. Goetghebuer;Male;Adult;17/04/1921;1921;1921-1930;4;17;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus punctor;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:611;Maurice E. M. Goetghebuer;Female;Adult;17/04/1921;1921;1921-1930;4;17;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus punctor;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:612;Maurice E. M. Goetghebuer;Male;Adult;17/04/1921;1921;1921-1930;4;17;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus punctor;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:614;Maurice E. M. Goetghebuer;Female;Adult;2/04/1921;1921;1921-1930;4;2;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus punctor;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:615;Maurice E. M. Goetghebuer;Male;Adult;2/04/1921;1921;1921-1930;4;2;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus punctor;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:619;Maurice E. M. Goetghebuer;Male;Adult;9/04/1921;1921;1921-1930;4;9;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus punctor;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:620;Maurice E. M. Goetghebuer;Female;Adult;9/04/1921;1921;1921-1930;4;9;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus punctor;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:621;Maurice E. M. Goetghebuer;Male;Adult;11/04/1921;1921;1921-1930;4;11;Lovendegem;Vinderhoute;5.106.705.221.325.610;36.779.129.208.714.600;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus rusticus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:634;Maurice E. M. Goetghebuer;Male;Adult;9/04/1921;1921;1921-1930;4;9;Lovendegem;Vinderhoute;5.106.705.221.325.610;36.779.129.208.714.600;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus rusticus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:635;Maurice E. M. Goetghebuer;Male;Adult;13/03/1921;1921;1921-1930;3;13;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus sticticus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:636;Maurice E. M. Goetghebuer;Female;Adult;13/03/1921;1921;1921-1930;3;13;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus sticticus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:637;Maurice E. M. Goetghebuer;Female;Adult;14/03/1921;1921;1921-1930;3;14;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus sticticus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:638;Maurice E. M. Goetghebuer;Male;Adult;14/03/1921;1921;1921-1930;3;14;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus sticticus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:639;Maurice E. M. Goetghebuer;Female;Adult;17/03/1921;1921;1921-1930;3;17;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus sticticus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:640;Maurice E. M. Goetghebuer;Male;Adult;19/03/1921;1921;1921-1930;3;19;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus sticticus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:641;Maurice E. M. Goetghebuer;Female;Adult;20/03/1921;1921;1921-1930;3;20;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus sticticus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:642;Maurice E. M. Goetghebuer;Male;Adult;20/03/1921;1921;1921-1930;3;20;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus sticticus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:643;Maurice E. M. Goetghebuer;Male;Adult;23/03/1921;1921;1921-1930;3;23;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus sticticus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:644;Maurice E. M. Goetghebuer;Female;Adult;23/03/1921;1921;1921-1930;3;23;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus sticticus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:710;Guilliaume Severin;Female;Adult;16/05/1921;1921;1921-1930;5;16;Grez-Doiceau;Archennes;507.423.832.888.912;4.665.356.150.693.550;WGS84;Wouter Dekoninck;Anopheles maculipennis;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:834;Guilliaume Severin;Female;Adult;16/05/1921;1921;1921-1930;5;16;Grez-Doiceau;Archennes;507.423.832.888.912;4.665.356.150.693.550;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:915;G.L. De Buyst;Female;Adult;25/03/1921;1921;1921-1930;3;25;Wemmel;;5.092.671.245.908.810;4.316.186.448.050.710;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1099;Guilliaume Severin;Female;Adult;24/03/1921;1921;1921-1930;3;24;Mol;Postel;5.127.340.790.203.180;5.186.294.567.506.460;WGS84;Wouter Dekoninck;Culiseta annulata;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:3;Guilliaume Severin;Male;Adult;jul/22;1922;1921-1930;7;;Mol;Abdij van Postel;5.127.340.790.203.180;5.186.294.567.506.460;WGS84;Maurice E. M. Goetghebuer;Aedes cinereus;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:19;Guilliaume Severin;Female;Adult;5/05/1922;1922;1921-1930;5;5;Mol;Postel;5.127.340.790.203.180;5.186.294.567.506.460;WGS84;Maurice E. M. Goetghebuer;Anopheles claviger;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:22;Guilliaume Severin;Male;Adult;11/08/1922;1922;1921-1930;8;11;Mol;Postel;5.127.340.790.203.180;5.186.294.567.506.460;WGS84;Maurice E. M. Goetghebuer;Anopheles maculipennis;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:26;Guilliaume Severin;Male;Adult;21/07/1922;1922;1921-1930;7;21;Mol;Postel;5.127.340.790.203.180;5.186.294.567.506.460;WGS84;Maurice E. M. Goetghebuer;Anopheles maculipennis;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:29;Guilliaume Severin;Female;Adult;5/05/1922;1922;1921-1930;5;5;Mol;Postel;5.127.340.790.203.180;5.186.294.567.506.460;WGS84;Maurice E. M. Goetghebuer;Anopheles maculipennis;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:30;Guilliaume Severin;Male;Adult;jul/22;1922;1921-1930;7;;Mol;Postel;5.127.340.790.203.180;5.186.294.567.506.460;WGS84;Maurice E. M. Goetghebuer;Anopheles maculipennis;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:32;Guilliaume Severin;Female;Adult;11/07/1922;1922;1921-1930;7;11;Mol;Postel;5.127.340.790.203.180;5.186.294.567.506.460;WGS84;Maurice E. M. Goetghebuer;Coquillettidia richiardii;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:33;Guilliaume Severin;Female;Adult;11/08/1922;1922;1921-1930;8;11;Mol;Postel;5.127.340.790.203.180;5.186.294.567.506.460;WGS84;Maurice E. M. Goetghebuer;Coquillettidia richiardii;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:36;Guilliaume Severin;Female;Adult;jul/22;1922;1921-1930;7;;Mol;Abdij van Postel;5.127.340.790.203.180;5.186.294.567.506.460;WGS84;Maurice E. M. Goetghebuer;Coquillettidia richiardii;Animalia
