collectionCode;disposition;originalNameUsage;scientificName;genus;specificEpithet;type;language;license;rightsHolder;accessRights;institutionCode;datasetName;ownerInstitutionCode;basisOfREcord;countryCode;geodeticDatum;kingdom;nomenclaturalCode;eventDate;day;month;year;dateLength;locality;localityLatitude;LocalityLongitude;municipality;verbatimCoordinates;recordedBy;identifiedBy;sex;lifestage;preparations;Veld12;catalogNumber;occurrenceID;georeferenceRemarks;stateProvince;verbatimLongitude;verbatimlatitude;TAG;POINT_X;POINT_Y;decimalLongitude;decimalLatitude
Coll. M. Bequaert;in collection;Culiseta annulata (Schrank, 1776);Culiseta annulata;Culiseta;annulata;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;1/09/1943;1;9;1943;true;;;;Gent;ES55A;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;271;RBINS:modirisk:collection:271;centroid of respective UTM square given;East Flanders;10.657.654.039.999.800;19.534.479.320.000.100;ES55A;1.065.765.404;1.953.447.932;37.492.658.563.690.600;5.106.661.661.343.590
Coll. M. Bequaert;in collection;Culiseta annulata (Schrank, 1776);Culiseta annulata;Culiseta;annulata;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;10/12/1935;10;12;1935;true;;;;Gent;ES55A;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;272;RBINS:modirisk:collection:272;centroid of respective UTM square given;East Flanders;10.657.654.039.999.800;19.534.479.320.000.100;ES55A;1.065.765.404;1.953.447.932;37.492.658.563.690.600;5.106.661.661.343.590
Coll. M. Bequaert;in collection;Culiseta annulata (Schrank, 1776);Culiseta annulata;Culiseta;annulata;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;14/10/1951;14;10;1951;true;;;;Blankenberge;ES08D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-1-Culi-6;273;RBINS:modirisk:collection:273;centroid of respective UTM square given;West Flanders;6.202.843.850.000.200;22.118.230.660.000.000;ES08D;620.284.385;2.211.823.066;3.107.565.659.854.870;5.129.377.406.094.240
Coll. M. Bequaert;in collection;Culiseta annulata (Schrank, 1776);Culiseta annulata;Culiseta;annulata;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;2/05/1937;2;5;1937;true;Munte, Bos;;;Merelbeke;ES54C;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;274;RBINS:modirisk:collection:274;centroid of respective UTM square given;East Flanders;10.629.900.379.999.700;18.034.219.229.999.800;ES54C;1.062.990.038;1.803.421.923;37.470.965.294.677.100;509.317.406.321.815
Coll. M. Bequaert;in collection;Culiseta annulata (Schrank, 1776);Culiseta annulata;Culiseta;annulata;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;26/08/1945;26;8;1945;true;;;;Destelbergen;ES55B;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-1-Culi-6;275;RBINS:modirisk:collection:275;centroid of respective UTM square given;East Flanders;11.157.744.240.000.000;19.525.221.279.999.900;ES55B;1.115.774.424;1.952.522.128;38.206.169.257.590.400;5.106.613.746.522.110
Coll. M. Bequaert;in collection;Culiseta annulata (Schrank, 1776);Culiseta annulata;Culiseta;annulata;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;30/09/1951;30;9;1951;true;Knokke;;;Knokke-Heist;ES18B;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-1-Culi-6;276;RBINS:modirisk:collection:276;centroid of respective UTM square given;West Flanders;7.212.343.349.999.930;22.599.905.160.000.100;ES18B;721.234.335;2.259.990.516;3.251.229.494.419.810;5.133.851.408.667.620
Coll. M. Bequaert;in collection;Culiseta annulata (Schrank, 1776);Culiseta annulata;Culiseta;annulata;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;5/06/1926;5;6;1926;true;Knokke;;;Knokke-Heist;ES18B;Maurice E. M. Goetghebuer;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;277;RBINS:modirisk:collection:277;centroid of respective UTM square given;West Flanders;7.212.343.349.999.930;22.599.905.160.000.100;ES18B;721.234.335;2.259.990.516;3.251.229.494.419.810;5.133.851.408.667.620
Coll. M. Bequaert;in collection;Culiseta annulata (Schrank, 1776);Culiseta annulata;Culiseta;annulata;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;7/10/1945;7;10;1945;true;;;;Melle;ES55D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-1-Culi-6;278;RBINS:modirisk:collection:278;centroid of respective UTM square given;East Flanders;11.148.486.039.999.800;19.025.134.659.999.900;ES55D;1.114.848.604;1.902.513.466;3.819.822.943.242.220;5.102.117.992.362.910
Coll. M. Bequaert;in collection;Culiseta annulata (Schrank, 1776);Culiseta annulata;Culiseta;annulata;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;7/10/1951;7;10;1951;true;Knokke, Het Zwin;;;Knokke-Heist;ES18B;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;279;RBINS:modirisk:collection:279;centroid of respective UTM square given;West Flanders;7.212.343.349.999.930;22.599.905.160.000.100;ES18B;721.234.335;2.259.990.516;3.251.229.494.419.810;5.133.851.408.667.620
Coll. M. Bequaert;in collection;Culiseta annulata (Schrank, 1776);Culiseta annulata;Culiseta;annulata;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;8/09/1948;8;9;1948;true;;;;Assenede;ES57A;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-1-Culi-6;280;RBINS:modirisk:collection:280;centroid of respective UTM square given;East Flanders;10.694.705.629.999.900;21.534.881.069.999.900;ES57A;1.069.470.563;2.153.488.107;37.521.844.547.437.400;5.124.644.628.340.610
Coll. M. Bequaert;in collection;Culiseta annulata (Schrank, 1776);Culiseta annulata;Culiseta;annulata;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;9/10/1955;9;10;1955;true;;;;Blankenberge;ES08D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;281;RBINS:modirisk:collection:281;centroid of respective UTM square given;West Flanders;6.202.843.850.000.200;22.118.230.660.000.000;ES08D;620.284.385;2.211.823.066;3.107.565.659.854.870;5.129.377.406.094.240
Coll. M. Bequaert;in collection;Culiseta morsitans (Theobald, 1901);Culiseta morsitans;Culiseta;morsitans;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;1/05/1937;1;5;1937;true;;;;Waarschoot;ES46A;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-1-Culi-6;282;RBINS:modirisk:collection:282;centroid of respective UTM square given;East Flanders;967.596.648.999.974;2.055.318.803.000.000;ES46A;967.596.649;2.055.318.803;36.077.366.709.859.300;51.157.362.451.328.500
Coll. M. Bequaert;in collection;Culiseta morsitans (Theobald, 1901);Culiseta morsitans;Culiseta;morsitans;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;11/05/1937;11;5;1937;true;;;;Melle;ES55D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-1-Culi-6;283;RBINS:modirisk:collection:283;centroid of respective UTM square given;East Flanders;11.148.486.039.999.800;19.025.134.659.999.900;ES55D;1.114.848.604;1.902.513.466;3.819.822.943.242.220;5.102.117.992.362.910
Coll. M. Bequaert;in collection;Culiseta morsitans (Theobald, 1901);Culiseta morsitans;Culiseta;morsitans;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;11/05/1937;11;5;1937;true;;;;Melle;ES55D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;284;RBINS:modirisk:collection:284;centroid of respective UTM square given;East Flanders;11.148.486.039.999.800;19.025.134.659.999.900;ES55D;1.114.848.604;1.902.513.466;3.819.822.943.242.220;5.102.117.992.362.910
Coll. M. Bequaert;in collection;Culiseta morsitans (Theobald, 1901);Culiseta morsitans;Culiseta;morsitans;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;2/05/1937;2;5;1937;true;;;;Melle;ES55D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;285;RBINS:modirisk:collection:285;centroid of respective UTM square given;East Flanders;11.148.486.039.999.800;19.025.134.659.999.900;ES55D;1.114.848.604;1.902.513.466;3.819.822.943.242.220;5.102.117.992.362.910
Coll. M. Bequaert;in collection;Culiseta morsitans (Theobald, 1901);Culiseta morsitans;Culiseta;morsitans;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;2/05/1937;2;5;1937;true;;;;Melle;ES55D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-1-Culi-6;286;RBINS:modirisk:collection:286;centroid of respective UTM square given;East Flanders;11.148.486.039.999.800;19.025.134.659.999.900;ES55D;1.114.848.604;1.902.513.466;3.819.822.943.242.220;5.102.117.992.362.910
Coll. M. Bequaert;in collection;Culiseta morsitans (Theobald, 1901);Culiseta morsitans;Culiseta;morsitans;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;20/05/1937;20;5;1937;true;;;;Melle;ES55D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;287;RBINS:modirisk:collection:287;centroid of respective UTM square given;East Flanders;11.148.486.039.999.800;19.025.134.659.999.900;ES55D;1.114.848.604;1.902.513.466;3.819.822.943.242.220;5.102.117.992.362.910
Coll. M. Bequaert;in collection;Culiseta morsitans (Theobald, 1901);Culiseta morsitans;Culiseta;morsitans;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;27/04/1937;27;4;1937;true;;;;Melle;ES55D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-1-Culi-6;288;RBINS:modirisk:collection:288;centroid of respective UTM square given;East Flanders;11.148.486.039.999.800;19.025.134.659.999.900;ES55D;1.114.848.604;1.902.513.466;3.819.822.943.242.220;5.102.117.992.362.910
Coll. M. Bequaert;in collection;Culiseta morsitans (Theobald, 1901);Culiseta morsitans;Culiseta;morsitans;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;29/04/1937;29;4;1937;true;;;;Melle;ES55D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-1-Culi-6;289;RBINS:modirisk:collection:289;centroid of respective UTM square given;East Flanders;11.148.486.039.999.800;19.025.134.659.999.900;ES55D;1.114.848.604;1.902.513.466;3.819.822.943.242.220;5.102.117.992.362.910
Coll. M. Bequaert;in collection;Culiseta morsitans (Theobald, 1901);Culiseta morsitans;Culiseta;morsitans;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;3/05/1937;3;5;1937;true;;;;Melle;ES55D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;290;RBINS:modirisk:collection:290;centroid of respective UTM square given;East Flanders;11.148.486.039.999.800;19.025.134.659.999.900;ES55D;1.114.848.604;1.902.513.466;3.819.822.943.242.220;5.102.117.992.362.910
Coll. M. Bequaert;in collection;Culiseta morsitans (Theobald, 1901);Culiseta morsitans;Culiseta;morsitans;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;5/05/1937;5;5;1937;true;;;;Waarschoot;ES46A;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;291;RBINS:modirisk:collection:291;centroid of respective UTM square given;East Flanders;967.596.648.999.974;2.055.318.803.000.000;ES46A;967.596.649;2.055.318.803;36.077.366.709.859.300;51.157.362.451.328.500
Coll. M. Bequaert;in collection;Culiseta morsitans (Theobald, 1901);Culiseta morsitans;Culiseta;morsitans;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;7/05/1937;7;5;1937;true;;;;Melle;ES55D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;292;RBINS:modirisk:collection:292;centroid of respective UTM square given;East Flanders;11.148.486.039.999.800;19.025.134.659.999.900;ES55D;1.114.848.604;1.902.513.466;3.819.822.943.242.220;5.102.117.992.362.910
Coll. M. Bequaert;in collection;Culiseta morsitans (Theobald, 1901);Culiseta morsitans;Culiseta;morsitans;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;7/05/1937;7;5;1937;true;;;;Melle;ES55D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-1-Culi-6;293;RBINS:modirisk:collection:293;centroid of respective UTM square given;East Flanders;11.148.486.039.999.800;19.025.134.659.999.900;ES55D;1.114.848.604;1.902.513.466;3.819.822.943.242.220;5.102.117.992.362.910
Coll. M. Bequaert;in collection;Culiseta morsitans (Theobald, 1901);Culiseta morsitans;Culiseta;morsitans;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;8/05/1937;8;5;1937;true;;;;Melle;ES55D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-1-Culi-6;294;RBINS:modirisk:collection:294;centroid of respective UTM square given;East Flanders;11.148.486.039.999.800;19.025.134.659.999.900;ES55D;1.114.848.604;1.902.513.466;3.819.822.943.242.220;5.102.117.992.362.910
Coll. M. Bequaert;in collection;Culiseta morsitans (Theobald, 1901);Culiseta morsitans;Culiseta;morsitans;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;8/05/1937;8;5;1937;true;;;;Melle;ES55D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-1-Culi-6;295;RBINS:modirisk:collection:295;centroid of respective UTM square given;East Flanders;11.148.486.039.999.800;19.025.134.659.999.900;ES55D;1.114.848.604;1.902.513.466;3.819.822.943.242.220;5.102.117.992.362.910
Coll. M. Bequaert;in collection;Ochlerotatus annulipes (Meigen, 1830);Ochlerotatus annulipes;Ochlerotatus;annulipes;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;1/05/1937;1;5;1937;true;;;;Waarschoot;ES46A;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-2-Culi-6;296;RBINS:modirisk:collection:296;centroid of respective UTM square given;East Flanders;967.596.648.999.974;2.055.318.803.000.000;ES46A;967.596.649;2.055.318.803;36.077.366.709.859.300;51.157.362.451.328.500
Coll. M. Bequaert;in collection;Ochlerotatus annulipes (Meigen, 1830);Ochlerotatus annulipes;Ochlerotatus;annulipes;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;11/05/1937;11;5;1937;true;;;;Melle;ES55D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-2-Culi-6;297;RBINS:modirisk:collection:297;centroid of respective UTM square given;East Flanders;11.148.486.039.999.800;19.025.134.659.999.900;ES55D;1.114.848.604;1.902.513.466;3.819.822.943.242.220;5.102.117.992.362.910
Coll. M. Bequaert;in collection;Ochlerotatus annulipes (Meigen, 1830);Ochlerotatus annulipes;Ochlerotatus;annulipes;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;11/05/1937;11;5;1937;true;;;;Melle;ES55D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;298;RBINS:modirisk:collection:298;centroid of respective UTM square given;East Flanders;11.148.486.039.999.800;19.025.134.659.999.900;ES55D;1.114.848.604;1.902.513.466;3.819.822.943.242.220;5.102.117.992.362.910
Coll. M. Bequaert;in collection;Ochlerotatus annulipes (Meigen, 1830);Ochlerotatus annulipes;Ochlerotatus;annulipes;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;11/05/1939;11;5;1939;true;;;;Melle;ES55D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-2-Culi-6;299;RBINS:modirisk:collection:299;centroid of respective UTM square given;East Flanders;11.148.486.039.999.800;19.025.134.659.999.900;ES55D;1.114.848.604;1.902.513.466;3.819.822.943.242.220;5.102.117.992.362.910
Coll. M. Bequaert;in collection;Ochlerotatus annulipes (Meigen, 1830);Ochlerotatus annulipes;Ochlerotatus;annulipes;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;12/05/1943;12;5;1943;true;;;;Destelbergen;ES55B;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-2-Culi-6;300;RBINS:modirisk:collection:300;centroid of respective UTM square given;East Flanders;11.157.744.240.000.000;19.525.221.279.999.900;ES55B;1.115.774.424;1.952.522.128;38.206.169.257.590.400;5.106.613.746.522.110
Coll. M. Bequaert;in collection;Ochlerotatus annulipes (Meigen, 1830);Ochlerotatus annulipes;Ochlerotatus;annulipes;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;20/05/1939;20;5;1939;true;;;;Melle;ES55D;;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;301;RBINS:modirisk:collection:301;centroid of respective UTM square given;East Flanders;11.148.486.039.999.800;19.025.134.659.999.900;ES55D;1.114.848.604;1.902.513.466;3.819.822.943.242.220;5.102.117.992.362.910
Coll. M. Bequaert;in collection;Ochlerotatus annulipes (Meigen, 1830);Ochlerotatus annulipes;Ochlerotatus;annulipes;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;25/04/1937;25;4;1937;true;;;;Melle;ES55D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-2-Culi-6;302;RBINS:modirisk:collection:302;centroid of respective UTM square given;East Flanders;11.148.486.039.999.800;19.025.134.659.999.900;ES55D;1.114.848.604;1.902.513.466;3.819.822.943.242.220;5.102.117.992.362.910
Coll. M. Bequaert;in collection;Ochlerotatus annulipes (Meigen, 1830);Ochlerotatus annulipes;Ochlerotatus;annulipes;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;26/05/1943;26;5;1943;true;;;;Melle;ES55D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;303;RBINS:modirisk:collection:303;centroid of respective UTM square given;East Flanders;11.148.486.039.999.800;19.025.134.659.999.900;ES55D;1.114.848.604;1.902.513.466;3.819.822.943.242.220;5.102.117.992.362.910
Coll. M. Bequaert;in collection;Ochlerotatus annulipes (Meigen, 1830);Ochlerotatus annulipes;Ochlerotatus;annulipes;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;26/05/1943;26;5;1943;true;;;;Melle;ES55D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-2-Culi-6;304;RBINS:modirisk:collection:304;centroid of respective UTM square given;East Flanders;11.148.486.039.999.800;19.025.134.659.999.900;ES55D;1.114.848.604;1.902.513.466;3.819.822.943.242.220;5.102.117.992.362.910
Coll. M. Bequaert;in collection;Ochlerotatus annulipes (Meigen, 1830);Ochlerotatus annulipes;Ochlerotatus;annulipes;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;6/05/1937;6;5;1937;true;;;;Waarschoot;ES46A;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;305;RBINS:modirisk:collection:305;centroid of respective UTM square given;East Flanders;967.596.648.999.974;2.055.318.803.000.000;ES46A;967.596.649;2.055.318.803;36.077.366.709.859.300;51.157.362.451.328.500
Coll. M. Bequaert;in collection;Ochlerotatus annulipes (Meigen, 1830);Ochlerotatus annulipes;Ochlerotatus;annulipes;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;7/05/1937;7;5;1937;true;;;;Melle;ES55D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-2-Culi-6;306;RBINS:modirisk:collection:306;centroid of respective UTM square given;East Flanders;11.148.486.039.999.800;19.025.134.659.999.900;ES55D;1.114.848.604;1.902.513.466;3.819.822.943.242.220;5.102.117.992.362.910
Coll. M. Bequaert;in collection;Ochlerotatus annulipes (Meigen, 1830);Ochlerotatus annulipes;Ochlerotatus;annulipes;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;8/05/1937;8;5;1937;true;;;;Melle;ES55D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-2-Culi-6;307;RBINS:modirisk:collection:307;centroid of respective UTM square given;East Flanders;11.148.486.039.999.800;19.025.134.659.999.900;ES55D;1.114.848.604;1.902.513.466;3.819.822.943.242.220;5.102.117.992.362.910
Coll. M. Bequaert;in collection;Ochlerotatus cantans (Meigen, 1818);Ochlerotatus cantans;Ochlerotatus;cantans;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;11/05/1937;11;5;1937;true;;;;Melle;ES55D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;308;RBINS:modirisk:collection:308;centroid of respective UTM square given;East Flanders;11.148.486.039.999.800;19.025.134.659.999.900;ES55D;1.114.848.604;1.902.513.466;3.819.822.943.242.220;5.102.117.992.362.910
Coll. M. Bequaert;in collection;Ochlerotatus cantans (Meigen, 1818);Ochlerotatus cantans;Ochlerotatus;cantans;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;12/05/1943;12;5;1943;true;;;;Destelbergen;ES55B;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;309;RBINS:modirisk:collection:309;centroid of respective UTM square given;East Flanders;11.157.744.240.000.000;19.525.221.279.999.900;ES55B;1.115.774.424;1.952.522.128;38.206.169.257.590.400;5.106.613.746.522.110
