collectionCode;disposition;originalNameUsage;scientificName;genus;specificEpithet;type;language;license;rightsHolder;accessRights;institutionCode;datasetName;ownerInstitutionCode;basisOfREcord;countryCode;geodeticDatum;kingdom;nomenclaturalCode;eventDate;day;month;year;dateLength;locality;localityLatitude;LocalityLongitude;municipality;verbatimCoordinates;recordedBy;identifiedBy;sex;lifestage;preparations;Veld12;catalogNumber;occurrenceID;georeferenceRemarks;stateProvince;verbatimLongitude;verbatimlatitude;TAG;POINT_X;POINT_Y;decimalLongitude;decimalLatitude
Coll. M. Goetghebuer;in collection;Ochlerotatus cantans (Meigen, 1818);Ochlerotatus cantans;Ochlerotatus;cantans;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;25/03/1921;25;3;1921;true;;;;Destelbergen;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;570;RBINS:modirisk:collection:570;centroid of respective UTM square given;East Flanders;11.157.744.240.000.000;19.525.221.279.999.900;ES55B;1.115.774.424;1.952.522.128;38.206.169.257.590.400;5.106.613.746.522.110
Coll. M. Goetghebuer;in collection;Ochlerotatus cantans (Meigen, 1818);Ochlerotatus cantans;Ochlerotatus;cantans;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;27/04/1910;27;4;1910;true;;;;Destelbergen;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;571;RBINS:modirisk:collection:571;centroid of respective UTM square given;East Flanders;11.157.744.240.000.000;19.525.221.279.999.900;ES55B;1.115.774.424;1.952.522.128;38.206.169.257.590.400;5.106.613.746.522.110
Coll. M. Goetghebuer;in collection;Ochlerotatus cantans (Meigen, 1818);Ochlerotatus cantans;Ochlerotatus;cantans;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;29/04/1909;29;4;1909;true;;;;Destelbergen;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;572;RBINS:modirisk:collection:572;centroid of respective UTM square given;East Flanders;11.157.744.240.000.000;19.525.221.279.999.900;ES55B;1.115.774.424;1.952.522.128;38.206.169.257.590.400;5.106.613.746.522.110
Coll. M. Goetghebuer;in collection;Ochlerotatus cantans (Meigen, 1818);Ochlerotatus cantans;Ochlerotatus;cantans;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;6/09/1917;6;9;1917;true;Vinderhoute;;;Lovendegem;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;573;RBINS:modirisk:collection:573;centroid of respective UTM square given;East Flanders;1.015.756.050.999.980;1.954.373.354.000.000;ES45B;1.015.756.051;1.954.373.354;36.779.129.208.714.600;5.106.705.221.325.610
Coll. M. Goetghebuer;in collection;Ochlerotatus cantans (Meigen, 1818);Ochlerotatus cantans;Ochlerotatus;cantans;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;8/06/1920;8;6;1920;true;;;;Drongen;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;574;RBINS:modirisk:collection:574;centroid of respective UTM square given;East Flanders;1.015.756.050.999.980;1.954.373.354.000.000;ES45B;1.015.756.051;1.954.373.354;36.779.129.208.714.600;5.106.705.221.325.610
Coll. M. Goetghebuer;in collection;Ochlerotatus cantans (Meigen, 1818);Ochlerotatus cantans;Ochlerotatus;cantans;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;9/04/1921;9;4;1921;true;Vinderhoute;;;Lovendegem;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;575;RBINS:modirisk:collection:575;centroid of respective UTM square given;East Flanders;1.015.756.050.999.980;1.954.373.354.000.000;ES45B;1.015.756.051;1.954.373.354;36.779.129.208.714.600;5.106.705.221.325.610
Coll. M. Goetghebuer;in collection;Ochlerotatus caspius (Pallas, 1771);Ochlerotatus caspius;Ochlerotatus;caspius;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;13/09/1909;13;9;1909;true;duinen;;;Blankenberge;ES08D;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;576;RBINS:modirisk:collection:576;centroid of respective UTM square given;West Flanders;6.202.843.850.000.200;22.118.230.660.000.000;ES08D;620.284.385;2.211.823.066;3.107.565.659.854.870;5.129.377.406.094.240
Coll. M. Goetghebuer;in collection;Ochlerotatus caspius (Pallas, 1771);Ochlerotatus caspius;Ochlerotatus;caspius;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;17/09/1925;17;9;1925;true;Knokke;;;Knokke-Heist;ES18B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;577;RBINS:modirisk:collection:577;centroid of respective UTM square given;West Flanders;7.212.343.349.999.930;22.599.905.160.000.100;ES18B;721.234.335;2.259.990.516;3.251.229.494.419.810;5.133.851.408.667.620
Coll. M. Goetghebuer;in collection;Ochlerotatus communis (De Geer, 1776);Ochlerotatus communis;Ochlerotatus;communis;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;11/06/1914;11;6;1914;true;Hockai;;;Stavelot;GR08B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;578;RBINS:modirisk:collection:578;centroid of respective UTM square given;Luik;2.602.745.750.999.970;12.248.198.330.000.000;GR08B;2.602.745.751;1.224.819.833;5.920.039.195.430.380;5.040.285.972.003.670
Coll. M. Goetghebuer;in collection;Ochlerotatus communis (De Geer, 1776);Ochlerotatus communis;Ochlerotatus;communis;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;13/05/1920;13;5;1920;true;Bellem;;;Aalter;ES36C;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-4-Culi-6;579;RBINS:modirisk:collection:579;centroid of respective UTM square given;East Flanders;8.666.504.930.000.000;20.071.577.959.999.800;ES36C;866.650.493;2.007.157.796;34.642.946.952.321.500;5.111.305.801.074.180
Coll. M. Goetghebuer;in collection;Ochlerotatus communis (De Geer, 1776);Ochlerotatus communis;Ochlerotatus;communis;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;13/06/1912;13;6;1912;true;;;;Diepenbeek;FS74C;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;580;RBINS:modirisk:collection:580;centroid of respective UTM square given;Limburg;22.630.199.260.000.100;17.811.503.510.000.100;FS74C;2.263.019.926;1.781.150.351;5.453.651.924.561.450;5.090.834.347.109.060
Coll. M. Goetghebuer;in collection;Ochlerotatus detritus (Haliday, 1833);Ochlerotatus detritus;Ochlerotatus;detritus;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;12/09/1921;12;9;1921;true;Knokke;;;Knokke-Heist;ES18B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-4-Culi-6;581;RBINS:modirisk:collection:581;centroid of respective UTM square given;West Flanders;7.212.343.349.999.930;22.599.905.160.000.100;ES18B;721.234.335;2.259.990.516;3.251.229.494.419.810;5.133.851.408.667.620
Coll. M. Goetghebuer;in collection;Ochlerotatus detritus (Haliday, 1833);Ochlerotatus detritus;Ochlerotatus;detritus;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;17/09/1925;17;9;1925;true;Knokke;;;Knokke-Heist;ES18B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;582;RBINS:modirisk:collection:582;centroid of respective UTM square given;West Flanders;7.212.343.349.999.930;22.599.905.160.000.100;ES18B;721.234.335;2.259.990.516;3.251.229.494.419.810;5.133.851.408.667.620
Coll. M. Goetghebuer;in collection;Ochlerotatus detritus (Haliday, 1833);Ochlerotatus detritus;Ochlerotatus;detritus;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;18/09/1921;18;9;1921;true;Knokke;;;Knokke-Heist;ES18B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-4-Culi-6;583;RBINS:modirisk:collection:583;centroid of respective UTM square given;West Flanders;7.212.343.349.999.930;22.599.905.160.000.100;ES18B;721.234.335;2.259.990.516;3.251.229.494.419.810;5.133.851.408.667.620
Coll. M. Goetghebuer;in collection;Ochlerotatus detritus (Haliday, 1833);Ochlerotatus detritus;Ochlerotatus;detritus;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;19/09/1921;19;9;1921;true;Knokke;;;Knokke-Heist;ES18B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;584;RBINS:modirisk:collection:584;centroid of respective UTM square given;West Flanders;7.212.343.349.999.930;22.599.905.160.000.100;ES18B;721.234.335;2.259.990.516;3.251.229.494.419.810;5.133.851.408.667.620
Coll. M. Goetghebuer;in collection;Ochlerotatus detritus (Haliday, 1833);Ochlerotatus detritus;Ochlerotatus;detritus;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;21/09/1925;21;9;1925;true;Knokke;;;Knokke-Heist;ES18B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-4-Culi-6;585;RBINS:modirisk:collection:585;centroid of respective UTM square given;West Flanders;7.212.343.349.999.930;22.599.905.160.000.100;ES18B;721.234.335;2.259.990.516;3.251.229.494.419.810;5.133.851.408.667.620
Coll. M. Goetghebuer;in collection;Ochlerotatus detritus (Haliday, 1833);Ochlerotatus detritus;Ochlerotatus;detritus;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;21/09/1925;21;9;1925;true;Knokke;;;Knokke-Heist;ES18B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-4-Culi-6;586;RBINS:modirisk:collection:586;centroid of respective UTM square given;West Flanders;7.212.343.349.999.930;22.599.905.160.000.100;ES18B;721.234.335;2.259.990.516;3.251.229.494.419.810;5.133.851.408.667.620
Coll. M. Goetghebuer;in collection;Ochlerotatus detritus (Haliday, 1833);Ochlerotatus detritus;Ochlerotatus;detritus;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;29/09/1921;29;9;1921;true;Knokke;;;Knokke-Heist;ES18B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-4-Culi-6;587;RBINS:modirisk:collection:587;centroid of respective UTM square given;West Flanders;7.212.343.349.999.930;22.599.905.160.000.100;ES18B;721.234.335;2.259.990.516;3.251.229.494.419.810;5.133.851.408.667.620
Coll. M. Goetghebuer;in collection;Ochlerotatus detritus (Haliday, 1833);Ochlerotatus detritus;Ochlerotatus;detritus;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;29/09/1921;29;9;1921;true;Knokke;;;Knokke-Heist;ES18B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;588;RBINS:modirisk:collection:588;centroid of respective UTM square given;West Flanders;7.212.343.349.999.930;22.599.905.160.000.100;ES18B;721.234.335;2.259.990.516;3.251.229.494.419.810;5.133.851.408.667.620
Coll. M. Goetghebuer;in collection;Ochlerotatus detritus (Haliday, 1833);Ochlerotatus detritus;Ochlerotatus;detritus;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;5/09/1921;5;9;1921;true;Knokke;;;Knokke-Heist;ES18B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;589;RBINS:modirisk:collection:589;centroid of respective UTM square given;West Flanders;7.212.343.349.999.930;22.599.905.160.000.100;ES18B;721.234.335;2.259.990.516;3.251.229.494.419.810;5.133.851.408.667.620
Coll. M. Goetghebuer;in collection;Ochlerotatus detritus (Haliday, 1833);Ochlerotatus detritus;Ochlerotatus;detritus;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;sep/21;;9;1921;true;Knokke;;;Knokke-Heist;ES18B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;590;RBINS:modirisk:collection:590;centroid of respective UTM square given;West Flanders;7.212.343.349.999.930;22.599.905.160.000.100;ES18B;721.234.335;2.259.990.516;3.251.229.494.419.810;5.133.851.408.667.620
Coll. M. Goetghebuer;in collection;Ochlerotatus geniculatus (Olivier, 1791);Ochlerotatus geniculatus;Ochlerotatus;geniculatus;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;14/07/1912;14;7;1912;true;;;;Heverlee;FS13B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;592;RBINS:modirisk:collection:592;centroid of respective UTM square given;Flemish Brabant;17.121.292.379.999.900;1.741.376.697.999.980;FS13B;1.712.129.238;1.741.376.698;4.670.158.593.606.040;50.877.217.980.452.800
Coll. M. Goetghebuer;in collection;Ochlerotatus geniculatus (Olivier, 1791);Ochlerotatus geniculatus;Ochlerotatus;geniculatus;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;19/06/1922;19;6;1922;true;;;;Mont-Saint-Guibert;FS11C;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;593;RBINS:modirisk:collection:593;centroid of respective UTM square given;Brabant Wallon;16.575.000.090.000.000;14.922.978.920.000.000;FS11C;1.657.500.009;1.492.297.892;4.591.473.833.150.330;506.534.787.624.699
Coll. M. Goetghebuer;in collection;Ochlerotatus geniculatus (Olivier, 1791);Ochlerotatus geniculatus;Ochlerotatus;geniculatus;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;28/08/1910;28;8;1910;true;;;;Gent;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;594;RBINS:modirisk:collection:594;centroid of respective UTM square given;East Flanders;10.657.654.039.999.800;19.534.479.320.000.100;ES55A;1.065.765.404;1.953.447.932;37.492.658.563.690.600;5.106.661.661.343.590
Coll. M. Goetghebuer;in collection;Ochlerotatus geniculatus (Olivier, 1791);Ochlerotatus geniculatus;Ochlerotatus;geniculatus;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;5/09/1941;5;9;1941;true;Bergenkruis;;;Destelbergen;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;595;RBINS:modirisk:collection:595;centroid of respective UTM square given;East Flanders;11.157.744.240.000.000;19.525.221.279.999.900;ES55B;1.115.774.424;1.952.522.128;38.206.169.257.590.400;5.106.613.746.522.110
Coll. M. Goetghebuer;in collection;Ochlerotatus geniculatus (Olivier, 1791);Ochlerotatus geniculatus;Ochlerotatus;geniculatus;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;6/07/1913;6;7;1913;true;Lamorteau;;;Rouvroy;FQ88A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;596;RBINS:modirisk:collection:596;centroid of respective UTM square given;Luxemburg;23.346.534.300.000.200;2.295.949.650.000.030;FQ88A;233.465.343;229.594.965;5.521.229.315.316.790;49.512.632.060.712.800
Coll. M. Goetghebuer;in collection;Ochlerotatus geniculatus (Olivier, 1791);Ochlerotatus geniculatus;Ochlerotatus;geniculatus;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;9/09/1941;9;9;1941;true;Bergenkruis;;;Destelbergen;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;597;RBINS:modirisk:collection:597;centroid of respective UTM square given;East Flanders;11.157.744.240.000.000;19.525.221.279.999.900;ES55B;1.115.774.424;1.952.522.128;38.206.169.257.590.400;5.106.613.746.522.110
Coll. M. Goetghebuer;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;1/06/1929;1;6;1929;true;Hockai;;;Stavelot;GR08B;;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-4-Culi-6;598;RBINS:modirisk:collection:598;centroid of respective UTM square given;Luik;2.602.745.750.999.970;12.248.198.330.000.000;GR08B;2.602.745.751;1.224.819.833;5.920.039.195.430.380;5.040.285.972.003.670
Coll. M. Goetghebuer;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;1/07/1920;1;7;1920;true;Hockai;;;Stavelot;GR08B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;599;RBINS:modirisk:collection:599;centroid of respective UTM square given;Luik;2.602.745.750.999.970;12.248.198.330.000.000;GR08B;2.602.745.751;1.224.819.833;5.920.039.195.430.380;5.040.285.972.003.670
Coll. M. Goetghebuer;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;10/04/1921;10;4;1921;true;;;;Destelbergen;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;600;RBINS:modirisk:collection:600;centroid of respective UTM square given;East Flanders;11.157.744.240.000.000;19.525.221.279.999.900;ES55B;1.115.774.424;1.952.522.128;38.206.169.257.590.400;5.106.613.746.522.110
Coll. M. Goetghebuer;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;10/04/1921;10;4;1921;true;;;;Destelbergen;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-4-Culi-6;601;RBINS:modirisk:collection:601;centroid of respective UTM square given;East Flanders;11.157.744.240.000.000;19.525.221.279.999.900;ES55B;1.115.774.424;1.952.522.128;38.206.169.257.590.400;5.106.613.746.522.110
Coll. M. Goetghebuer;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;11/04/1921;11;4;1921;true;;;;Destelbergen;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;602;RBINS:modirisk:collection:602;centroid of respective UTM square given;East Flanders;11.157.744.240.000.000;19.525.221.279.999.900;ES55B;1.115.774.424;1.952.522.128;38.206.169.257.590.400;5.106.613.746.522.110
Coll. M. Goetghebuer;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;11/05/1909;11;5;1909;true;;;;Destelbergen;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;603;RBINS:modirisk:collection:603;centroid of respective UTM square given;East Flanders;11.157.744.240.000.000;19.525.221.279.999.900;ES55B;1.115.774.424;1.952.522.128;38.206.169.257.590.400;5.106.613.746.522.110
Coll. M. Goetghebuer;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;12/04/1921;12;4;1921;true;;;;Destelbergen;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;604;RBINS:modirisk:collection:604;centroid of respective UTM square given;East Flanders;11.157.744.240.000.000;19.525.221.279.999.900;ES55B;1.115.774.424;1.952.522.128;38.206.169.257.590.400;5.106.613.746.522.110
Coll. M. Goetghebuer;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;13/05/1920;13;5;1920;true;Bellem;;;Aalter;ES36C;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;605;RBINS:modirisk:collection:605;centroid of respective UTM square given;East Flanders;8.666.504.930.000.000;20.071.577.959.999.800;ES36C;866.650.493;2.007.157.796;34.642.946.952.321.500;5.111.305.801.074.180
Coll. M. Goetghebuer;in collection;Ochlerotatus punctor (Kirby, 1837);Ochlerotatus punctor;Ochlerotatus;punctor;Event;en;https://creativecommons.org/licenses/by-nc/4.0/;RBINS;http://www.inbo.be/en/norms-for-data-use;RBINS;MODIRISK:RBINS Diptera: Culicidae Collection;RBINS;PreservedSpecimen;BE;WGS84;Animalia;ICZN;13/05/1920;13;5;1920;true;Bellem;;;Aalter;ES36C;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;606;RBINS:modirisk:collection:606;centroid of respective UTM square given;East Flanders;8.666.504.930.000.000;20.071.577.959.999.800;ES36C;866.650.493;2.007.157.796;34.642.946.952.321.500;5.111.305.801.074.180
