eventID,type,language,licence,rightsHolder,institutionCode,datasetName,locationID,dateIdentified,decimalLatitude,decimalLongitude,habitat,municipality,comments,eventDate
ITG:MOSQ:LARV:EV:N1L012Ap1,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L012,2012/4/18,50.328419,5.028772,tyre,Ciney,"Vincon, tyres in field",2012/4/13
ITG:MOSQ:LARV:EV:N1L012Aug,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L012,2012/9/7,50.328419,5.028772,tyre,Ciney,"Vincon, tyres in field",2012/8/24
ITG:MOSQ:LARV:EV:N1L014Jun,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L014,2012/8/10,50.32406,5.027415,tyre,Ciney,"Reuleau, on silage",2012/6/5
ITG:MOSQ:LARV:EV:N1L015Jun,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L015,2012/8/10,50.346665,5.035574,tyre,Assesse,,2012/6/5
ITG:MOSQ:LARV:EV:N1L016Jun,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L016,2012/8/9,50.3404118069542,5.0640483970491,tyre,Hamois,"Natoye, on silage",2012/6/5
ITG:MOSQ:LARV:EV:N1L018Aug,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L018,2012/9/12,50.3649676625777,4.9985009538961,tyre,Assesse,tyres next to field,2012/8/31
ITG:MOSQ:LARV:EV:N1L018Jun,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L018,2012/7/24,50.3649676625777,4.9985009538961,tyre,Assesse,tyres next to field,2012/6/26
ITG:MOSQ:LARV:EV:N1L018Oct,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L018,2012/10/31,50.3649676625777,4.9985009538961,tyre,Assesse,tyres next to field,2012/10/26
ITG:MOSQ:LARV:EV:N1L018Sep,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L018,2012/10/1,50.3649676625777,4.9985009538961,tyre,Assesse,tyres next to field,2012/9/28
ITG:MOSQ:LARV:EV:N1L019Aug,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L019,2012/9/5,50.331517,5.032999,plastic sheet,Ciney,plastic on ground,2012/8/24
ITG:MOSQ:LARV:EV:N1L019Jul,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L019,2012/8/8,50.331517,5.032999,plastic sheet,Ciney,plastic on ground,2012/7/27
ITG:MOSQ:LARV:EV:N1L019Oct,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L019,2012/10/31,50.331517,5.032999,plastic sheet,Ciney,plastic on ground,2012/10/19
ITG:MOSQ:LARV:EV:N1L019Sep,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L019,2012/10/2,50.331517,5.032999,plastic sheet,Ciney,plastic on ground,2012/9/20
ITG:MOSQ:LARV:EV:N1L020Aug,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L020,2012/9/12,50.315843,5.00615,water trough,Yvoir,3 water troughs in front of football field,2012/8/24
ITG:MOSQ:LARV:EV:N1L020Jul,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L020,2012/7/30,50.315843,5.00615,water trough,Yvoir,3 water troughs in front of football field,2012/7/27
ITG:MOSQ:LARV:EV:N1L022Aug,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L022,2012/9/12,50.301707,4.994397,tyre,Yvoir,"farm, tyres in grass and on silage",2012/8/24
ITG:MOSQ:LARV:EV:N1L022Jul,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L022,2012/7/30,50.301707,4.994397,tyre,Yvoir,"farm, tyres in grass and on silage",2012/7/27
ITG:MOSQ:LARV:EV:N1L022Oct,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L022,2012/10/31,50.301707,4.994397,tyre,Yvoir,"farm, tyres in grass and on silage",2012/10/19
ITG:MOSQ:LARV:EV:N1L022Sep,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L022,2012/10/2,50.301707,4.994397,tyre,Yvoir,"farm, tyres in grass and on silage",2012/9/20
ITG:MOSQ:LARV:EV:N1L023Aug,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L023,2012/9/12,50.270289,4.985958,water trough,Dinant,,2012/8/24
ITG:MOSQ:LARV:EV:N1L023Jul,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L023,2012/7/31,50.270289,4.985958,water trough,Dinant,,2012/7/27
ITG:MOSQ:LARV:EV:N1L023Oct,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L023,2012/10/31,50.270289,4.985958,water trough,Dinant,,2012/10/19
ITG:MOSQ:LARV:EV:N1L023Sep,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L023,2012/10/1,50.270289,4.985958,water trough,Dinant,,2012/9/28
ITG:MOSQ:LARV:EV:N1L024Aug,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L024,2012/9/13,50.311804,4.978475,water trough,Yvoir,open tank,2012/8/24
ITG:MOSQ:LARV:EV:N1L025Aug,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L025,2012/9/13,50.311804,4.978475,mud puddle,Yvoir,mud next to water trough,2012/8/24
ITG:MOSQ:LARV:EV:N1L027Aug,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L027,2012/9/12,50.3649676625777,4.9985009538961,plastic container,Assesse,next to N1L018,2012/8/31
ITG:MOSQ:LARV:EV:N1L027Oct,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L027,2012/10/31,50.3649676625777,4.9985009538961,plastic container,Assesse,next to N1L018,2012/10/26
ITG:MOSQ:LARV:EV:N1L027Sep,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L027,2012/10/1,50.3649676625777,4.9985009538961,plastic container,Assesse,next to N1L018,2012/9/28
ITG:MOSQ:LARV:EV:N1L028Aug,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L028,2012/9/7,50.34128,5.048784,water trough,Hamois,"Natoye, in front of football field",2012/8/31
ITG:MOSQ:LARV:EV:N1L028Sep,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L028,2012/10/1,50.34128,5.048784,water trough,Hamois,"Natoye, in front of football field",2012/9/28
ITG:MOSQ:LARV:EV:N1L029Oct,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L029,2012/10/31,50.363868,5.041324,water trough,Assesse,,2012/10/26
ITG:MOSQ:LARV:EV:N1L029Sep,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L029,2012/10/1,50.363868,5.041324,water trough,Assesse,,2012/9/28
ITG:MOSQ:LARV:EV:N1L030Oc1,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L030,2012/10/31,50.331272,5.03139,plant box,Ciney,"Vincon, at entry, stone plant box",2012/10/19
ITG:MOSQ:LARV:EV:N1L030Oc2,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,N1L030,2012/11/5,50.331272,5.03139,plant box,Ciney,"Vincon, at entry, stone plant box",2012/10/26
ITG:MOSQ:LARV:EV:TRL001Au1,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,TRL001,2012/8/2,50.472498,4.141277,tyre,La Louviere,outside,2012/8/2
ITG:MOSQ:LARV:EV:TRL001Au2,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,TRL001,2012/9/14,50.472498,4.141277,tyre,La Louviere,outside,2012/8/20
ITG:MOSQ:LARV:EV:TRL001Jul,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,TRL001,2012/7/31,50.472498,4.141277,tyre,La Louviere,outside,2012/7/26
ITG:MOSQ:LARV:EV:TRL001Oct,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,TRL001,2012/10/18,50.472498,4.141277,tyre,La Louviere,outside,2012/10/10
ITG:MOSQ:LARV:EV:TRL001Sep,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,TRL001,2012/8/12,50.472498,4.141277,tyre,La Louviere,outside,2012/9/10
ITG:MOSQ:LARV:EV:TRL002Au1,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,TRL002,2012/8/9,50.472498,4.141277,tyre,La Louviere,inside,2012/8/2
ITG:MOSQ:LARV:EV:TRL002Au2,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,TRL002,2012/9/14,50.472498,4.141277,tyre,La Louviere,inside,2012/8/20
ITG:MOSQ:LARV:EV:VPL001Aug,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,VPL001,2012/9/14,50.585328,5.259748,tyre,Villers Le Bouillet,,2012/8/16
ITG:MOSQ:LARV:EV:VPL001Jun,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,VPL001,2012/7/5,50.585328,5.259748,tyre,Villers Le Bouillet,,2012/6/29
ITG:MOSQ:LARV:EV:VPL001Oct,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,VPL001,2012/10/18,50.585328,5.259748,tyre,Villers Le Bouillet,,2012/10/11
ITG:MOSQ:LARV:EV:VPL001Sep,event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,VPL001,2012/9/14,50.585328,5.259748,tyre,Villers Le Bouillet,,2012/9/5
