occurrenceID,type,basisOfRecord,eventID,lifeStage,locationID,sex,scientificName,genus,specificEpithet,identificationRemarks,occurrenceRemarks,dateIdentified,individualCount,identifiedBy,decimalLatitude,decimalLongitude
ITG:MOSQ:LARV:EL001,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L018Jun,larvae,N1L018,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,also 2 pupae,2012/7/24,2,Isra Deblauwe,50.3649676625777,4.9985009538961
ITG:MOSQ:LARV:EL002,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L010Ju2,adult,N1L010,male,Aedes japonicus japonicus,Aedes,japonicus japonicus,,tyres on silage,2012/7/5,1,Isra Deblauwe,50.3316001165932,5.0328486104137
ITG:MOSQ:LARV:EL003,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L010Ju2,larvae,N1L010,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,tyres on silage,2012/7/5,6,Isra Deblauwe,50.3316001165932,5.0328486104137
ITG:MOSQ:LARV:EL004,event,preservedSpecimen,ITG:MOSQ:LARV:EV:VPL001Jun,larvae,VPL001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,,2012/7/5,4,Isra Deblauwe,50.585328,5.259748
ITG:MOSQ:LARV:EL005,event,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L001Jul,larvae,M2L001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,a lot of small larvae,2012/7/26,37,Isra Deblauwe,50.996036,5.620467
ITG:MOSQ:LARV:EL006,event,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L002Jul,larvae,M2L002,unknown,Aedes koreicus,Aedes,koreicus,,+ 1 pupa,2012/7/26,13,Isra Deblauwe,50.996695,5.621543
ITG:MOSQ:LARV:EL007,event,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L003Jul,larvae,M2L003,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,a lot of small larvae,2012/7/26,27,Isra Deblauwe,50.991993,5.624796
ITG:MOSQ:LARV:EL008,event,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L004Jul,larvae,M2L004,unknown,Aedes koreicus,Aedes,koreicus,,+ pupae,2012/7/26,20,Isra Deblauwe,50.989847,5.63037
ITG:MOSQ:LARV:EL009,event,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L004Jul,larvae,M2L004,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,,2012/7/26,7,Isra Deblauwe,50.989847,5.63037
ITG:MOSQ:LARV:EL010,event,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L009Jul,larvae,M2L009,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,"a lot of small larvae, + 5 pupae",2012/7/26,65,Isra Deblauwe,50.950262,5.56362
ITG:MOSQ:LARV:EL011,event,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L010Jul,larvae,M2L010,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,1 already dead,2012/7/26,2,Isra Deblauwe,50.959876,5.56041
ITG:MOSQ:LARV:EL012,event,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L011Jul,larvae,M2L011,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,a lot of small larvae,2012/7/26,38,Isra Deblauwe,50.959844,5.560445
ITG:MOSQ:LARV:EL013,event,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L013Jul,larvae,M2L013,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,also small larvae,2012/7/26,35,Isra Deblauwe,50.96364,5.554471
ITG:MOSQ:LARV:EL014,event,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L014Jul,larvae,M2L014,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,a lot of small larvae,2012/7/30,107,Isra Deblauwe,51.014708,5.588637
ITG:MOSQ:LARV:EL015,event,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L015Jul,larvae,M2L015,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,2 pupae,2012/7/31,47,Isra Deblauwe,51.016441,5.589064
ITG:MOSQ:LARV:EL016,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Jul,larvae,N1L001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,from both sides of building,2012/7/30,47,Isra Deblauwe,50.339200617,5.0457397
ITG:MOSQ:LARV:EL017,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Jul,larvae,N1L001,unknown,Aedes japonicus japonicus,Aedes,japonicus japonicus,,from both sides of building,2012/7/30,7,Isra Deblauwe,50.339200617,5.0457397
ITG:MOSQ:LARV:EL018,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Jul,larvae,N1L001,unknown,Culex hortensis hortensis,Culex,hortensis hortensis,,from both sides of building,2012/7/30,1,Isra Deblauwe,50.339200617,5.0457397
ITG:MOSQ:LARV:EL019,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L002Jul,larvae,N1L002,unknown,Aedes japonicus japonicus,Aedes,japonicus japonicus,,,2012/7/30,5,Isra Deblauwe,50.338784,5.044747
ITG:MOSQ:LARV:EL020,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L002Jul,larvae,N1L002,unknown,Anopheles plumbeus,Anopheles,plumbeus,,,2012/8/9,1,Isra Deblauwe,50.338784,5.044747
ITG:MOSQ:LARV:EL021,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L010Jul,larvae,N1L010,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,tyres on silage,2012/7/30,18,Isra Deblauwe,50.3316001165932,5.0328486104137
ITG:MOSQ:LARV:EL022,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L010Jul,larvae,N1L010,unknown,Aedes japonicus japonicus,Aedes,japonicus japonicus,,tyres next to stable,2012/7/30,2,Isra Deblauwe,50.3316001165932,5.0328486104137
ITG:MOSQ:LARV:EL023,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L009Jul,larvae,N1L009,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,"decomposed, a lot of small larvae",2012/7/30,47,Isra Deblauwe,50.331197,5.031301
ITG:MOSQ:LARV:EL024,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L020Jul,larvae,N1L020,unknown,Anopheles maculipennis/messae,Anopheles,maculipennis/messae,determination uncertain,,2012/7/30,2,Isra Deblauwe,50.315843,5.00615
ITG:MOSQ:LARV:EL025,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L022Jul,larvae,N1L022,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,2 pupae,2012/7/30,39,Isra Deblauwe,50.301707,4.994397
ITG:MOSQ:LARV:EL026,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L023Jul,larvae,N1L023,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,1 pupa,2012/7/31,28,Isra Deblauwe,50.270289,4.985958
ITG:MOSQ:LARV:EL027,event,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L007Jul,larvae,M2L007,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,,2012/7/31,20,Isra Deblauwe,50.972468,5.653667
ITG:MOSQ:LARV:EL028,event,preservedSpecimen,ITG:MOSQ:LARV:EV:TRL001Jul,larvae,TRL001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,3 pupae,2012/7/31,36,Isra Deblauwe,50.472498,4.141277
ITG:MOSQ:LARV:EL029,event,preservedSpecimen,ITG:MOSQ:LARV:EV:TRL001Jul,larvae,TRL001,unknown,Aedes geniculatus,Aedes,geniculatus,,,2012/7/31,1,Isra Deblauwe,50.472498,4.141277
ITG:MOSQ:LARV:EL030,event,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L016Jul,larvae,M2L016,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,,2012/8/2,33,Isra Deblauwe,51.015543,5.597542
ITG:MOSQ:LARV:EL031,event,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L006Jul,larvae,M2L006,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,,2012/8/2,39,Isra Deblauwe,50.995636,5.634575
ITG:MOSQ:LARV:EL032,event,preservedSpecimen,ITG:MOSQ:LARV:EV:DIL001Aug,larvae,DIL001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,,2012/8/2,58,Isra Deblauwe,51.039147,5.398155
ITG:MOSQ:LARV:EL033,event,preservedSpecimen,ITG:MOSQ:LARV:EV:TRL001Au1,larvae,TRL001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,,2012/8/2,49,Isra Deblauwe,50.472498,4.141277
ITG:MOSQ:LARV:EL034,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L020Jul,larvae,N1L020,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,,2012/7/31,2,Isra Deblauwe,50.315843,5.00615
ITG:MOSQ:LARV:EL035,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Au1,larvae,N1L004,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,also 9/8/12 ID,2012/8/8,138,Isra Deblauwe,50.3358627277969,5.0716363022496
ITG:MOSQ:LARV:EL036,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Au1,larvae,N1L004,unknown,Anopheles plumbeus,Anopheles,plumbeus,,,2012/8/10,2,Isra Deblauwe,50.3358627277969,5.0716363022496
ITG:MOSQ:LARV:EL037,event,preservedSpecimen,ITG:MOSQ:LARV:EV:ATL001Au1,larvae,ATL001,unknown,Aedes geniculatus,Aedes,geniculatus,,,2012/8/8,1,Isra Deblauwe,51.213511,4.193505
ITG:MOSQ:LARV:EL038,event,preservedSpecimen,ITG:MOSQ:LARV:EV:ATL001Au1,larvae,ATL001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,,2012/8/8,5,Isra Deblauwe,51.213511,4.193505
ITG:MOSQ:LARV:EL039,event,preservedSpecimen,ITG:MOSQ:LARV:EV:ATL001Au1,larvae,ATL001,unknown,Anopheles plumbeus,Anopheles,plumbeus,,1 broken,2012/8/8,4,Isra Deblauwe,51.213511,4.193505
ITG:MOSQ:LARV:EL040,event,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L007Jul,larvae,M2L007,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,,2012/8/8,11,Isra Deblauwe,50.972468,5.653667
ITG:MOSQ:LARV:EL041,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L019Jul,larvae,N1L019,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,on plastic sheet,2012/8/8,24,Isra Deblauwe,50.331517,5.032999
ITG:MOSQ:LARV:EL042,event,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L012Jul,larvae,M2L012,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,,2012/8/9,34,Isra Deblauwe,50.963654,5.554426
ITG:MOSQ:LARV:EL043,event,preservedSpecimen,ITG:MOSQ:LARV:EV:TRL001Au1,larvae,TRL001,unknown,Culiseta annulata,Culiseta,annulata,,,2012/8/9,8,Isra Deblauwe,50.472498,4.141277
ITG:MOSQ:LARV:EL044,event,preservedSpecimen,ITG:MOSQ:LARV:EV:TRL001Au1,larvae,TRL001,unknown,Anopheles plumbeus,Anopheles,plumbeus,,,2012/8/9,1,Isra Deblauwe,50.472498,4.141277
ITG:MOSQ:LARV:EL045,event,preservedSpecimen,ITG:MOSQ:LARV:EV:TRL002Au1,larvae,TRL002,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,,2012/8/9,26,Isra Deblauwe,50.472498,4.141277
ITG:MOSQ:LARV:EL046,event,preservedSpecimen,ITG:MOSQ:LARV:EV:TRL002Au1,larvae,TRL002,unknown,Culex hortensis hortensis,Culex,hortensis hortensis,,,2012/8/9,1,Isra Deblauwe,50.472498,4.141277
ITG:MOSQ:LARV:EL047,event,preservedSpecimen,ITG:MOSQ:LARV:EV:TRL002Au1,larvae,TRL002,unknown,Anopheles plumbeus,Anopheles,plumbeus,,,2012/8/9,33,Isra Deblauwe,50.472498,4.141277
ITG:MOSQ:LARV:EL048,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L010Ju2,larvae,N1L010,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,tyres next to stable,2012/8/9,7,Isra Deblauwe,50.3316001165932,5.0328486104137
ITG:MOSQ:LARV:EL049,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L011Ju2,larvae,N1L011,unknown,Anopheles maculipennis/messae,Anopheles,maculipennis/messae,determination uncertain,,2012/8/9,14,Isra Deblauwe,50.327532,5.035719
ITG:MOSQ:LARV:EL050,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Ju2,larvae,N1L001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,,2012/8/9,2,Isra Deblauwe,50.339200617,5.0457397
ITG:MOSQ:LARV:EL051,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L016Jun,adult,N1L016,female,Aedes geniculatus,Aedes,geniculatus,,,2012/8/9,1,Isra Deblauwe,50.3404118069542,5.0640483970491
ITG:MOSQ:LARV:EL052,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L016Jun,larvae,N1L016,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,,2012/8/9,27,Isra Deblauwe,50.3404118069542,5.0640483970491
ITG:MOSQ:LARV:EL053,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L016Jun,larvae,N1L016,unknown,Culiseta annulata,Culiseta,annulata,,,2012/8/9,3,Isra Deblauwe,50.3404118069542,5.0640483970491
ITG:MOSQ:LARV:EL054,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Ju1,larvae,N1L004,unknown,Aedes geniculatus,Aedes,geniculatus,,tyres at the back,2012/8/9,2,Isra Deblauwe,50.3358627277969,5.0716363022496
ITG:MOSQ:LARV:EL055,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Ju1,larvae,N1L004,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,"tyres at the back, 1 pupa/mosquito & 7 pupae",2012/8/10,64,Isra Deblauwe,50.3358627277969,5.0716363022496
ITG:MOSQ:LARV:EL056,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L015Jun,larvae,N1L015,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,,2012/8/10,19,Isra Deblauwe,50.346665,5.035574
ITG:MOSQ:LARV:EL057,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L014Jun,larvae,N1L014,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,+ 1 pupa,2012/8/10,18,Isra Deblauwe,50.32406,5.027415
ITG:MOSQ:LARV:EL058,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Ju2,adult,N1L001,female,Culex torrentium,Culex,torrentium,,,2012/8/9,1,Isra Deblauwe,50.339200617,5.0457397
ITG:MOSQ:LARV:EL059,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L009Ju2,adult,N1L009,female,Culex pipiens,Culex,pipiens,determination uncertain,"rain water barrel, broken",2012/8/10,1,Isra Deblauwe,50.331197,5.031301
ITG:MOSQ:LARV:EL060,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L009Ju2,adult,N1L009,female,Culex torrentium,Culex,torrentium,,rain water barrel,2012/8/10,1,Isra Deblauwe,50.331197,5.031301
ITG:MOSQ:LARV:EL061,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L009Ju2,adult,N1L009,male,Culex pipiens,Culex,pipiens,determination uncertain,"rain water barrel, broken",2012/8/10,1,Isra Deblauwe,50.331197,5.031301
ITG:MOSQ:LARV:EL062,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L018Jun,adult,N1L018,male,Culex torrentium,Culex,torrentium,,,2012/8/10,1,Isra Deblauwe,50.3649676625777,4.9985009538961
ITG:MOSQ:LARV:EL063,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L018Jun,adult,N1L018,male,Culex torrentium,Culex,torrentium,,,2012/8/10,1,Isra Deblauwe,50.3649676625777,4.9985009538961
ITG:MOSQ:LARV:EL064,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L020Jul,adult,N1L020,female,Culex pipiens,Culex,pipiens,,,2012/8/13,1,Isra Deblauwe,50.315843,5.00615
ITG:MOSQ:LARV:EL065,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L020Jul,adult,N1L020,female,Culex torrentium,Culex,torrentium,,,2012/8/13,1,Isra Deblauwe,50.315843,5.00615
ITG:MOSQ:LARV:EL066,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L020Jul,adult,N1L020,female,Culex pipiens,Culex,pipiens,,,2012/8/13,1,Isra Deblauwe,50.315843,5.00615
ITG:MOSQ:LARV:EL067,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L011May,adult,N1L011,female,Aedes japonicus japonicus,Aedes,japonicus japonicus,,broken,2012/8/13,1,Isra Deblauwe,50.327532,5.035719
ITG:MOSQ:LARV:EL068,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L019Aug,adult,N1L019,male,Culex pipiens,Culex,pipiens,,on plastic sheet,2012/9/5,1,Isra Deblauwe,50.331517,5.032999
ITG:MOSQ:LARV:EL069,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L028Aug,larvae,N1L028,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,1 pupa,2012/9/7,37,Isra Deblauwe,50.34128,5.048784
ITG:MOSQ:LARV:EL070,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L012Aug,larvae,N1L012,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,very small larvae,2012/9/7,13,Isra Deblauwe,50.328419,5.028772
ITG:MOSQ:LARV:EL071,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L012Aug,larvae,N1L012,unknown,Aedes geniculatus,Aedes,geniculatus,determination uncertain,very small larvae,2012/9/7,6,Isra Deblauwe,50.328419,5.028772
ITG:MOSQ:LARV:EL072,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Aug,larvae,N1L001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,"left, tyre 23",2012/9/11,41,Isra Deblauwe,50.339200617,5.0457397
ITG:MOSQ:LARV:EL073,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Aug,larvae,N1L001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,"left, 2 tyres",2012/9/11,5,Isra Deblauwe,50.339200617,5.0457397
ITG:MOSQ:LARV:EL074,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Aug,larvae,N1L001,unknown,Aedes japonicus japonicus,Aedes,japonicus japonicus,,"left, 2 tyres",2012/9/11,1,Isra Deblauwe,50.339200617,5.0457397
ITG:MOSQ:LARV:EL075,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Aug,larvae,N1L001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,"left, tyre 26, very small larvae",2012/9/11,25,Isra Deblauwe,50.339200617,5.0457397
ITG:MOSQ:LARV:EL076,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Aug,larvae,N1L001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,"right, back",2012/9/11,36,Isra Deblauwe,50.339200617,5.0457397
ITG:MOSQ:LARV:EL077,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Aug,larvae,N1L001,unknown,Aedes japonicus japonicus,Aedes,japonicus japonicus,,"right, back",2012/9/11,2,Isra Deblauwe,50.339200617,5.0457397
ITG:MOSQ:LARV:EL078,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Au2,larvae,N1L004,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,in front,2012/9/12,18,Isra Deblauwe,50.3358627277969,5.0716363022496
ITG:MOSQ:LARV:EL079,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Au2,larvae,N1L004,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,in middle at the back,2012/9/12,17,Isra Deblauwe,50.3358627277969,5.0716363022496
ITG:MOSQ:LARV:EL080,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Au2,larvae,N1L004,unknown,Anopheles plumbeus,Anopheles,plumbeus,,in middle at the back,2012/9/12,2,Isra Deblauwe,50.3358627277969,5.0716363022496
ITG:MOSQ:LARV:EL081,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Au2,larvae,N1L004,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,"end at the back, small larvae",2012/9/12,25,Isra Deblauwe,50.3358627277969,5.0716363022496
ITG:MOSQ:LARV:EL082,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Au2,larvae,N1L004,unknown,Anopheles plumbeus,Anopheles,plumbeus,,"end at the back, small larvae",2012/9/12,1,Isra Deblauwe,50.3358627277969,5.0716363022496
ITG:MOSQ:LARV:EL083,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Au2,larvae,N1L004,unknown,Aedes japonicus japonicus,Aedes,japonicus japonicus,,"end at the back, small larvae",2012/9/12,1,Isra Deblauwe,50.3358627277969,5.0716363022496
ITG:MOSQ:LARV:EL084,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Au2,larvae,N1L004,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,"end at the back, small larvae",2012/9/12,10,Isra Deblauwe,50.3358627277969,5.0716363022496
ITG:MOSQ:LARV:EL085,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Au2,larvae,N1L004,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,end at the back,2012/9/12,76,Isra Deblauwe,50.3358627277969,5.0716363022496
ITG:MOSQ:LARV:EL086,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Au2,larvae,N1L004,unknown,Anopheles plumbeus,Anopheles,plumbeus,,end at the back,2012/9/12,2,Isra Deblauwe,50.3358627277969,5.0716363022496
ITG:MOSQ:LARV:EL087,event,preservedSpecimen,ITG:MOSQ:LARV:EV:TRL001Sep,larvae,TRL001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,,2012/8/12,39,Isra Deblauwe,50.472498,4.141277
ITG:MOSQ:LARV:EL088,event,preservedSpecimen,ITG:MOSQ:LARV:EV:TRL001Sep,larvae,TRL001,unknown,Anopheles plumbeus,Anopheles,plumbeus,,1 pupa,2012/8/12,32,Isra Deblauwe,50.472498,4.141277
ITG:MOSQ:LARV:EL089,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L009Aug,larvae,N1L009,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,bucket,2012/9/12,34,Isra Deblauwe,50.331197,5.031301
ITG:MOSQ:LARV:EL090,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L009Aug,larvae,N1L009,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,"rain water barrel, very small larvae",2012/9/12,19,Isra Deblauwe,50.331197,5.031301
ITG:MOSQ:LARV:EL091,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L010Aug,larvae,N1L010,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,"tyres on silage, a lot of small larvae",2012/9/12,85,Isra Deblauwe,50.3316001165932,5.0328486104137
ITG:MOSQ:LARV:EL092,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L019Aug,larvae,N1L019,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,plastic sheet,2012/9/12,14,Isra Deblauwe,50.331517,5.032999
ITG:MOSQ:LARV:EL093,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L018Aug,larvae,N1L018,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,tyres,2012/9/12,101,Isra Deblauwe,50.3649676625777,4.9985009538961
ITG:MOSQ:LARV:EL094,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L018Aug,larvae,N1L018,unknown,Culiseta annulata,Culiseta,annulata,,tyres,2012/9/12,9,Isra Deblauwe,50.3649676625777,4.9985009538961
ITG:MOSQ:LARV:EL095,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L027Aug,larvae,N1L027,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,2 blue plastic containers,2012/9/12,39,Isra Deblauwe,50.3649676625777,4.9985009538961
ITG:MOSQ:LARV:EL096,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L027Aug,larvae,N1L027,unknown,Culiseta annulata,Culiseta,annulata,,2 blue plastic containers,2012/9/12,3,Isra Deblauwe,50.3649676625777,4.9985009538961
ITG:MOSQ:LARV:EL097,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L020Aug,larvae,N1L020,unknown,Culex hortensis hortensis,Culex,hortensis hortensis,,+ 3 small larvae?,2012/9/12,6,Isra Deblauwe,50.315843,5.00615
ITG:MOSQ:LARV:EL098,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L022Aug,larvae,N1L022,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,in front,2012/9/12,17,Isra Deblauwe,50.301707,4.994397
ITG:MOSQ:LARV:EL099,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L022Aug,larvae,N1L022,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,on courtyard,2012/9/12,43,Isra Deblauwe,50.301707,4.994397
ITG:MOSQ:LARV:EL100,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L023Aug,larvae,N1L023,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,a lot of small larvae,2012/9/12,31,Isra Deblauwe,50.270289,4.985958
ITG:MOSQ:LARV:EL101,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L023Aug,larvae,N1L023,unknown,Culex hortensis hortensis,Culex,hortensis hortensis,,,2012/9/12,8,Isra Deblauwe,50.270289,4.985958
ITG:MOSQ:LARV:EL102,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L025Aug,larvae,N1L025,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,+ 6 pupae,2012/9/13,53,Isra Deblauwe,50.311804,4.978475
ITG:MOSQ:LARV:EL103,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L024Aug,larvae,N1L024,unknown,Anopheles maculipennis/messae,Anopheles,maculipennis/messae,determination uncertain,,2012/9/13,1,Isra Deblauwe,50.311804,4.978475
ITG:MOSQ:LARV:EL104,event,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L002Aug,larvae,M2L002,unknown,Aedes koreicus,Aedes,koreicus,,,2012/9/13,6,Isra Deblauwe,50.996695,5.621543
