occurrenceID,type,basisOfRecord,eventID,lifeStage,locationID,sex,scientificName,genus,specificEpithet,identificationRemarks,occurrenceRemarks,dateIdentified,individualCount,identifiedBy,decimalLatitude,decimalLongitude
ITG:MOSQ:LARV:EL280,event,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L022Oc2,adult,M2L022,male,Aedes koreicus,Aedes,koreicus,,,2012/11/5,1,Isra Deblauwe,50.997734,5.622481
ITG:MOSQ:LARV:EL281,event,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L023Oct,adult,M2L023,female,Culex torrentium,Culex,torrentium,,,2012/11/5,1,Isra Deblauwe,50.994774,5.672062
ITG:MOSQ:LARV:EL282,event,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L023Oct,adult,M2L023,female,Culex torrentium,Culex,torrentium,,,2012/11/5,1,Isra Deblauwe,50.994774,5.672062
ITG:MOSQ:LARV:EL283,event,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L038Oct,adult,M2L038,female,Culex pipiens,Culex,pipiens,,,2012/11/5,1,Isra Deblauwe,50.997802,5.605077
ITG:MOSQ:LARV:EL284,event,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L038Oct,adult,M2L038,female,Culex pipiens,Culex,pipiens,,,2012/11/5,1,Isra Deblauwe,50.997802,5.605077
ITG:MOSQ:LARV:EL285,event,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L038Oct,adult,M2L038,male,Culex torrentium,Culex,torrentium,,,2012/11/5,1,Isra Deblauwe,50.997802,5.605077
ITG:MOSQ:LARV:EL286,event,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L038Oct,adult,M2L038,female,Culex pipiens,Culex,pipiens,,,2012/11/5,1,Isra Deblauwe,50.997802,5.605077
ITG:MOSQ:LARV:EL287,event,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L038Oct,adult,M2L038,female,Culex pipiens,Culex,pipiens,,,2012/11/5,1,Isra Deblauwe,50.997802,5.605077
ITG:MOSQ:LARV:EL288,event,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L023Oct,adult,M2L023,male,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,1 prealar scale,2012/11/6,1,Isra Deblauwe,50.994774,5.672062
ITG:MOSQ:LARV:EL289,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L030Oc2,adult,N1L030,female,Aedes japonicus japonicus,Aedes,japonicus japonicus,,in collection,2012/11/6,1,Isra Deblauwe,50.331272,5.03139
ITG:MOSQ:LARV:EL290,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Ap1,larvae,N1L001,unknown,Aedes japonicus japonicus,Aedes,japonicus japonicus,,,2012/4/17,122,Isra Deblauwe,50.339200617,5.0457397
ITG:MOSQ:LARV:EL291,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Ap1,larvae,N1L001,unknown,Aedes geniculatus,Aedes,geniculatus,,,2012/4/17,319,Isra Deblauwe,50.339200617,5.0457397
ITG:MOSQ:LARV:EL292,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Ap1,larvae,N1L004,unknown,Aedes geniculatus,Aedes,geniculatus,,,2012/4/17,100,Isra Deblauwe,50.3358627277969,5.0716363022496
ITG:MOSQ:LARV:EL293,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L011Ap1,larvae,N1L011,unknown,Aedes japonicus japonicus,Aedes,japonicus japonicus,,,2012/4/18,49,Isra Deblauwe,50.327532,5.035719
ITG:MOSQ:LARV:EL294,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L012Ap1,larvae,N1L012,unknown,Aedes japonicus japonicus,Aedes,japonicus japonicus,,,2012/4/18,1,Isra Deblauwe,50.328419,5.028772
ITG:MOSQ:LARV:EL295,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L010Apr,larvae,N1L010,unknown,Culiseta annulata,Culiseta,annulata,,,2012/4/18,24,Isra Deblauwe,50.3316001165932,5.0328486104137
ITG:MOSQ:LARV:EL296,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L010Apr,larvae,N1L010,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,,2012/4/18,1,Isra Deblauwe,50.3316001165932,5.0328486104137
ITG:MOSQ:LARV:EL297,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Ap1,larvae,N1L004,unknown,Culiseta annulata,Culiseta,annulata,,small larvae (unid sp.1),2012/4/17,19,Isra Deblauwe,50.3358627277969,5.0716363022496
ITG:MOSQ:LARV:EL298,event,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Ap2,larvae,N1L004,unknown,Aedes geniculatus,Aedes,geniculatus,,,2012/4/30,9,Isra Deblauwe,50.3358627277969,5.0716363022496
