Subcollectie,originalNameUsage,genus,scientificName,specificEpithet,type,language,license,rightsHolder,accessRights,institutionCode,datasetName,ownerInstitutionCode,basisOfREcord,countryCode,geodeticDatum,kingdom,nomenclaturalCode,eventDate,locality,localityLatitude,LocalityLongitude,municipality,PLacetoGeoref,forGeoReference,Utm5km,recordedBy,identifiedBy,sex,lifestage,preparations,Veld12,catalogNumber,occurrenceID,Column,Provincie,X,Y,TAG,POINT_X,POINT_Y,decimalLongitude,decimalLatitude,datasetName2,georeferenceRemarks
Supplementen,"Ochlerotatus communis (De Geer, 1776)",Ochlerotatus,Ochlerotatus communis,communis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,3/5/1954, Baraque de Fraiture,,,Vielsalm,Baraque de Fraiture Vielsalm,"Vielsalm,  Baraque de Fraiture",GR07D,,Wouter Dekoninck,Female,Adult,Whole mount,3C-12-Culi-6,1233,RBINS:modirisk:collection::1233,,Luxemburg,259999.4653000012,107487.26410000025,GR07D,259999.4653,107487.2641,5.911785334785364,50.26813163698805,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus communis (De Geer, 1776)",Ochlerotatus,Ochlerotatus communis,communis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,31/5/1918, ,,,Hoogstraten,Hoogstraten,"Hoogstraten,  ",FS29A,Guilliaume Severin,Wouter Dekoninck,Female,Adult,Whole mount,3C-12-Culi-6,1234,RBINS:modirisk:collection::1234,,Antwerp,177331.8854999989,234047.8638000004,FS29A,177331.8855,234047.8638,4.761610766531714,51.41546375551042,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus communis (De Geer, 1776)",Ochlerotatus,Ochlerotatus communis,communis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,6/5/1938," Yernée-Fraineux, Fraineux (Hautes-Fagnes)",,,Nandrin,"Yernée-Fraineux, Fraineux (Hautes-Fagnes) Nandrin","Nandrin,  Yernée-Fraineux, Fraineux (Hautes-Fagnes)",FR79A,A. Collart,Wouter Dekoninck,Female,Adult,Whole mount,3C-12-Culi-6,1235,RBINS:modirisk:collection::1235,,Luik,225468.20840000358,133123.50299999866,FR79A,225468.2084,133123.503,5.432627365251336,50.50402879527088,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus communis (De Geer, 1776)",Ochlerotatus,Ochlerotatus communis,communis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,9/1942, ,,,Ukkel,Ukkel,"Ukkel,  ",ES92B,Désiré C. Rifflard,Wouter Dekoninck,Female,Adult,Whole mount,3C-12-Culi-6,1236,RBINS:modirisk:collection::1236,,Brussels,151026.7729000002,164507.80200000107,ES92B,151026.7729,164507.802,4.383313667769996,50.79103769697872,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,1/7/1942,Forêt de Soignes (sentier Les trois Fontaines),,, ,Forêt de Soignes (sentier Les trois Fontaines)," , Forêt de Soignes (sentier Les trois Fontaines)",ES91A,R. Tollet,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1237,RBINS:modirisk:collection::1237,,,145841.49719999733,154599.59160000086,ES91A,145841.4972,154599.5916,4.30988339942558,50.70195190564638,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,1/9/1950, Mirwart,,,Saint-Hubert,Mirwart Saint-Hubert,"Saint-Hubert,  Mirwart",FR64A,R. Tollet,Wouter Dekoninck,Male,Adult,Whole mount,3C-11-Culi-6,1238,RBINS:modirisk:collection::1238,,Luxemburg,214553.2399000004,83314.9362999983,FR64A,214553.2399,83314.9363,5.270244038394413,50.05756528298668,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/7/1971, ,,,Watermaal,Watermaal,"Watermaal,  ",ES92B,,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1239,RBINS:modirisk:collection::1239,,Brussels,151026.7729000002,164507.80200000107,ES92B,151026.7729,164507.802,4.383313667769996,50.79103769697872,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/8/1918,Forêt de Soignes,,, ,Forêt de Soignes," , Forêt de Soignes",ES92D,André Léon Tonnoir,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1240,RBINS:modirisk:collection::1240,,,150934.26680000126,159507.48479999974,ES92D,150934.2668,159507.4848,4.381988397077254,50.74608651803466,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/9/1941, Bergenkruis,,,Destelbergen,Bergenkruis Destelbergen,"Destelbergen,  Bergenkruis",ES55B,,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1241,RBINS:modirisk:collection::1241,,East Flanders,111577.44240000099,195252.21279999983,ES55B,111577.4424,195252.2128,3.8206169257590403,51.06613746522118,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/9/1948," Hautes-Fagnes, Duzos-Moûpa",,,Malmedy,"Hautes-Fagnes, Duzos-Moûpa Malmedy","Malmedy,  Hautes-Fagnes, Duzos-Moûpa",KA89D,R. Tollet,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1242,RBINS:modirisk:collection::1242,,Luik,267394.0348000005,127475.44640000165,KA89D,267394.0348,127475.4464,6.021724661417737,50.446360554788484,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,11/6/1943,Forêt de Soignes (Grasdelle),,, ,Forêt de Soignes (Grasdelle)," , Forêt de Soignes (Grasdelle)",ES92B,R. Tollet,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1243,RBINS:modirisk:collection::1243,,,151026.7729000002,164507.80200000107,ES92B,151026.7729,164507.802,4.383313667769996,50.79103769697872,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,11/8/1959, Torgny,,,Rouvroy,Torgny Rouvroy,"Rouvroy,  Torgny",FQ88A,L. Marnef,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1244,RBINS:modirisk:collection::1244,,Luxemburg,233465.34300000218,22959.49650000036,FQ88A,233465.343,22959.4965,5.521229315316793,49.512632060712804,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12/9/1941,Forêt de Soignes (Rouge-Cloître),,, ,Forêt de Soignes (Rouge-Cloître)," , Forêt de Soignes (Rouge-Cloître)",FS03C,Jean Kekenbosch,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1245,RBINS:modirisk:collection::1245,,,156119.6543999985,169415.53079999983,FS03C,156119.6544,169415.5308,4.455625713577015,50.83512448461186,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,13/7/1943," Mirwart, Bords du Parfondry",,,Saint-Hubert,"Mirwart, Bords du Parfondry Saint-Hubert","Saint-Hubert,  Mirwart, Bords du Parfondry",FR64A,"P. Vanschuytbroeck, R. Tollet",Wouter Dekoninck,Male,Adult,Whole mount,3C-11-Culi-6,1246,RBINS:modirisk:collection::1246,,Luxemburg,214553.2399000004,83314.9362999983,FR64A,214553.2399,83314.9363,5.270244038394413,50.05756528298668,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,13/9/1941, Bergenkruis,,,Destelbergen,Bergenkruis Destelbergen,"Destelbergen,  Bergenkruis",ES55B,,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1247,RBINS:modirisk:collection::1247,,East Flanders,111577.44240000099,195252.21279999983,ES55B,111577.4424,195252.2128,3.8206169257590403,51.06613746522118,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,13/9/1941, Bergenkruis,,,Destelbergen,Bergenkruis Destelbergen,"Destelbergen,  Bergenkruis",ES55B,,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1248,RBINS:modirisk:collection::1248,,East Flanders,111577.44240000099,195252.21279999983,ES55B,111577.4424,195252.2128,3.8206169257590403,51.06613746522118,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,14/8/1942,Forêt de Soignes (de Vuylbeek),,, ,Forêt de Soignes (de Vuylbeek)," , Forêt de Soignes (de Vuylbeek)",ES92B,R. Tollet,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1249,RBINS:modirisk:collection::1249,,,151026.7729000002,164507.80200000107,ES92B,151026.7729,164507.802,4.383313667769996,50.79103769697872,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,15/3/1919, ,,,Turnhout,Turnhout,"Turnhout,  ",FS38B,A. Boone,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1250,RBINS:modirisk:collection::1250,,Antwerp,192145.53869999945,223766.00400000066,FS38B,192145.5387,223766.004,4.97331976325267,51.32215861156251,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,15/4/1943, Rijmenam,,,Bonheiden,Rijmenam Bonheiden,"Bonheiden,  Rijmenam",FS15C,A. Collart,Wouter Dekoninck,Male,Adult,Whole mount,3C-11-Culi-6,1251,RBINS:modirisk:collection::1251,,Antwerp,166491.29819999635,189231.0571000017,FS15C,166491.2982,189231.0571,4.6037521532088395,51.01304905360272,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,15/4/1943, Rijmenam,,,Bonheiden,Rijmenam Bonheiden,"Bonheiden,  Rijmenam",FS15C,A. Collart,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1252,RBINS:modirisk:collection::1252,,Antwerp,166491.29819999635,189231.0571000017,FS15C,166491.2982,189231.0571,4.6037521532088395,51.01304905360272,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,15/7/1941,Forêt de Soignes,,, ,Forêt de Soignes," , Forêt de Soignes",ES92D,A. Collart,Wouter Dekoninck,Male,Adult,Whole mount,3C-11-Culi-6,1253,RBINS:modirisk:collection::1253,,,150934.26680000126,159507.48479999974,ES92D,150934.2668,159507.4848,4.381988397077254,50.74608651803466,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,15/7/1941,Forêt de Soignes,,, ,Forêt de Soignes," , Forêt de Soignes",ES92D,A. Collart,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1254,RBINS:modirisk:collection::1254,,,150934.26680000126,159507.48479999974,ES92D,150934.2668,159507.4848,4.381988397077254,50.74608651803466,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,15/9/1941, Bergenkruis,,,Destelbergen,Bergenkruis Destelbergen,"Destelbergen,  Bergenkruis",ES55B,,Wouter Dekoninck,Male,Adult,Whole mount,3C-11-Culi-6,1255,RBINS:modirisk:collection::1255,,East Flanders,111577.44240000099,195252.21279999983,ES55B,111577.4424,195252.2128,3.8206169257590403,51.06613746522118,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,15/9/1941, Bergenkruis,,,Destelbergen,Bergenkruis Destelbergen,"Destelbergen,  Bergenkruis",ES55B,,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1256,RBINS:modirisk:collection::1256,,East Flanders,111577.44240000099,195252.21279999983,ES55B,111577.4424,195252.2128,3.8206169257590403,51.06613746522118,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,16/6/1968, ,,,Watermaal,Watermaal,"Watermaal,  ",ES92B,E. Janmoulle,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1257,RBINS:modirisk:collection::1257,,Brussels,151026.7729000002,164507.80200000107,ES92B,151026.7729,164507.802,4.383313667769996,50.79103769697872,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,16/6/1973, ,,,Watermaal,Watermaal,"Watermaal,  ",ES92B,E. Janmoulle,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1258,RBINS:modirisk:collection::1258,,Brussels,151026.7729000002,164507.80200000107,ES92B,151026.7729,164507.802,4.383313667769996,50.79103769697872,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,16/9/1942,Forêt de Soignes (Grasdelle),,, ,Forêt de Soignes (Grasdelle)," , Forêt de Soignes (Grasdelle)",ES92B,R. Tollet,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1259,RBINS:modirisk:collection::1259,,,151026.7729000002,164507.80200000107,ES92B,151026.7729,164507.802,4.383313667769996,50.79103769697872,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,2/6/1942,Forêt de Soignes (Rouge-Cloître),,, ,Forêt de Soignes (Rouge-Cloître)," , Forêt de Soignes (Rouge-Cloître)",FS03C,A. Collart,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1260,RBINS:modirisk:collection::1260,,,156119.6543999985,169415.53079999983,FS03C,156119.6544,169415.5308,4.455625713577015,50.83512448461186,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,2/7/1941,Forêt de Soignes (Rouge-Cloître),,, ,Forêt de Soignes (Rouge-Cloître)," , Forêt de Soignes (Rouge-Cloître)",FS03C,A. Collart,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1261,RBINS:modirisk:collection::1261,,,156119.6543999985,169415.53079999983,FS03C,156119.6544,169415.5308,4.455625713577015,50.83512448461186,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,2/9/1942,Forêt de Soignes (Rouge-Cloître),,, ,Forêt de Soignes (Rouge-Cloître)," , Forêt de Soignes (Rouge-Cloître)",FS03C,A. Collart,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1262,RBINS:modirisk:collection::1262,,,156119.6543999985,169415.53079999983,FS03C,156119.6544,169415.5308,4.455625713577015,50.83512448461186,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,2007, Het Leen,,,Eeklo,Het Leen Eeklo,"Eeklo,  Het Leen",ES37D,,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1263,RBINS:modirisk:collection::1263,,East Flanders,91851.09650000186,210625.50869999823,ES37D,91851.0965,210625.5087,3.5367638348834762,51.20267118488701,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,21/6/1936, ,,,Watermaal,Watermaal,"Watermaal,  ",ES92B,E. Janmoulle,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1264,RBINS:modirisk:collection::1264,,Brussels,151026.7729000002,164507.80200000107,ES92B,151026.7729,164507.802,4.383313667769996,50.79103769697872,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,21/8/1942,Forêt de Soignes (Chemin des Chevreuils),,, ,Forêt de Soignes (Chemin des Chevreuils)," , Forêt de Soignes (Chemin des Chevreuils)",ES92B,R. Tollet,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1265,RBINS:modirisk:collection::1265,,,151026.7729000002,164507.80200000107,ES92B,151026.7729,164507.802,4.383313667769996,50.79103769697872,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,23/7/1941,Forêt de Soignes (Rouge-Cloître),,, ,Forêt de Soignes (Rouge-Cloître)," , Forêt de Soignes (Rouge-Cloître)",FS03C,A. Collart,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1266,RBINS:modirisk:collection::1266,,,156119.6543999985,169415.53079999983,FS03C,156119.6544,169415.5308,4.455625713577015,50.83512448461186,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,23/7/1941,Forêt de Soignes (Rouge-Cloître),,, ,Forêt de Soignes (Rouge-Cloître)," , Forêt de Soignes (Rouge-Cloître)",FS03C,A. Collart,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1267,RBINS:modirisk:collection::1267,,,156119.6543999985,169415.53079999983,FS03C,156119.6544,169415.5308,4.455625713577015,50.83512448461186,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,23/8/1961, ,,,Watermaal,Watermaal,"Watermaal,  ",ES92B,E. Janmoulle,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1268,RBINS:modirisk:collection::1268,,Brussels,151026.7729000002,164507.80200000107,ES92B,151026.7729,164507.802,4.383313667769996,50.79103769697872,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,23/9/1941,Forêt de Soignes (Rouge-Cloître),,, ,Forêt de Soignes (Rouge-Cloître)," , Forêt de Soignes (Rouge-Cloître)",FS03C,A. Collart,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1269,RBINS:modirisk:collection::1269,,,156119.6543999985,169415.53079999983,FS03C,156119.6544,169415.5308,4.455625713577015,50.83512448461186,Modirisk_collection_data,georeference_attempt
Supplementen,"Ochlerotatus geniculatus (Olivier, 1791)",Ochlerotatus,Ochlerotatus geniculatus,geniculatus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,24/6/1941,Forêt de Soignes (Rouge-Cloître),,, ,Forêt de Soignes (Rouge-Cloître)," , Forêt de Soignes (Rouge-Cloître)",FS03C,A. Collart,Wouter Dekoninck,Female,Adult,Whole mount,3C-11-Culi-6,1270,RBINS:modirisk:collection::1270,,,156119.6543999985,169415.53079999983,FS03C,156119.6544,169415.5308,4.455625713577015,50.83512448461186,Modirisk_collection_data,georeference_attempt
