Subcollectie,originalNameUsage,genus,scientificName,specificEpithet,type,language,license,rightsHolder,accessRights,institutionCode,datasetName,ownerInstitutionCode,basisOfREcord,countryCode,geodeticDatum,kingdom,nomenclaturalCode,eventDate,locality,localityLatitude,LocalityLongitude,municipality,PLacetoGeoref,forGeoReference,Utm5km,recordedBy,identifiedBy,sex,lifestage,preparations,Veld12,catalogNumber,occurrenceID,Column,Provincie,X,Y,TAG,POINT_X,POINT_Y,decimalLongitude,decimalLatitude,datasetName2,georeferenceRemarks
Coll. M. Goetghebuer,"Anopheles claviger (Meigen, 1804)",Anopheles,Anopheles claviger,claviger,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,3/4/1921, Vinderhoute,,,Lovendegem,Vinderhoute Lovendegem,"Lovendegem,  Vinderhoute",ES45B,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-2-Culi-6,415,RBINS:modirisk:collection::415,,East Flanders,101575.6050999984,195437.3354000002,ES45B,101575.6051,195437.3354,3.6779129208714627,51.06705221325617,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles claviger (Meigen, 1804)",Anopheles,Anopheles claviger,claviger,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,5/6/1920, Hockai,,,Stavelot,Hockai Stavelot,"Stavelot,  Hockai",GR08B,,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-2-Culi-6,416,RBINS:modirisk:collection::416,,Luik,260274.5750999972,122481.98330000044,GR08B,260274.5751,122481.9833,5.920039195430386,50.40285972003676,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles claviger (Meigen, 1804)",Anopheles,Anopheles claviger,claviger,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,5/9/1909, ,,,Blankenberge,Blankenberge,"Blankenberge,  ",ES08D,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Male,Adult,Whole mount,3C-2-Culi-6,417,RBINS:modirisk:collection::417,,West Flanders,62028.43850000202,221182.30660000074,ES08D,62028.4385,221182.3066,3.107565659854871,51.29377406094247,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles claviger (Meigen, 1804)",Anopheles,Anopheles claviger,claviger,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,8/7/1913, ,,,Virton,Virton,"Virton,  ",FQ89A,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-2-Culi-6,418,RBINS:modirisk:collection::418,,Luxemburg,233645.0284999981,32958.542199999094,FQ89A,233645.0285,32958.5422,5.525862698756433,49.60249215032507,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles claviger (Meigen, 1804)",Anopheles,Anopheles claviger,claviger,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,8/9/1920, ,,,Melle,Melle,"Melle,  ",ES55D,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-2-Culi-6,419,RBINS:modirisk:collection::419,,East Flanders,111484.86039999872,190251.34659999984,ES55D,111484.8604,190251.3466,3.819822943242225,51.02117992362911,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles maculipennis s.s. Meigen, 1818",Anopheles,Anopheles maculipennis,maculipennis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,1/9/1910, ,,,Gent,Gent,"Gent,  ",ES55A,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Male,Adult,Whole mount,3C-2-Culi-6,420,RBINS:modirisk:collection::420,,East Flanders,106576.54039999844,195344.79320000112,ES55A,106576.5404,195344.7932,3.7492658563690693,51.06661661343593,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles maculipennis s.s. Meigen, 1818",Anopheles,Anopheles maculipennis,maculipennis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/4/1920, ,,,Zaventem,Zaventem,"Zaventem,  ",FS03A,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-2-Culi-6,421,RBINS:modirisk:collection::421,,Flemish Brabant,156212.3051000014,174415.82609999925,FS03A,156212.3051,174415.8261,4.457026014432134,50.88007353912031,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles maculipennis s.s. Meigen, 1818",Anopheles,Anopheles maculipennis,maculipennis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/9/1917, Heusden,,,Destelbergen,Heusden Destelbergen,"Destelbergen,  Heusden",ES55D,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-2-Culi-6,422,RBINS:modirisk:collection::422,,East Flanders,111484.86039999872,190251.34659999984,ES55D,111484.8604,190251.3466,3.819822943242225,51.02117992362911,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles maculipennis s.s. Meigen, 1818",Anopheles,Anopheles maculipennis,maculipennis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,10/9/1917, Heusden,,,Destelbergen,Heusden Destelbergen,"Destelbergen,  Heusden",ES55D,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Male,Adult,Whole mount,3C-2-Culi-6,423,RBINS:modirisk:collection::423,,East Flanders,111484.86039999872,190251.34659999984,ES55D,111484.8604,190251.3466,3.819822943242225,51.02117992362911,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles maculipennis s.s. Meigen, 1818",Anopheles,Anopheles maculipennis,maculipennis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12/6/1909, Sint-Amandsberg,,,Gent,Sint-Amandsberg Gent,"Gent,  Sint-Amandsberg",ES55A,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-2-Culi-6,424,RBINS:modirisk:collection::424,,East Flanders,106576.54039999844,195344.79320000112,ES55A,106576.5404,195344.7932,3.7492658563690693,51.06661661343593,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles maculipennis s.s. Meigen, 1818",Anopheles,Anopheles maculipennis,maculipennis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12/6/1922, ,,,Destelbergen,Destelbergen,"Destelbergen,  ",ES55B,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Male,Adult,Whole mount,3C-2-Culi-6,425,RBINS:modirisk:collection::425,,East Flanders,111577.44240000099,195252.21279999983,ES55B,111577.4424,195252.2128,3.8206169257590403,51.06613746522118,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles maculipennis s.s. Meigen, 1818",Anopheles,Anopheles maculipennis,maculipennis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,14/9/1915, ,,,Destelbergen,Destelbergen,"Destelbergen,  ",ES55B,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Male,Adult,Whole mount,3C-2-Culi-6,426,RBINS:modirisk:collection::426,,East Flanders,111577.44240000099,195252.21279999983,ES55B,111577.4424,195252.2128,3.8206169257590403,51.06613746522118,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles maculipennis s.s. Meigen, 1818",Anopheles,Anopheles maculipennis,maculipennis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,14/9/1924, Knokke,,,Knokke-Heist,Knokke-Heist,"Knokke-Heist,  Knokke",ES18B,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-2-Culi-6,427,RBINS:modirisk:collection::427,,West Flanders,72123.43349999934,225999.05160000172,ES18B,72123.4335,225999.0516,3.251229494419811,51.33851408667626,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles maculipennis s.s. Meigen, 1818",Anopheles,Anopheles maculipennis,maculipennis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,18/5/1916, Heusden,,,Destelbergen,Heusden Destelbergen,"Destelbergen,  Heusden",ES55D,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-2-Culi-6,428,RBINS:modirisk:collection::428,,East Flanders,111484.86039999872,190251.34659999984,ES55D,111484.8604,190251.3466,3.819822943242225,51.02117992362911,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles maculipennis s.s. Meigen, 1818",Anopheles,Anopheles maculipennis,maculipennis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,2/9/1913, Overmere,,,Berlare,Overmere Berlare,"Berlare,  Overmere",ES65B,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-2-Culi-6,429,RBINS:modirisk:collection::429,,East Flanders,121579.13400000335,195066.93789999926,ES65B,121579.134,195066.9379,3.963312754704786,51.06504853625825,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles maculipennis s.s. Meigen, 1818",Anopheles,Anopheles maculipennis,maculipennis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,2/9/1913, Overmere,,,Berlare,Overmere Berlare,"Berlare,  Overmere",ES65B,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-2-Culi-6,430,RBINS:modirisk:collection::430,,East Flanders,121579.13400000335,195066.93789999926,ES65B,121579.134,195066.9379,3.963312754704786,51.06504853625825,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles maculipennis s.s. Meigen, 1818",Anopheles,Anopheles maculipennis,maculipennis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,22/10/1920, Heusden,,,Destelbergen,Heusden Destelbergen,"Destelbergen,  Heusden",ES55D,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Male,Adult,Whole mount,3C-2-Culi-6,431,RBINS:modirisk:collection::431,,East Flanders,111484.86039999872,190251.34659999984,ES55D,111484.8604,190251.3466,3.819822943242225,51.02117992362911,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles maculipennis s.s. Meigen, 1818",Anopheles,Anopheles maculipennis,maculipennis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,23/5/1911, ,,,Gent,Gent,"Gent,  ",ES55A,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Male,Adult,Whole mount,3C-2-Culi-6,432,RBINS:modirisk:collection::432,,East Flanders,106576.54039999844,195344.79320000112,ES55A,106576.5404,195344.7932,3.7492658563690693,51.06661661343593,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles maculipennis s.s. Meigen, 1818",Anopheles,Anopheles maculipennis,maculipennis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,25/8/1909, Sint-Amandsberg,,,Gent,Sint-Amandsberg Gent,"Gent,  Sint-Amandsberg",ES55A,,,Female,Adult,Whole mount,3C-2-Culi-6,433,RBINS:modirisk:collection::433,,East Flanders,106576.54039999844,195344.79320000112,ES55A,106576.5404,195344.7932,3.7492658563690693,51.06661661343593,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles maculipennis s.s. Meigen, 1818",Anopheles,Anopheles maculipennis,maculipennis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,26/7/1934, ,,,Chiny,Chiny,"Chiny,  ",FR61D,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Male,Adult,Whole mount,3C-2-Culi-6,434,RBINS:modirisk:collection::434,,Luxemburg,218917.04659999907,48227.72329999879,FR61D,218917.0466,48227.7233,5.3248654613485655,49.74164230592876,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles maculipennis s.s. Meigen, 1818",Anopheles,Anopheles maculipennis,maculipennis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,27/7/1916, Heusden,,,Destelbergen,Heusden Destelbergen,"Destelbergen,  Heusden",ES55D,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Male,Adult,Whole mount,3C-2-Culi-6,435,RBINS:modirisk:collection::435,,East Flanders,111484.86039999872,190251.34659999984,ES55D,111484.8604,190251.3466,3.819822943242225,51.02117992362911,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles maculipennis s.s. Meigen, 1818",Anopheles,Anopheles maculipennis,maculipennis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,28/7/1942, ,,,Destelbergen,Destelbergen,"Destelbergen,  ",ES55B,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-2-Culi-6,436,RBINS:modirisk:collection::436,,East Flanders,111577.44240000099,195252.21279999983,ES55B,111577.4424,195252.2128,3.8206169257590403,51.06613746522118,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles maculipennis s.s. Meigen, 1818",Anopheles,Anopheles maculipennis,maculipennis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,28/8/1912, Afsnee,,,Gent,Afsnee Gent,"Gent,  Afsnee",ES45D,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Male,Adult,Whole mount,3C-2-Culi-6,437,RBINS:modirisk:collection::437,,East Flanders,101483.09640000015,190436.40260000157,ES45D,101483.0964,190436.4026,3.6772569758437603,51.02209321382344,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles maculipennis s.s. Meigen, 1818",Anopheles,Anopheles maculipennis,maculipennis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,31/7/1942, Heusden,,,Destelbergen,Heusden Destelbergen,"Destelbergen,  Heusden",ES55D,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-2-Culi-6,438,RBINS:modirisk:collection::438,,East Flanders,111484.86039999872,190251.34659999984,ES55D,111484.8604,190251.3466,3.819822943242225,51.02117992362911,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles maculipennis s.s. Meigen, 1818",Anopheles,Anopheles maculipennis,maculipennis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,6/8/1942, Flobecq-bois,,,Flobecq,Flobecq-bois Flobecq,"Flobecq,  Flobecq-bois",ES52C,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-2-Culi-6,439,RBINS:modirisk:collection::439,,Henegouwen,105929.4173000008,160339.11459999904,ES52C,105929.4173,160339.1146,3.7442299315189453,50.751901012516385,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles maculipennis s.s. Meigen, 1818",Anopheles,Anopheles maculipennis,maculipennis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,7/10/1920, ,,,Destelbergen,Destelbergen,"Destelbergen,  ",ES55B,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-2-Culi-6,440,RBINS:modirisk:collection::440,,East Flanders,111577.44240000099,195252.21279999983,ES55B,111577.4424,195252.2128,3.8206169257590403,51.06613746522118,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles maculipennis s.s. Meigen, 1818",Anopheles,Anopheles maculipennis,maculipennis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,7/1922, Postel,,,Mol,Postel Mol,"Mol,  Postel",FS58C,Guilliaume Severin,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-2-Culi-6,441,RBINS:modirisk:collection::441,,Antwerp,207051.83349999785,218484.7379,FS58C,207051.8335,218484.7379,5.186294567506461,51.27340790203188,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles maculipennis s.s. Meigen, 1818",Anopheles,Anopheles maculipennis,maculipennis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,8/5/1910, ,,,Gent,Gent,"Gent,  ",ES55A,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-2-Culi-6,442,RBINS:modirisk:collection::442,,East Flanders,106576.54039999844,195344.79320000112,ES55A,106576.5404,195344.7932,3.7492658563690693,51.06661661343593,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles maculipennis s.s. Meigen, 1818",Anopheles,Anopheles maculipennis,maculipennis,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,9/9/1910, ,,,Gent,Gent,"Gent,  ",ES55A,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Male,Adult,Whole mount,3C-2-Culi-6,443,RBINS:modirisk:collection::443,,East Flanders,106576.54039999844,195344.79320000112,ES55A,106576.5404,195344.7932,3.7492658563690693,51.06661661343593,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles plumbeus Stephens, 1828",Anopheles,Anopheles plumbeus,plumbeus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,12/7/1938, Torgny,,,Rouvroy,Torgny Rouvroy,"Rouvroy,  Torgny",FQ88A,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-2-Culi-6,445,RBINS:modirisk:collection::445,,Luxemburg,233465.34300000218,22959.49650000036,FQ88A,233465.343,22959.4965,5.521229315316793,49.512632060712804,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles plumbeus Stephens, 1828",Anopheles,Anopheles plumbeus,plumbeus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,17/4/1946, Heusden,,,Destelbergen,Heusden Destelbergen,"Destelbergen,  Heusden",ES55D,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Male,Adult,Whole mount,3C-2-Culi-6,446,RBINS:modirisk:collection::446,,East Flanders,111484.86039999872,190251.34659999984,ES55D,111484.8604,190251.3466,3.819822943242225,51.02117992362911,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles plumbeus Stephens, 1828",Anopheles,Anopheles plumbeus,plumbeus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,24/3/1946, ,,,Ninove,Ninove,"Ninove,  ",ES73C,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Male,Adult,Whole mount,3C-2-Culi-6,447,RBINS:modirisk:collection::447,,East Flanders,126116.91629999875,169970.84420000017,ES73C,126116.9163,169970.8442,4.029677821409742,50.8396609628226,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Anopheles plumbeus Stephens, 1828",Anopheles,Anopheles plumbeus,plumbeus,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,24/3/1946, ,,,Ninove,Ninove,"Ninove,  ",ES73C,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Male,Adult,Whole mount,3C-2-Culi-6,448,RBINS:modirisk:collection::448,,East Flanders,126116.91629999875,169970.84420000017,ES73C,126116.9163,169970.8442,4.029677821409742,50.8396609628226,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Coquillettidia richiardii (Ficalbi, 1889)",Coquillettidia,Coquillettidia richiardii,richiardii,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,11/6/1923, Postel,,,Mol,Postel Mol,"Mol,  Postel",FS58C,Guilliaume Severin,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-3-Culi-6,449,RBINS:modirisk:collection::449,,Antwerp,207051.83349999785,218484.7379,FS58C,207051.8335,218484.7379,5.186294567506461,51.27340790203188,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Coquillettidia richiardii (Ficalbi, 1889)",Coquillettidia,Coquillettidia richiardii,richiardii,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,11/7/1926, ,,,Destelbergen,Destelbergen,"Destelbergen,  ",ES55B,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-3-Culi-6,450,RBINS:modirisk:collection::450,,East Flanders,111577.44240000099,195252.21279999983,ES55B,111577.4424,195252.2128,3.8206169257590403,51.06613746522118,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Coquillettidia richiardii (Ficalbi, 1889)",Coquillettidia,Coquillettidia richiardii,richiardii,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,11/8/1909, Sint-Amandsberg,,,Gent,Sint-Amandsberg Gent,"Gent,  Sint-Amandsberg",ES55A,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-3-Culi-6,451,RBINS:modirisk:collection::451,,East Flanders,106576.54039999844,195344.79320000112,ES55A,106576.5404,195344.7932,3.7492658563690693,51.06661661343593,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Coquillettidia richiardii (Ficalbi, 1889)",Coquillettidia,Coquillettidia richiardii,richiardii,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,14/6/1910, ,,,Gent,Gent,"Gent,  ",ES55A,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Male,Adult,Whole mount,3C-3-Culi-6,452,RBINS:modirisk:collection::452,,East Flanders,106576.54039999844,195344.79320000112,ES55A,106576.5404,195344.7932,3.7492658563690693,51.06661661343593,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Coquillettidia richiardii (Ficalbi, 1889)",Coquillettidia,Coquillettidia richiardii,richiardii,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,14/6/1910, ,,,Gent,Gent,"Gent,  ",ES55A,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-3-Culi-6,453,RBINS:modirisk:collection::453,,East Flanders,106576.54039999844,195344.79320000112,ES55A,106576.5404,195344.7932,3.7492658563690693,51.06661661343593,Modirisk_collection_data,georeference_attempt
Coll. M. Goetghebuer,"Coquillettidia richiardii (Ficalbi, 1889)",Coquillettidia,Coquillettidia richiardii,richiardii,Event,en,https://creativecommons.org/licenses/by-nc/4.0/,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,insertDatasetName,RBINS,PreservedSpecimen,BE,WGS84,Animalia,ICZN,16/6/1910, ,,,Gent,Gent,"Gent,  ",ES55A,Maurice E. M. Goetghebuer,Maurice E. M. Goetghebuer,Female,Adult,Whole mount,3C-3-Culi-6,454,RBINS:modirisk:collection::454,,East Flanders,106576.54039999844,195344.79320000112,ES55A,106576.5404,195344.7932,3.7492658563690693,51.06661661343593,Modirisk_collection_data,georeference_attempt
