id	type	license	institutionCode	basisOfRecord	dynamicProperties	occurrenceID	individualCount	sex	samplingProtocol	eventDate	year	verbatimEventDate	habitat	continent	country	countryCode	stateProvince	municipality	locality	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	identifiedBy	scientificName	genus	specificEpithet
MODIRISK:43	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=urban	MODIRISK:43	3	Female	Mosquito Magnet Liberty Plus	2007-05-06	2007	2007-05-06/2007-05-13	urban	Europe	Belgium	BE	Limburg	Gruitrode			51.094310759999999	5.58190012000000024	EPSG:4326	Veerle	Anopheles plumbeus	Anopheles	plumbeus
MODIRISK:48	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=true;Running water=false;Potential breeding site=false;Landscape=urban	MODIRISK:48	1	Female	Mosquito Magnet Liberty Plus	2007-05-20	2007	2007-05-20/2007-05-27	agriculture	Europe	Belgium	BE	Limburg	Diepenbeek		wijk in de buurt van landbouw, achter tuin visvijvers (privé) en poelen	50.9317817700000006	5.40224981300000007	EPSG:4326	Veerle	Ochlerotatus cantans	Ochlerotatus	cantans
MODIRISK:49	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=true;Running water=false;Potential breeding site=false;Landscape=urban	MODIRISK:49	6	Female	Mosquito Magnet Liberty Plus	2007-05-20	2007	2007-05-20/2007-05-27	agriculture	Europe	Belgium	BE	Limburg	Diepenbeek		wijk in de buurt van landbouw, achter tuin visvijvers (privé) en poelen	50.9317817700000006	5.40224981300000007	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:50	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=true;Running water=false;Potential breeding site=false;Landscape=urban	MODIRISK:50	1	Male	Mosquito Magnet Liberty Plus	2007-05-20	2007	2007-05-20/2007-05-27	agriculture	Europe	Belgium	BE	Limburg	Diepenbeek		wijk in de buurt van landbouw, achter tuin visvijvers (privé) en poelen	50.9317817700000006	5.40224981300000007	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:51	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=peri-urban	MODIRISK:51	1	Female	Mosquito Magnet Liberty Plus	2007-05-20	2007	2007-05-20/2007-05-20	agriculture	Europe	Belgium	BE	Limburg	Velm	Langstraat	val uitgezet (gas dichtgedraaid)	50.7877693200000024	5.14778995500000036	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:52	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=peri-urban	MODIRISK:52	1	Female	Mosquito Magnet Liberty Plus	2007-05-13	2007	2007-05-13/2007-05-13	agriculture	Europe	Belgium	BE	Limburg	Millen	Kleuzenstraat		50.805751800000003	5.63478994400000044	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:53	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=true;Running water=true;Potential breeding site=true;Landscape=rural	MODIRISK:53	1	Female	Mosquito Magnet Liberty Plus	2007-05-13	2007	2007-05-13/2007-05-20	agriculture	Europe	Belgium	BE	Limburg	Lanaken	22 Romeinendreef	ancient heathland	50.9133911099999992	5.66334009200000033	EPSG:4326	Veerle	Ochlerotatus communis	Ochlerotatus	communis
MODIRISK:54	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=true;Landscape=peri-urban	MODIRISK:54	2	Female	Mosquito Magnet Liberty Plus	2007-05-27	2007	2007-05-27/2007-06-03	agriculture	Europe	Belgium	BE	Limburg	Mielen-Boven-Aalst	Veertstraat		50.7654914900000023	5.21426010099999981	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:55	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=true;Landscape=peri-urban	MODIRISK:55	1	Male	Mosquito Magnet Liberty Plus	2007-05-27	2007	2007-05-27/2007-06-03	agriculture	Europe	Belgium	BE	Limburg	Mielen-Boven-Aalst	Veertstraat		50.7654914900000023	5.21426010099999981	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:56	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=true;Potential breeding site=false;Landscape=peri-urban	MODIRISK:56	1	Female	Mosquito Magnet Liberty Plus	2007-05-06	2007	2007-05-06/2007-05-13	agriculture	Europe	Belgium	BE	Limburg	Peer	5 Nieuwdorp	potential breeding site = not clear	51.0927314799999976	5.45711994200000028	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:57	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=true;Potential breeding site=false;Landscape=peri-urban	MODIRISK:57	1	Male	Mosquito Magnet Liberty Plus	2007-05-06	2007	2007-05-06/2007-05-13	agriculture	Europe	Belgium	BE	Limburg	Peer	5 Nieuwdorp	potential breeding site = not clear	51.0927314799999976	5.45711994200000028	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:58	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=true;Potential breeding site=false;Landscape=peri-urban	MODIRISK:58	2	Female	Mosquito Magnet Liberty Plus	2007-05-06	2007	2007-05-06/2007-05-13	agriculture	Europe	Belgium	BE	Limburg	Peer	5 Nieuwdorp	potential breeding site = not clear	51.0927314799999976	5.45711994200000028	EPSG:4326	Veerle	Anopheles plumbeus	Anopheles	plumbeus
MODIRISK:63	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=true;Running water=false;Potential breeding site=true;Landscape=peri-urban	MODIRISK:63	2	Female	Mosquito Magnet Liberty Plus	2007-05-27	2007	2007-05-27/2007-06-03	agriculture	Europe	Belgium	BE	Limburg	Kortijs	Kustrijkstraat		50.7230110200000013	5.18616008800000028	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:64	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=urban	MODIRISK:64	12	Female	Mosquito Magnet Liberty Plus	2007-05-28	2007	2007-05-28/2007-06-04	urban	Europe	Belgium	BE	Antwerp	Westmalle	248 Antwerpsesteenweg		51.2978782699999982	4.69327020600000022	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:65	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=urban	MODIRISK:65	2	Male	Mosquito Magnet Liberty Plus	2007-05-28	2007	2007-05-28/2007-06-04	urban	Europe	Belgium	BE	Antwerp	Westmalle	248 Antwerpsesteenweg		51.2978782699999982	4.69327020600000022	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:66	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=urban	MODIRISK:66	1	Female	Mosquito Magnet Liberty Plus	2007-05-28	2007	2007-05-28/2007-06-04	urban	Europe	Belgium	BE	Antwerp	Westmalle	248 Antwerpsesteenweg		51.2978782699999982	4.69327020600000022	EPSG:4326	Veerle	Culiseta annulata	Culiseta	annulata
MODIRISK:71	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=urban	MODIRISK:71	8	Female	Mosquito Magnet Liberty Plus	2007-06-04	2007	2007-06-04/2007-06-11	urban	Europe	Belgium	BE	Antwerp	Boechout	126 Schransstraat				EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:84	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=urban	MODIRISK:84	2	Female	Mosquito Magnet Liberty Plus	2007-05-07	2007	2007-05-07/2007-05-14	urban	Europe	Belgium	BE	Antwerp	Zandvliet-kern	37 Oost Molengeest		51.3545188900000014	4.32337999299999964	EPSG:4326	Veerle	Culiseta annulata	Culiseta	annulata
MODIRISK:85	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=urban	MODIRISK:85	22	Female	Mosquito Magnet Liberty Plus	2007-05-07	2007	2007-05-07/2007-05-14	urban	Europe	Belgium	BE	Antwerp	Zandvliet-kern	37 Oost Molengeest		51.3545188900000014	4.32337999299999964	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:86	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=urban	MODIRISK:86	1	Male	Mosquito Magnet Liberty Plus	2007-05-07	2007	2007-05-07/2007-05-14	urban	Europe	Belgium	BE	Antwerp	Zandvliet-kern	37 Oost Molengeest		51.3545188900000014	4.32337999299999964	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:87	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=urban	MODIRISK:87	3	Female	Mosquito Magnet Liberty Plus	2007-06-11	2007	2007-06-11/2007-06-18	urban	Europe	Belgium	BE	Antwerp	Herentals	33 Groenstraat		51.1445808400000033	4.84028005600000011	EPSG:4326	Wim	Culex torrentium	Culex	torrentium
MODIRISK:88	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=urban	MODIRISK:88	8	Female	Mosquito Magnet Liberty Plus	2007-06-11	2007	2007-06-11/2007-06-18	urban	Europe	Belgium	BE	Antwerp	Herentals	33 Groenstraat		51.1445808400000033	4.84028005600000011	EPSG:4326	Wim	Culex pipiens	Culex	pipiens
MODIRISK:89	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=urban	MODIRISK:89	3	Male	Mosquito Magnet Liberty Plus	2007-06-11	2007	2007-06-11/2007-06-18	urban	Europe	Belgium	BE	Antwerp	Herentals	33 Groenstraat		51.1445808400000033	4.84028005600000011	EPSG:4326	Wim	Culex pipiens	Culex	pipiens
MODIRISK:98	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=peri-urban	MODIRISK:98	1	Female	Mosquito Magnet Liberty Plus	2007-05-14	2007	2007-05-14/2007-05-21	agriculture	Europe	Belgium	BE	Antwerp	Loenhout	25 Meirenweg		51.4013290400000002	4.70063018799999988	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:118	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=true;Running water=false;Potential breeding site=true;Landscape=peri-urban	MODIRISK:118	6	Female	Mosquito Magnet Liberty Plus	2007-05-21	2007	2007-05-21/2007-05-28	agriculture	Europe	Belgium	BE	Antwerp	Lichtaart			51.2743492099999969	4.9862699509999997	EPSG:4326	Veerle	Ochlerotatus punctor	Ochlerotatus	punctor
MODIRISK:119	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=true;Running water=false;Potential breeding site=true;Landscape=peri-urban	MODIRISK:119	2	Female	Mosquito Magnet Liberty Plus	2007-05-21	2007	2007-05-21/2007-05-28	agriculture	Europe	Belgium	BE	Antwerp	Lichtaart			51.2743492099999969	4.9862699509999997	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:122	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=peri-urban	MODIRISK:122	1	Female	Mosquito Magnet Liberty Plus	2007-07-22	2007	2007-07-22/2007-07-29	agriculture	Europe	Belgium	BE	Liege	Terwagne	Rue de Bassine		50.3908195500000033	5.32566022900000036	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:123	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=peri-urban	MODIRISK:123	3	Female	Mosquito Magnet Liberty Plus	2007-07-23	2007	2007-07-23/2007-07-30	agriculture	Europe	Belgium	BE	Liege	Strée	3 Rue des Hayettes		50.4879608199999979	5.30103015899999974	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:124	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=true;Potential breeding site=true;Landscape=rural	MODIRISK:124	1	Female	Mosquito Magnet Liberty Plus	2007-07-23	2007	2007-07-23/2007-07-30	nature	Europe	Belgium	BE	Liege	Strée	27 Vallée du Hoyoux		50.4618911700000012	5.28037977199999986	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:129	Event	CC BY 2.0 BE	UCL	HumanObservation	Stagnant water=true;Running water=false;Potential breeding site=true;Landscape=peri-urban	MODIRISK:129	1	Female	Mosquito Magnet Liberty Plus	2007-06-11	2007	2007-06-11/2007-06-18	urban	Europe	Belgium	BE	East Flanders	Serskamp	Ten Brugsken		51.0077094999999971	3.96013999000000005	EPSG:4326	Rien De Keyser	Culiseta annulata	Culiseta	annulata
MODIRISK:130	Event	CC BY 2.0 BE	UCL	HumanObservation	Stagnant water=true;Running water=false;Potential breeding site=true;Landscape=peri-urban	MODIRISK:130	4	Female	Mosquito Magnet Liberty Plus	2007-06-11	2007	2007-06-11/2007-06-18	urban	Europe	Belgium	BE	East Flanders	Serskamp	Ten Brugsken		51.0077094999999971	3.96013999000000005	EPSG:4326	Rien De Keyser	Culex pipiens	Culex	pipiens
MODIRISK:135	Event	CC BY 2.0 BE	UCL	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=urban	MODIRISK:135	1	Female	Mosquito Magnet Liberty Plus	2007-06-10	2007	2007-06-10/2007-06-17	urban	Europe	Belgium	BE	West Flanders	Assebroek	46 Bisschopsdreef		51.2178802500000003	3.26037001599999998	EPSG:4326	Rien De Keyser	Culex pipiens	Culex	pipiens
MODIRISK:136	Event	CC BY 2.0 BE	UCL	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=urban	MODIRISK:136	1	Male	Mosquito Magnet Liberty Plus	2007-06-10	2007	2007-06-10/2007-06-17	urban	Europe	Belgium	BE	West Flanders	Assebroek	46 Bisschopsdreef		51.2178802500000003	3.26037001599999998	EPSG:4326	Rien De Keyser	Culex pipiens	Culex	pipiens
MODIRISK:137	Event	CC BY 2.0 BE	UCL	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=urban	MODIRISK:137	2	Female	Mosquito Magnet Liberty Plus	2007-06-10	2007	2007-06-10/2007-06-17	urban	Europe	Belgium	BE	West Flanders	Assebroek	46 Bisschopsdreef		51.2178802500000003	3.26037001599999998	EPSG:4326	Rien De Keyser	Anopheles plumbeus	Anopheles	plumbeus
MODIRISK:138	Event	CC BY 2.0 BE	UCL	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=urban	MODIRISK:138	1	Female	Mosquito Magnet Liberty Plus	2007-06-10	2007	2007-06-10/2007-06-17	urban	Europe	Belgium	BE	West Flanders	Assebroek	46 Bisschopsdreef		51.2178802500000003	3.26037001599999998	EPSG:4326	Rien De Keyser	Ochlerotatus cantans	Ochlerotatus	cantans
MODIRISK:139	Event	CC BY 2.0 BE	UCL	HumanObservation	Stagnant water=false;Running water=true;Potential breeding site=true;Landscape=peri-urban	MODIRISK:139	3	Female	Mosquito Magnet Liberty Plus	2007-05-13	2007	2007-05-13/2007-05-20	agriculture	Europe	Belgium	BE	West Flanders	Krombeke	Uilegatstraat	Val geplaatst tussen dicht onkruid. Bij 2e bezoek was onkruid gemaaid. Mogelijk effect op onderzoek?	50.905441279999998	2.65460991899999987	EPSG:4326	Rien De Keyser	Culex pipiens	Culex	pipiens
MODIRISK:140	Event	CC BY 2.0 BE	UCL	HumanObservation	Stagnant water=false;Running water=true;Potential breeding site=true;Landscape=peri-urban	MODIRISK:140	1	Female	Mosquito Magnet Liberty Plus	2007-05-13	2007	2007-05-13/2007-05-20	agriculture	Europe	Belgium	BE	West Flanders	Krombeke	Uilegatstraat	Val geplaatst tussen dicht onkruid. Bij 2e bezoek was onkruid gemaaid. Mogelijk effect op onderzoek?	50.905441279999998	2.65460991899999987	EPSG:4326	Rien De Keyser	Anopheles claviger	Anopheles	claviger
MODIRISK:141	Event	CC BY 2.0 BE	UCL	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=peri-urban	MODIRISK:141	2	Female	Mosquito Magnet Liberty Plus	2007-06-18	2007	2007-06-18/2007-06-25	agriculture	Europe	Belgium	BE	East Flanders	Elene en Oombergen	Sint-Jansweg		50.8239593500000026	3.80444002200000009	EPSG:4326	Rien De Keyser	Culex pipiens	Culex	pipiens
MODIRISK:142	Event	CC BY 2.0 BE	UCL	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=peri-urban	MODIRISK:142	1	Male	Mosquito Magnet Liberty Plus	2007-06-18	2007	2007-06-18/2007-06-25	agriculture	Europe	Belgium	BE	East Flanders	Elene en Oombergen	Sint-Jansweg		50.8239593500000026	3.80444002200000009	EPSG:4326	Rien De Keyser	Culex pipiens	Culex	pipiens
MODIRISK:143	Event	CC BY 2.0 BE	UCL	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=peri-urban	MODIRISK:143	4	Female	Mosquito Magnet Liberty Plus	2007-06-17	2007	2007-06-17/2007-06-24	agriculture	Europe	Belgium	BE	West Flanders	Gijzelbrechtegem	17 Lange Winterstraat		50.838138579999999	3.46447992299999985	EPSG:4326	Rien De Keyser	Culex pipiens	Culex	pipiens
MODIRISK:144	Event	CC BY 2.0 BE	UCL	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=peri-urban	MODIRISK:144	3	Female	Mosquito Magnet Liberty Plus	2007-06-12	2007	2007-06-12/2007-06-19	agriculture	Europe	Belgium	BE	Flemish Brabant	Holsbeek	Wolfsweg		50.9252510099999967	4.83339977300000001	EPSG:4326	Rien De Keyser	Coquillettidia richiardii	Coquillettidia	richiardii
MODIRISK:145	Event	CC BY 2.0 BE	UCL	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=peri-urban	MODIRISK:145	5	Female	Mosquito Magnet Liberty Plus	2007-06-12	2007	2007-06-12/2007-06-19	agriculture	Europe	Belgium	BE	Flemish Brabant	Holsbeek	Wolfsweg		50.9252510099999967	4.83339977300000001	EPSG:4326	Rien De Keyser	Culex pipiens	Culex	pipiens
MODIRISK:156	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=true;Running water=false;Potential breeding site=true;Landscape=urban	MODIRISK:156	45	Female	Mosquito Magnet Liberty Plus	2007-07-24	2007	2007-07-24/2007-07-31	urban	Europe	Belgium	BE	Antwerp	Broechem	27 Broechemlei	in buurt van kippen, eend en parkieten	51.1871299700000009	4.56660985899999972	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:157	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=true;Running water=false;Potential breeding site=true;Landscape=urban	MODIRISK:157	10	Male	Mosquito Magnet Liberty Plus	2007-07-24	2007	2007-07-24/2007-07-31	urban	Europe	Belgium	BE	Antwerp	Broechem	27 Broechemlei	in buurt van kippen, eend en parkieten	51.1871299700000009	4.56660985899999972	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:158	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=true;Running water=false;Potential breeding site=true;Landscape=urban	MODIRISK:158	4	Female	Mosquito Magnet Liberty Plus	2007-07-24	2007	2007-07-24/2007-07-31	urban	Europe	Belgium	BE	Antwerp	Broechem	27 Broechemlei	in buurt van kippen, eend en parkieten	51.1871299700000009	4.56660985899999972	EPSG:4326	Veerle	Culiseta annulata	Culiseta	annulata
MODIRISK:159	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=true;Running water=false;Potential breeding site=true;Landscape=urban	MODIRISK:159	2	Female	Mosquito Magnet Liberty Plus	2007-07-24	2007	2007-07-24/2007-07-31	urban	Europe	Belgium	BE	Antwerp	Broechem	27 Broechemlei	in buurt van kippen, eend en parkieten	51.1871299700000009	4.56660985899999972	EPSG:4326	Veerle	Culex torrentium	Culex	torrentium
MODIRISK:169	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=rural	MODIRISK:169	3	Female	Mosquito Magnet Liberty Plus	2007-07-22	2007	2007-07-22/2007-07-29	nature	Europe	Belgium	BE	Liege	Terwagne	Chemin de Saint-Fontaine		50.4241981500000023	5.229040146	EPSG:4326	Veerle	Culex torrentium	Culex	torrentium
MODIRISK:170	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=rural	MODIRISK:170	199	Female	Mosquito Magnet Liberty Plus	2007-07-22	2007	2007-07-22/2007-07-29	nature	Europe	Belgium	BE	Liege	Terwagne	Chemin de Saint-Fontaine		50.4241981500000023	5.229040146	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:171	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=rural	MODIRISK:171	1	Male	Mosquito Magnet Liberty Plus	2007-07-22	2007	2007-07-22/2007-07-29	nature	Europe	Belgium	BE	Liege	Terwagne	Chemin de Saint-Fontaine		50.4241981500000023	5.229040146	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:176	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=true;Running water=false;Potential breeding site=false;Landscape=peri-urban	MODIRISK:176	2	Female	Mosquito Magnet Liberty Plus	2007-07-29	2007	2007-07-29/2007-08-05	agriculture	Europe	Belgium	BE	Liege	Warzée	Renal		50.4363288899999986	5.50871992099999996	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:177	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=true;Running water=false;Potential breeding site=false;Landscape=peri-urban	MODIRISK:177	1	Female	Mosquito Magnet Liberty Plus	2007-07-29	2007	2007-07-29/2007-08-05	agriculture	Europe	Belgium	BE	Liege	Warzée	Renal		50.4363288899999986	5.50871992099999996	EPSG:4326	Veerle	Ochlerotatus communis	Ochlerotatus	communis
MODIRISK:178	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=urban	MODIRISK:178	10	Female	Mosquito Magnet Liberty Plus	2007-07-29	2007	2007-07-29/2007-08-05	urban	Europe	Belgium	BE	Liege	Tavier	1 Chemin del Haye Li Dame		50.5070991500000019	5.50169992400000041	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:179	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=urban	MODIRISK:179	1	Male	Mosquito Magnet Liberty Plus	2007-07-29	2007	2007-07-29/2007-08-05	urban	Europe	Belgium	BE	Liege	Tavier	1 Chemin del Haye Li Dame		50.5070991500000019	5.50169992400000041	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:180	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=peri-urban	MODIRISK:180	19	Female	Mosquito Magnet Liberty Plus	2007-07-22	2007	2007-07-22/2007-07-29	agriculture	Europe	Belgium	BE	Liege	Terwagne	Route de Huy		50.4426116899999997	5.34853982899999991	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:181	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=true;Running water=false;Potential breeding site=true;Landscape=urban	MODIRISK:181	1	Female	Mosquito Magnet Liberty Plus	2007-06-10	2007	2007-06-10/2007-06-10	urban	Europe	Belgium	BE	Brussels	Bruxelles-Pentagone					EPSG:4326	Veerle	Culex torrentium	Culex	torrentium
MODIRISK:182	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=true;Running water=false;Potential breeding site=false;Landscape=urban	MODIRISK:182	1	Female	Mosquito Magnet Liberty Plus	2007-06-12	2007	2007-06-12/2007-06-12	urban	Europe	Belgium	BE	Liege	Crombach	91 Neundorf		50.2510185200000024	6.0975198749999997	EPSG:4326	Veerle	Anopheles claviger	Anopheles	claviger
MODIRISK:183	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=true;Running water=false;Potential breeding site=true;Landscape=urban	MODIRISK:183	1	Female	Mosquito Magnet Liberty Plus	2007-05-08	2007	2007-05-08/2007-05-15	urban	Europe	Belgium	BE	Liege	Liège(Meuse Sud)	210 Rue Bastin		50.6756210300000021	5.6600198749999997	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:190	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=true;Running water=false;Potential breeding site=true;Landscape=peri-urban	MODIRISK:190	2	Female	Mosquito Magnet Liberty Plus	2007-06-03	2007	2007-06-03/2007-06-10	agriculture	Europe	Belgium	BE	Liege	Warnant-Dreye	Rue Chinay		50.6137504599999986	5.24959993399999991	EPSG:4326	Wim	Culex torrentium	Culex	torrentium
MODIRISK:191	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=true;Running water=false;Potential breeding site=true;Landscape=peri-urban	MODIRISK:191	24	Female	Mosquito Magnet Liberty Plus	2007-06-03	2007	2007-06-03/2007-06-10	agriculture	Europe	Belgium	BE	Liege	Warnant-Dreye	Rue Chinay		50.6137504599999986	5.24959993399999991	EPSG:4326	Wim	Culex pipiens	Culex	pipiens
MODIRISK:192	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=true;Running water=false;Potential breeding site=true;Landscape=peri-urban	MODIRISK:192	1	Male	Mosquito Magnet Liberty Plus	2007-06-03	2007	2007-06-03/2007-06-10	agriculture	Europe	Belgium	BE	Liege	Warnant-Dreye	Rue Chinay		50.6137504599999986	5.24959993399999991	EPSG:4326	Wim	Culex pipiens	Culex	pipiens
MODIRISK:193	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=peri-urban	MODIRISK:193	1	Female	Mosquito Magnet Liberty Plus	2007-06-05	2007	2007-06-05/2007-06-12	agriculture	Europe	Belgium	BE	Liege	Schönberg	N626		50.2944717399999988	6.28147983599999993	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
MODIRISK:194	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=false;Running water=false;Potential breeding site=false;Landscape=peri-urban	MODIRISK:194	1	Female	Mosquito Magnet Liberty Plus	2007-06-05	2007	2007-06-05/2007-06-12	agriculture	Europe	Belgium	BE	Liege	Schönberg	N626		50.2944717399999988	6.28147983599999993	EPSG:4326	Veerle	Anopheles claviger	Anopheles	claviger
MODIRISK:195	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=true;Running water=true;Potential breeding site=true;Landscape=rural	MODIRISK:195	2	Female	Mosquito Magnet Liberty Plus	2007-06-24	2007	2007-06-24/2007-07-01	agriculture	Europe	Belgium	BE	Liege	Harzé	Faweux		50.4191894499999975	5.65843009900000027	EPSG:4326	Wim	Culex pipiens	Culex	pipiens
MODIRISK:196	Event	CC BY 2.0 BE	ITM	HumanObservation	Stagnant water=true;Running water=false;Potential breeding site=false;Landscape=peri-urban	MODIRISK:196	15	Female	Mosquito Magnet Liberty Plus	2007-06-03	2007	2007-06-03/2007-06-10	agriculture	Europe	Belgium	BE	Liege	Warnant-Dreye	Rue de Fallais		50.6330184899999978	5.21341991400000015	EPSG:4326	Veerle	Culex pipiens	Culex	pipiens
