id	type	language	license	rightsHolder	accessRights	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	occurrenceID	catalogNumber	recordedBy	sex	lifeStage	preparations	disposition	eventDate	year	month	day	countryCode	stateProvince	municipality	locality	verbatimCoordinates	verbatimLatitude	verbatimLongitude	decimalLatitude	decimalLongitude	geodeticDatum	georeferenceRemarks	identifiedBy	scientificName	originalNameUsage	kingdom	genus	specificEpithet	nomenclaturalCode
RBINS:modirisk:collection:781	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:781	781	J. Cooreman	Female	Adult	Whole mount	in collection	11/9/1942	1942	9	11	BE			Forêt de Soignes (Grasdelle)	ES92B	164507.80200000107	151026.7729000002	50.79103769697872	4.383313667769996	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:782	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:782	782	L. Marnef	Female	Adult	Whole mount	in collection	12/10/1960	1960	10	12	BE	Antwerp	Hoboken		ES97C	209604.93140000105	146861.41839999706	51.19641288299004	4.323857595380179	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:783	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:783	783	E. Janmoulle	Female	Adult	Whole mount	in collection	12/1967	1967	12		BE	Brussels	Watermaal		ES92B	164507.80200000107	151026.7729000002	50.79103769697872	4.383313667769996	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:784	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:784	784	L. Marnef	Female	Adult	Whole mount	in collection	12/6/1958	1958	6	12	BE	Antwerp	Hoboken		ES97C	209604.93140000105	146861.41839999706	51.19641288299004	4.323857595380179	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:785	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:785	785	O. Sablon	Male	Adult	Whole mount	in collection	12/7/1935	1935	7	12	BE	Brabant Wallon	Ottignies-Louvain-la-Neuve	Limelette	FS11A	154229.8834999986	165842.41860000044	50.69842638519493	4.592994918308814	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:786	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:786	786	O. Sablon	Female	Adult	Whole mount	in collection	12/7/1935	1935	7	12	BE	Brabant Wallon	Ottignies-Louvain-la-Neuve	Limelette	FS11A	154229.8834999986	165842.41860000044	50.69842638519493	4.592994918308814	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:787	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:787	787	O. Sablon	Male	Adult	Whole mount	in collection	12/7/1935	1935	7	12	BE	Brabant Wallon	Ottignies-Louvain-la-Neuve	Limelette	FS11A	154229.8834999986	165842.41860000044	50.69842638519493	4.592994918308814	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:788	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:788	788	André Léon Tonnoir	Male	Adult	Whole mount	in collection	12/8/1919	1919	8	12	BE	Brussels	Anderlecht	Neerpede	ES93C	169600.72320000082	146118.96389999986	50.8368093510628	4.313655544145898	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:789	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:789	789	Guilliaume Severin	Male	Adult	Whole mount	in collection	12/8/1922	1922	8	12	BE	Antwerp	Mol	Abdij van Postel	FS58C	218484.7379	207051.83349999785	51.27340790203188	5.186294567506461	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:790	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:790	790	Guilliaume Severin	Female	Adult	Whole mount	in collection	12/8/1922	1922	8	12	BE	Antwerp	Mol	Postel	FS58C	218484.7379	207051.83349999785	51.27340790203188	5.186294567506461	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:791	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:791	791	Guilliaume Severin	Female	Adult	Whole mount	in collection	12/8/1922	1922	8	12	BE	Antwerp	Mol	Abdij van Postel	FS58C	218484.7379	207051.83349999785	51.27340790203188	5.186294567506461	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:792	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:792	792	Guilliaume Severin	Female	Adult	Whole mount	in collection	12/8/1922	1922	8	12	BE	Antwerp	Mol	Abdij van Postel	FS58C	218484.7379	207051.83349999785	51.27340790203188	5.186294567506461	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:793	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:793	793	Guilliaume Severin	Female	Adult	Whole mount	in collection	12/8/1922	1922	8	12	BE	Antwerp	Mol	Postel	FS58C	218484.7379	207051.83349999785	51.27340790203188	5.186294567506461	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:794	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:794	794	A. Collart	Female	Adult	Whole mount	in collection	12/9/1934	1934	9	12	BE	Luik	Lanaye	Grotte carriére du pylône 136	FS83D	167838.001600001	241112.72860000285	50.813837147245536	5.661653446366415	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:795	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:795	795	Jean Kekenbosch	Male	Adult	Whole mount	in collection	12/9/1941	1941	9	12	BE			Forêt de Soignes (Rouge-Cloître)	FS03C	169415.53079999983	156119.6543999985	50.83512448461186	4.455625713577015	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:796	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:796	796	Jean Kekenbosch	Male	Adult	Whole mount	in collection	12/9/1941	1941	9	12	BE			Forêt de Soignes (Rouge-Cloître)	FS03C	169415.53079999983	156119.6543999985	50.83512448461186	4.455625713577015	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:797	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:797	797	R. Tollet	Female	Adult	Whole mount	in collection	12/9/1942	1942	9	12	BE			Forêt de Soignes (sentier des Pins)	FS02A	164415.25710000098	156027.06759999692	50.79017505335694	4.454228994569034	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:798	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:798	798	R. Tollet	Male	Adult	Whole mount	in collection	12/9/1942	1942	9	12	BE			Forêt de Soignes (sentier des Pins)	FS02A	164415.25710000098	156027.06759999692	50.79017505335694	4.454228994569034	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:799	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:799	799	R. Tollet	Female	Adult	Whole mount	in collection	12/9/1942	1942	9	12	BE			Forêt de Soignes (sentier des Pins)	FS02A	164415.25710000098	156027.06759999692	50.79017505335694	4.454228994569034	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:800	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:800	800	R. Tollet	Male	Adult	Whole mount	in collection	12/9/1942	1942	9	12	BE			Forêt de Soignes (sentier des Pins)	FS02A	164415.25710000098	156027.06759999692	50.79017505335694	4.454228994569034	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:801	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:801	801	R. Tollet	Female	Adult	Whole mount	in collection	12/9/1942	1942	9	12	BE			Forêt de Soignes (Rouge-Cloître)	FS03C	169415.53079999983	156119.6543999985	50.83512448461186	4.455625713577015	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:802	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:802	802	R. Tollet	Male	Adult	Whole mount	in collection	12/9/1942	1942	9	12	BE			Forêt de Soignes (Rouge-Cloître)	FS03C	169415.53079999983	156119.6543999985	50.83512448461186	4.455625713577015	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:803	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:803	803	R. Tollet	Female	Adult	Whole mount	in collection	12/9/1942	1942	9	12	BE			Forêt de Soignes (Rouge-Cloître)	FS03C	169415.53079999983	156119.6543999985	50.83512448461186	4.455625713577015	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:804	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:804	804	R. Tollet	Female	Adult	Whole mount	in collection	12/9/1942	1942	9	12	BE			Forêt de Soignes (sentier Les trois Fontaines)	ES91A	154599.59160000086	145841.49719999733	50.70195190564638	4.30988339942558	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:805	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:805	805	A. Collart	Male	Adult	Whole mount	in collection	12/9/1948	1948	9	12	BE		Hockai	Hautes Fagnes, Les Six Hêtres	ES92D	159507.48479999974	150934.26680000126	50.74608651803466	4.3819883970772535	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:806	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:806	806	A. Collart	Female	Adult	Whole mount	in collection	12/9/1948	1948	9	12	BE		Hockai	Hautes Fagnes, Les Six Hêtres	ES92D	159507.48479999974	150934.26680000126	50.74608651803466	4.3819883970772535	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:807	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:807	807		Male	Adult	Whole mount	in collection	13/10/1941	1941	10	13	BE	East Flanders	Destelbergen		ES55B	195252.21279999983	111577.44240000099	51.06613746522118	3.8206169257590403	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:808	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:808	808	L. Marnef	Male	Adult	Whole mount	in collection	13/11/1960	1960	11	13	BE	Antwerp	Hoboken		ES97C	209604.93140000105	146861.41839999706	51.19641288299004	4.323857595380179	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:809	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:809	809		Male	Adult	Whole mount	in collection	13/3/1953	1953	3	13	BE	Luik	Embourg	Sauheid	FS80A	142936.79560000074	235650.58770000192	50.59083905847433	5.578399906630971	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:810	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:810	810	L. Marnef	Female	Adult	Whole mount	in collection	13/4/1972	1972	4	13	BE	Antwerp	Hoboken		ES97C	209604.93140000105	146861.41839999706	51.19641288299004	4.323857595380179	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:811	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:811	811	R. Tollet	Female	Adult	Whole mount	in collection	13/7/1940	1940	7	13	BE	Luik	Pepinster		FS90B	142659.62689999866	250646.49629999694	50.58595812107203	5.790065642418313	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:812	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:812	812	R. Tollet	Male	Adult	Whole mount	in collection	13/8/1948	1948	8	13	BE	Henegouwen	Ghlin	Bois de Ghlin	ER69C	130150.66530000044	115377.31629999727	50.481149577591914	3.880917659929081	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:813	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:813	813	Cl. Segers	Female	Adult	Whole mount	in collection	13/8/1978	1978	8	13	BE	Luxemburg	Musson	Mussy-la-Ville	FQ99C	27779.5	243553.95359999692	49.55446585273984	5.66166635193034	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:814	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:814	814	Cl. Segers	Male	Adult	Whole mount	in collection	13/8/1978	1978	8	13	BE	Luxemburg	Musson	Mussy-la-Ville	FQ99C	27779.5	243553.95359999692	49.55446585273984	5.66166635193034	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:815	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:815	815	A. Collart	Female	Adult	Whole mount	in collection	13/9/1945	1945	9	13	BE	Namen	Hastiére-Lavaux	Trou des Nutons (B.57)	FR26D	98953.85759999977	179829.75710000098	50.20094001066618	4.786568548898753	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:816	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:816	816	A. Collart	Male	Adult	Whole mount	in collection	14/6/1937	1937	6	14	BE	West Flanders	Koksijde	Bad	DS76D	201729.95949999988	31652.726199999448	51.113538128414405	2.6785638824236195	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:817	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:817	817	R. Tollet	Male	Adult	Whole mount	in collection	14/8/1942	1942	8	14	BE			Forêt de Soignes (de Vuylbeek)	ES92B	164507.80200000107	151026.7729000002	50.79103769697872	4.383313667769996	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:818	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:818	818	R. Tollet	Female	Adult	Whole mount	in collection	14/8/1942	1942	8	14	BE			Forêt de Soignes (de Vuylbeek)	ES92B	164507.80200000107	151026.7729000002	50.79103769697872	4.383313667769996	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:819	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:819	819		Female	Adult	Whole mount	in collection	15/10/1941	1941	10	15	BE	East Flanders	Gent	Sint-Amandsberg	ES55A	195344.79320000112	106576.54039999844	51.06661661343593	3.7492658563690693	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:820	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:820	820		Male	Adult	Whole mount	in collection	15/10/1941	1941	10	15	BE	East Flanders	Gent	Sint-Amandsberg	ES55A	195344.79320000112	106576.54039999844	51.06661661343593	3.7492658563690693	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:821	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:821	821	P. Vanschuytbroeck	Female	Adult	Whole mount	in collection	15/12/1941	1941	12	15	BE	Brussels	Ixelles		ES93D	169508.13789999858	151119.3395999968	50.83598850241617	4.384642333258973	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:822	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:822	822		Female	Adult	Whole mount	in collection	15/4/1941	1941	4	15	BE	East Flanders	Gent	Sint-Amandsberg	ES55A	195344.79320000112	106576.54039999844	51.06661661343593	3.7492658563690693	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:823	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:823	823	A. Collart	Female	Adult	Whole mount	in collection	15/4/1946	1946	4	15	BE	Flemish Brabant	Tervuren	Park	FS03D	169322.90199999884	161119.9055000022	50.83421730251272	4.526605514916008	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
RBINS:modirisk:collection:824	Event	en	https://creativecommons.org/licenses/by-nc/4.0/	RBINS	http://www.inbo.be/en/norms-for-data-use	RBINS	RINS Additional Collection	MODIRISK:RBINS Diptera: Culicidae Collection	RBINS	PreservedSpecimen	RBINS:modirisk:collection:824	824	E. Janmoulle	Female	Adult	Whole mount	in collection	15/4/1972	1972	4	15	BE	Brussels	Watermaal		ES92B	164507.80200000107	151026.7729000002	50.79103769697872	4.383313667769996	WGS84	centroid of respective UTM square given	Wouter Dekoninck	Culex pipiens	Culex pipiens Linnaeus, 1758	Animalia	Culex	pipiens	ICZN
