"type","language","license","eventID","rightsHolder","accessRights","institutionCode","datasetName","ownerInstitutionCode","basisOfREcord","countryCode","Municipality","kingdom","nomenclaturalCode","locality","parentEventID","eventDate"
"event","en","https://creativecommons.org/licenses/by-nc/4.0/","modirisk:maasmechelen:mA2:10","RBINS","http://www.inbo.be/en/norms-for-data-use","RBINS","MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study","RBINS","humanObservation","BE","Maasmechelen","Animalia","ICZN","MA2","Maasmechelen:MA2","24/08/2009"
"event","en","https://creativecommons.org/licenses/by-nc/4.0/","modirisk:maasmechelen:mA2:11","RBINS","http://www.inbo.be/en/norms-for-data-use","RBINS","MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study","RBINS","humanObservation","BE","Maasmechelen","Animalia","ICZN","MA2","Maasmechelen:MA2","7/09/2009"
"event","en","https://creativecommons.org/licenses/by-nc/4.0/","modirisk:maasmechelen:mA2:12","RBINS","http://www.inbo.be/en/norms-for-data-use","RBINS","MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study","RBINS","humanObservation","BE","Maasmechelen","Animalia","ICZN","MA2","Maasmechelen:MA2","21/09/2009"
"event","en","https://creativecommons.org/licenses/by-nc/4.0/","modirisk:maasmechelen:mA2:13","RBINS","http://www.inbo.be/en/norms-for-data-use","RBINS","MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study","RBINS","humanObservation","BE","Maasmechelen","Animalia","ICZN","MA2","Maasmechelen:MA2","5/10/2009"
"event","en","https://creativecommons.org/licenses/by-nc/4.0/","modirisk:maasmechelen:mA2:14","RBINS","http://www.inbo.be/en/norms-for-data-use","RBINS","MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study","RBINS","humanObservation","BE","Maasmechelen","Animalia","ICZN","MA2","Maasmechelen:MA2","12/10/2009"
"event","en","https://creativecommons.org/licenses/by-nc/4.0/","modirisk:maasmechelen:mA2:2","RBINS","http://www.inbo.be/en/norms-for-data-use","RBINS","MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study","RBINS","humanObservation","BE","Maasmechelen","Animalia","ICZN","MA2","Maasmechelen:MA2","4/05/2009"
"event","en","https://creativecommons.org/licenses/by-nc/4.0/","modirisk:maasmechelen:mA2:3","RBINS","http://www.inbo.be/en/norms-for-data-use","RBINS","MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study","RBINS","humanObservation","BE","Maasmechelen","Animalia","ICZN","MA2","Maasmechelen:MA2","18/05/2009"
"event","en","https://creativecommons.org/licenses/by-nc/4.0/","modirisk:maasmechelen:mA2:4","RBINS","http://www.inbo.be/en/norms-for-data-use","RBINS","MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study","RBINS","humanObservation","BE","Maasmechelen","Animalia","ICZN","MA2","Maasmechelen:MA2","1/06/2009"
"event","en","https://creativecommons.org/licenses/by-nc/4.0/","modirisk:maasmechelen:mA2:5","RBINS","http://www.inbo.be/en/norms-for-data-use","RBINS","MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study","RBINS","humanObservation","BE","Maasmechelen","Animalia","ICZN","MA2","Maasmechelen:MA2","15/06/2009"
"event","en","https://creativecommons.org/licenses/by-nc/4.0/","modirisk:maasmechelen:mA2:6","RBINS","http://www.inbo.be/en/norms-for-data-use","RBINS","MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study","RBINS","humanObservation","BE","Maasmechelen","Animalia","ICZN","MA2","Maasmechelen:MA2","29/06/2009"
"event","en","https://creativecommons.org/licenses/by-nc/4.0/","modirisk:maasmechelen:mA2:7","RBINS","http://www.inbo.be/en/norms-for-data-use","RBINS","MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study","RBINS","humanObservation","BE","Maasmechelen","Animalia","ICZN","MA2","Maasmechelen:MA2","13/07/2009"
"event","en","https://creativecommons.org/licenses/by-nc/4.0/","modirisk:maasmechelen:mA2:8","RBINS","http://www.inbo.be/en/norms-for-data-use","RBINS","MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study","RBINS","humanObservation","BE","Maasmechelen","Animalia","ICZN","MA2","Maasmechelen:MA2","27/07/2009"
"event","en","https://creativecommons.org/licenses/by-nc/4.0/","modirisk:maasmechelen:mA2:9","RBINS","http://www.inbo.be/en/norms-for-data-use","RBINS","MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study","RBINS","humanObservation","BE","Maasmechelen","Animalia","ICZN","MA2","Maasmechelen:MA2","10/08/2009"
