X,Y,TAG,POINT_X,POINT_Y
228735.58410000056,38048.059000000358,FR70D,228735.58410000001,38048.05900000000
224007.03119999915,53136.781199999154,FR71A,224007.03120000000,53136.78120000000
229006.4226000011,53046.317699998617,FR71B,229006.42259999999,53046.31770000000
223916.59340000153,48137.311299998313,FR71C,223916.59340000001,48137.31130000000
228916.03679999709,48046.952700000256,FR71D,228916.03680000000,48046.95270000000
224188.21729999781,63135.572700001299,FR72A,224188.21729999999,63135.57270000000
229187.51380000263,63044.898899998516,FR72B,229187.51379999999,63044.89890000000
224097.57240000367,58136.200699999928,FR72C,224097.57240000000,58136.20070000000
229096.91489999741,58045.632100000978,FR72D,229096.91490000000,58045.63210000000
224369.81849999726,73134.186799999326,FR73A,224369.81849999999,73134.18680000000
229369.03209999949,73043.302200000733,FR73B,229369.03210000001,73043.30220000001
224278.96589999646,68134.900400001556,FR73C,224278.96590000001,68134.90040000000
229278.21949999779,68044.121300000697,FR73D,229278.21950000001,68044.12130000000
224551.83579999954,83132.647599998862,FR74A,224551.83580000000,83132.64760000000
229550.97879999876,83041.551600001752,FR74B,229550.97880000001,83041.55160000001
224460.77499999851,78133.434799998999,FR74C,224460.77499999999,78133.43480000000
229459.95189999789,78042.444499999285,FR74D,229459.95189999999,78042.44450000000
224734.27070000023,93130.979400001466,FR75A,224734.27069999999,93130.97940000000
229733.35509999841,93039.671300001442,FR75B,229733.35509999999,93039.67130000000
224643.00100000203,88131.828099999577,FR75C,224643.00099999999,88131.82810000000
229642.11320000142,88040.6261,FR75D,229642.11319999999,88040.62609999999
224917.12409999967,103129.20650000125,FR76A,224917.12409999999,103129.20650000000
229916.16210000217,103037.68569999933,FR76B,229916.16209999999,103037.68570000000
224825.64500000328,98130.104499999434,FR76C,224825.64499999999,98130.10450000000
229824.70459999889,98038.690200001001,FR76D,229824.70460000000,98038.69020000000
225100.397399999,113127.35319999978,FR77A,225100.39739999999,113127.35320000000
230099.40110000223,113035.61919999868,FR77B,230099.40109999999,113035.61920000000
225008.70820000023,108128.28840000182,FR77C,225008.70819999999,108128.28840000000
230007.72749999911,108036.66099999845,FR77D,230007.72750000001,108036.66099999999
225284.09179999679,123125.4439000003,FR78A,225284.09179999999,123125.44390000000
230283.07339999825,123033.49599999934,FR78B,230283.07339999999,123033.49600000000
225192.1919,118126.40399999917,FR78C,225192.19190000001,118126.40399999999
230191.18299999833,118034.56309999898,FR78D,230191.18299999999,118034.56310000000
225468.20840000361,133123.50299999863,FR79A,225468.20840000000,133123.50300000000
230467.18020000309,133031.34059999883,FR79B,230467.18020000000,133031.34060000000
225376.0971999988,128124.47590000182,FR79C,225376.09719999999,128124.47590000000
230375.07240000367,128032.42080000043,FR79D,230375.07240000000,128032.42080000001
233825.14959999919,42957.336899999529,FR80A,233825.14960000000,42957.33690000000
238824.43259999901,42867.196400001645,FR80B,238824.43260000000,42867.19640000000
233735.03450000286,37957.969399999827,FR80C,233735.03450000001,37957.96940000000
238734.37590000033,37867.939500000328,FR80D,238734.37590000001,37867.93950000000
234005.70750000328,52955.904699999839,FR81A,234005.70749999999,52955.90470000000
239004.88300000131,52865.542500000447,FR81B,239004.88300000000,52865.54250000000
233915.37389999628,47956.647700000554,FR81C,233915.37390000001,47956.64770000000
238914.60159999877,47866.396299999207,FR81D,238914.60159999999,47866.39630000000
234186.70350000262,62954.2696999982,FR82A,234186.70350000000,62954.26970000000
239185.78350000083,62863.685100000352,FR82B,239185.78349999999,62863.68510000000
234096.15070000291,57955.111099999398,FR82C,234096.15070000000,57955.11110000000
239095.27690000087,57864.637699998915,FR82D,239095.27690000000,57864.63770000000
234368.13870000094,72952.456000000238,FR83A,234368.13870000001,72952.45600000001
239367.1352000013,72861.648499999195,FR83B,239367.13519999999,72861.64850000000
234277.36609999835,67953.38369999826,FR83C,234277.36610000001,67953.38370000001
239276.4028000012,67862.68769999966,FR83D,239276.40280000001,67862.68770000000
234550.01439999789,82950.487900000066,FR84A,234550.01439999999,82950.48789999999
239548.9394999966,82859.456799998879,FR84B,239548.93950000001,82859.45680000000
234459.02139999717,77951.489799998701,FR84C,234459.02140000000,77951.48980000000
239457.98070000112,77860.570500001311,FR84D,239457.98069999999,77860.57050000000
234732.33169999719,92948.389499999583,FR85A,234732.33170000001,92948.38950000001
239731.1977000013,92857.134300000966,FR85B,239731.19769999999,92857.13430000001
234641.11770000309,87949.453499998897,FR85C,234641.11770000000,87949.45350000000
239640.01179999858,87858.310400001705,FR85D,239640.01180000001,87858.31040000000
234915.09200000018,102946.18519999832,FR86A,234915.09200000000,102946.18520000001
239913.91089999676,102854.7051,FR86B,239913.91089999999,102854.70510000001
234823.65640000254,97947.299100000411,FR86C,234823.65640000001,97947.29910000000
239822.497299999,97855.931499999017,FR86D,239822.49729999999,97855.93150000001
235098.29649999738,112943.89930000156,FR87A,235098.29650000000,112943.89930000000
240097.08049999923,112852.19379999861,FR87B,240097.08050000001,112852.19379999999
235006.63859999925,107945.05099999905,FR87C,235006.63860000001,107945.05100000001
240005.43850000203,107853.45820000023,FR87D,240005.43849999999,107853.45819999999
235281.94640000165,122941.5561,FR88A,235281.94639999999,122941.55610000000
240280.70769999921,122849.62449999899,FR88B,240280.70770000000,122849.62450000001
235190.06570000201,117942.7333999984,FR88C,235190.06570000001,117942.73340000000
240188.83680000156,117850.91479999945,FR88D,240188.83679999999,117850.91480000000
235466.04309999943,132939.18010000139,FR89A,235466.04310000001,132939.18010000000
240464.79389999807,132847.02169999853,FR89B,240464.79389999999,132847.02170000001
235373.93879999965,127940.37070000172,FR89C,235373.93880000000,127940.37070000000
240372.69330000132,127848.32580000162,FR89D,240372.69330000001,127848.32580000001
243823.60350000113,42777.112700000405,FR90A,243823.60350000000,42777.11270000000
248822.65910000354,42687.086100000888,FR90B,248822.65909999999,42687.08610000000
243733.60520000011,37777.96950000152,FR90C,243733.60519999999,37777.96950000000
248732.71930000186,37688.059599999338,FR90D,248732.71930000000,37688.05960000000
244003.94590000063,52775.231100000441,FR91A,244003.94589999999,52775.23110000000
249002.89329999685,52684.970699999481,FR91B,249002.89330000000,52684.97070000000
243913.71700000018,47776.198899999261,FR91C,243913.71700000000,47776.19890000000
248912.71700000018,47686.055500000715,FR91D,248912.71700000000,47686.05550000000
244184.75050000101,62773.145399998873,FR92A,244184.75049999999,62773.14540000000
249183.60180000216,62682.650600001216,FR92B,249183.60180000000,62682.65060000000
244094.29039999843,57774.212200000882,FR92C,244094.29040000000,57774.21220000000
249093.18819999695,57683.834699999541,FR92D,249093.18820000000,57683.83470000000
244366.01850000024,72770.879700001329,FR93A,244366.01850000001,72770.87970000001
249364.78570000082,72680.149900000542,FR93B,249364.78570000001,72680.14990000000
244275.32660000026,67772.033500000834,FR93C,244275.32660000000,67772.03350000001
249274.13419999927,67681.421300001442,FR93D,249274.13420000000,67681.42130000000
244547.75119999796,82768.45850000158,FR94A,244547.75120000000,82768.45849999999
249546.44640000165,82677.493000000715,FR94B,249546.44639999999,82677.49300000000
244456.82670000196,77769.68699999899,FR94C,244456.82670000001,77769.68700000001
249455.55640000105,77678.83940000087,FR94D,249455.55640000000,77678.83940000000
244729.94979999959,92765.90569999814,FR95A,244729.94980000000,92765.90570000000
249728.58519999683,92674.70380000025,FR95B,249728.58520000000,92674.70380000000
244638.79219999909,87767.197000000626,FR95C,244638.79220000000,87767.19700000000
249637.45600000024,87676.113400001079,FR95D,249637.45600000001,87676.11340000000
244912.61569999903,102763.2456,FR96A,244912.61569999999,102763.24559999999
249911.20340000093,102671.80680000037,FR96B,249911.20340000000,102671.80680000001
244821.22429999709,97764.58749999851,FR96C,244821.22430000000,97764.58749999999
249819.8342999965,97673.267299998552,FR96D,249819.83429999999,97673.26730000001
245095.75010000169,112760.50259999931,FR97A,245095.75010000000,112760.50260000001
250094.30219999701,112668.82629999891,FR97B,250094.30220000001,112668.82630000000
245004.12420000136,107761.88300000131,FR97C,245004.12419999999,107761.88300000000
250002.69259999692,107670.32550000027,FR97D,250002.69260000001,107670.32550000001
245279.35429999977,122757.70120000094,FR98A,245279.35430000001,122757.70120000000
250277.883100003,122665.78649999946,FR98B,250277.88310000001,122665.78650000000
245187.4934,117759.10770000145,FR98C,245187.49340000001,117759.10769999999
250186.03230000287,117667.31230000034,FR98D,250186.03229999999,117667.31230000001
245463.42970000207,132754.86560000107,FR99A,245463.42970000001,132754.86559999999
250461.94730000198,132662.71189999953,FR99B,250461.94730000000,132662.71189999999
245371.33299999684,127756.28610000014,FR99C,245371.33300000001,127756.28610000000
250369.85469999909,127664.25200000033,FR99D,250369.85470000000,127664.25199999999
155657.35580000281,144414.31740000099,FS00A,155657.35579999999,144414.31740000000
160657.5374,144322.01379999891,FS00B,160657.53740000000,144322.01379999999
155565.08609999716,139414.10590000078,FS00C,155565.08609999999,139414.10590000000
160565.26299999654,139321.86699999869,FS00D,160565.26300000001,139321.86700000000
155842.08479999751,154414.76240000129,FS01A,155842.08480000001,154414.76240000001
160842.28499999642,154322.3291000016,FS01B,160842.28500000000,154322.32910000000
155749.68860000372,149414.53519999981,FS01C,155749.68859999999,149414.53520000001
160749.87799999863,149322.16690000147,FS01D,160749.87800000000,149322.16690000001
156027.06759999692,164415.25710000098,FS02A,156027.06760000001,164415.25709999999
161027.29860000312,164322.69359999895,FS02B,161027.29860000001,164322.69360000000
155934.54439999908,159415.00200000033,FS02C,155934.54440000001,159415.00200000001
160934.75850000232,159322.50360000134,FS02D,160934.75850000000,159322.50360000000
156212.30510000139,174415.82609999925,FS03A,156212.30510000000,174415.82610000001
161212.57940000296,174323.13199999928,FS03B,161212.57939999999,174323.13200000001
156119.65439999849,169415.53079999983,FS03C,156119.65440000000,169415.53080000001
161119.90550000221,169322.90199999884,FS03D,161119.90549999999,169322.90200000000
156397.79819999635,184416.49419999868,FS04A,156397.79819999999,184416.49419999999
161398.12810000032,184323.66890000179,FS04B,161398.12810000000,184323.66889999999
156305.0196999982,179416.14620000124,FS04C,156305.01970000000,179416.14619999999
161305.32020000368,179323.38659999892,FS04D,161305.32019999999,179323.38660000000
156583.54789999872,194417.28610000014,FS05A,156583.54790000001,194417.28610000000
161583.94579999894,194324.32919999957,FS05B,161583.94579999999,194324.32920000001
156490.64100000262,189416.87310000136,FS05C,156490.64100000000,189416.87310000000
161491.00320000201,189323.98209999874,FS05D,161491.00320000001,189323.98209999999
156769.55520000309,204418.22659999877,FS06A,156769.55520000000,204418.22659999999
161770.03350000083,204325.13749999925,FS06B,161770.03349999999,204325.13750000001
156676.51929999888,199417.73620000109,FS06C,156676.51930000001,199417.73620000001
161676.95579999685,199324.71330000088,FS06D,161676.95580000000,199324.71330000000
156955.82100000232,214419.34070000052,FS07A,156955.82100000000,214419.34070000000
161956.39209999889,214326.11899999902,FS07B,161956.39210000000,214326.11900000001
156862.65569999814,209418.76040000096,FS07C,156862.65570000000,209418.76040000000
161863.17890000343,209325.60509999841,FS07D,161863.17890000000,209325.60509999999
157142.34629999846,224420.65309999883,FS08A,157142.34630000000,224420.65310000000
162143.02269999683,224327.2982,FS08B,162143.02270000000,224327.29819999999
157049.05120000243,219419.97049999982,FS08C,157049.05119999999,219419.97050000000
162049.67339999974,219326.68230000138,FS08D,162049.67340000000,219326.68229999999
157329.13220000267,234422.18879999965,FS09A,157329.13219999999,234422.18880000000
162329.92629999667,234328.70039999858,FS09B,162329.92629999999,234328.70040000000
157235.70660000294,229421.39139999822,FS09C,157235.70660000000,229421.39139999999
162236.44030000269,229327.96990000084,FS09D,162236.44029999999,229327.96990000000
165657.65259999782,144229.7041000016,FS10A,165657.65260000000,144229.70410000000
170657.69860000163,144137.38830000162,FS10B,170657.69860000000,144137.38829999999
165565.37380000204,139229.625,FS10C,165565.37380000000,139229.62500000000
170565.41529999673,139137.38,FS10D,170565.41529999999,139137.38000000000
165842.41860000044,154229.8834999986,FS11A,165842.41860000000,154229.88350000000
170842.48269999772,154137.42570000142,FS11B,170842.48269999999,154137.42569999999
165750.00090000033,149229.78920000046,FS11C,165750.00090000001,149229.78920000000
170750.05430000275,149137.40260000154,FS11D,170750.05429999999,149137.40260000000
166027.46289999783,164230.11160000041,FS12A,166027.46290000001,164230.11160000000
171027.55730000138,164137.51139999926,FS12B,171027.55729999999,164137.51139999999
165934.90590000153,159229.9899999984,FS12C,165934.90590000001,159229.98999999999
170934.98359999806,159137.461,FS12D,170934.98360000001,159137.46100000001
166212.78660000116,174230.41310000047,FS13A,166212.78659999999,174230.41310000001
171212.92379999906,174137.6697999984,FS13B,171212.92379999999,174137.66980000000
166120.08980000019,169230.25169999897,FS13C,166120.08979999999,169230.25169999999
171120.20400000364,169137.57990000024,FS13D,171120.20400000000,169137.57990000001
166398.39069999754,184230.81280000135,FS14A,166398.39069999999,184230.81280000001
171398.58299999684,184137.92590000108,FS14B,171398.58300000001,184137.92590000000
166305.55359999835,179230.59919999912,FS14C,166305.55360000001,179230.59920000000
171305.71670000255,179137.78409999982,FS14D,171305.71669999999,179137.78409999999
166584.27610000223,194231.33520000055,FS15A,166584.27609999999,194231.33520000000
171584.53589999676,194138.30429999903,FS15B,171584.53589999999,194138.30429999999
166491.29819999635,189231.05710000172,FS15C,166491.29819999999,189231.05710000001
171491.52260000259,189138.09820000082,FS15D,171491.52260000000,189138.09820000001
166770.44389999658,204232.00519999862,FS16A,166770.44390000001,204232.00520000001
171770.78360000253,204138.82979999855,FS16B,171770.78360000000,204138.82980000001
166677.3246999979,199231.65019999817,FS16C,166677.32470000000,199231.65020000000
171677.6229000017,199138.5471,FS16D,171677.62289999999,199138.54710000000
166956.89519999921,214232.84769999981,FS17A,166956.89520000000,214232.84770000001
171957.32720000297,214139.5271999985,FS17B,171957.32720000000,214139.52720000001
166863.63409999758,209232.40340000018,FS17C,166863.63410000000,209232.40340000001
171864.01829999685,209139.15549999848,FS17D,171864.01830000000,209139.15549999999
167143.63090000302,224233.88769999892,FS18A,167143.63089999999,224233.88769999999
172144.16770000011,224140.42159999907,FS18B,172144.16769999999,224140.42160000000
167050.22749999911,219233.34149999917,FS18C,167050.22750000001,219233.34150000001
172050.71029999852,219139.94830000028,FS18D,172050.71030000001,219139.94829999999
167330.65209999681,234235.1499999985,FS19A,167330.65210000001,234235.14999999999
172331.30610000342,234141.53779999912,FS19B,172331.30609999999,234141.53779999999
167237.10570000112,229234.48950000107,FS19C,167237.10569999999,229234.48950000000
172237.69960000366,229140.95039999858,FS19D,172237.69959999999,229140.95040000000
175657.67220000178,144045.06670000032,FS20A,175657.67220000000,144045.06670000000
180657.57020000368,143952.73930000141,FS20B,180657.57019999999,143952.73929999999
175565.38459999859,139045.13230000064,FS20C,175565.38459999999,139045.13230000000
180565.27839999646,138952.88179999962,FS20D,180565.27840000001,138952.88180000000
175842.47399999946,154044.95600000024,FS21A,175842.47399999999,154044.95600000001
180842.38960000128,153952.47419999912,FS21B,180842.38959999999,153952.47420000000
175750.0353000015,149045.00690000132,FS21C,175750.03529999999,149045.00690000001
180749.94060000032,148952.60240000114,FS21D,180749.94060000000,148952.60240000000
176027.57890000194,164044.89290000126,FS22A,176027.57889999999,164044.89290000001
181027.52440000325,163952.25629999861,FS22B,181027.52439999999,163952.25630000001
175934.98849999905,159044.91690000147,FS22C,175934.98850000001,159044.91690000001
180934.91749999672,158952.35779999942,FS22D,180934.91750000001,158952.35780000000
176212.9878000021,174044.9021999985,FS23A,176212.98780000000,174044.90220000001
181212.9755000025,173952.1101000011,FS23B,181212.97550000000,173952.11009999999
176120.2452000007,169044.88690000027,FS23C,176120.24520000000,169044.88690000001
181120.21029999852,168952.17269999906,FS23D,181120.21030000001,168952.17270000000
176398.70180000365,184045.0084999986,FS24A,176398.70180000001,184045.00850000000
181398.74409999698,183952.06060000136,FS24B,181398.74410000001,183952.06060000000
176305.80659999698,179044.94170000032,FS24C,176305.80660000001,179044.94170000000
181305.8200000003,178952.07180000097,FS24D,181305.82000000001,178952.07180000001
176584.72190000117,194045.23660000041,FS25A,176584.72190000000,194045.23660000000
181584.83120000362,193952.13230000064,FS25B,181584.83119999999,193952.13230000000
176491.67350000143,189045.10579999909,FS25C,176491.67350000000,189045.10579999999
181491.7478,188952.07970000058,FS25D,181491.74780000001,188952.07970000000
176771.0493,204045.61140000075,FS26A,176771.04930000001,204045.61139999999
181771.23789999634,203952.35000000149,FS26B,181771.23790000001,203952.35000000001
176677.8471999988,199045.40410000086,FS26C,176677.84719999999,199045.40410000001
181677.9944999963,198952.22140000015,FS26D,181677.99450000000,198952.22140000001
176957.68490000069,214046.1576000005,FS27A,176957.68489999999,214046.15760000001
181957.9654000029,213952.73869999871,FS27B,181957.96539999999,213952.73869999999
176864.32850000262,209045.86149999872,FS27C,176864.32850000000,209045.86150000000
181864.56149999797,208952.52149999887,FS27D,181864.56150000001,208952.52150000000
177144.63000000268,224046.9,FS28A,177144.63000000000,224046.89999999999
182145.01470000297,223953.32310000062,FS28B,182145.01470000000,223953.32310000001
177051.11869999766,219046.502700001,FS28C,177051.11869999999,219046.50270000001
182051.4496999979,218953.00490000099,FS28D,182051.44970000000,218953.00490000000
177331.88549999893,234047.8638000004,FS29A,177331.88550000000,234047.86379999999
182332.38690000027,233954.1283,FS29B,182332.38690000001,233954.12830000001
177238.21890000254,229047.35269999877,FS29C,177238.21890000001,229047.35269999999
182238.6603000015,228953.69660000131,FS29D,182238.66029999999,228953.69660000000
185657.38970000297,143860.40619999915,FS30A,185657.38970000000,143860.40620000000
190657.12749999762,143768.06760000065,FS30B,190657.12750000000,143768.06760000001
185565.09390000254,138860.628800001,FS30C,185565.09390000001,138860.62880000001
190564.82779999822,138768.37330000103,FS30D,190564.82780000000,138768.37330000001
185842.22640000284,153859.98059999943,FS31A,185842.22640000001,153859.98060000001
190841.98129999638,153767.47540000081,FS31B,190841.98130000001,153767.47540000000
185749.76720000058,148860.18910000101,FS31C,185749.76720000000,148860.18909999999
190749.51200000197,148767.76729999855,FS31D,190749.51199999999,148767.76730000001
186027.39069999754,163859.60170000046,FS32A,186027.39069999999,163859.60170000000
191027.17499999702,163766.92929999903,FS32B,191027.17499999999,163766.92929999999
185934.76749999821,158859.78379999846,FS32C,185934.76749999999,158859.78380000000
190934.53559999913,158767.1950000003,FS32D,190934.53560000000,158767.19500000001
186212.8838,173859.29399999976,FS33A,186212.88380000001,173859.29399999999
191212.70970000327,173766.454,FS33B,191212.70970000001,173766.45400000000
186120.09610000253,168859.43739999831,FS33C,186120.09610000000,168859.43740000000
191119.89959999919,168766.68129999936,FS33D,191119.89960000000,168766.68130000000
186398.70669999719,183859.08240000159,FS34A,186398.70670000001,183859.08240000001
191398.58659999818,183766.07400000095,FS34B,191398.58660000001,183766.07399999999
186305.75400000066,178859.17469999939,FS34C,186305.75399999999,178859.17470000000
191305.6053000018,178766.25050000101,FS34D,191305.60530000000,178766.25049999999
186584.86050000042,193858.99139999971,FS35A,186584.86050000001,193858.99140000000
191584.80680000037,193765.81419999897,FS35B,191584.80679999999,193765.81419999999
186491.74220000207,188859.02030000091,FS35C,186491.74220000001,188859.02030000000
191491.65380000323,188765.9276,FS35D,191491.65380000000,188765.92760000000
186771.34640000015,203859.046,FS36A,186771.34640000001,203859.04600000000
191771.37150000036,203765.69940000027,FS36B,191771.37150000001,203765.69940000001
186678.06189999729,198858.9990000017,FS36C,186678.06190000000,198858.99900000001
191678.04599999636,198765.73719999939,FS36D,191678.04600000000,198765.73720000000
186958.16529999673,213859.27089999989,FS37A,186958.16529999999,213859.27090000000
191958.28170000017,213765.7544,FS37B,191958.28169999999,213765.75440000001
186864.71410000324,208859.13569999859,FS37C,186864.71410000001,208859.13570000001
191864.78339999914,208765.7041000016,FS37D,191864.78339999999,208765.70410000000
187145.31859999895,223859.69099999964,FS38A,187145.31860000000,223859.69099999999
192145.53869999945,223766.00400000066,FS38B,192145.53870000000,223766.00399999999
187051.70009999722,218859.45499999821,FS38C,187051.70009999999,218859.45499999999
192051.86680000275,218765.85330000147,FS38D,192051.86679999999,218765.85329999999
187332.80730000138,233860.33130000159,FS39A,187332.80729999999,233860.33129999999
192333.14360000193,233766.47309999913,FS39B,192333.14360000001,233766.47310000000
187239.02099999785,228859.98209999874,FS39C,187239.02100000001,228859.98209999999
192239.2976000011,228766.20949999988,FS39D,192239.29759999999,228766.20950000000
195656.78069999814,143675.72360000014,FS40A,195656.78070000000,143675.72360000000
200656.34600000083,143583.37449999899,FS40B,200656.34599999999,143583.37450000001
195564.47720000148,138676.11549999937,FS40C,195564.47719999999,138676.11550000001
200564.03890000284,138583.85559999943,FS40D,200564.03890000001,138583.85560000001
195841.65119999647,153674.95870000124,FS41A,195841.65119999999,153674.95869999999
200841.2330000028,153582.43059999868,FS41B,200841.23300000001,153582.43059999999
195749.17199999839,148675.33700000122,FS41C,195749.17199999999,148675.33700000000
200748.74400000274,148582.89840000123,FS41D,200748.74400000001,148582.89840000001
196026.87389999628,163674.23930000141,FS42A,196026.87390000001,163674.23929999999
201026.48449999839,163581.53170000017,FS42B,201026.48449999999,163581.53169999999
195934.21840000153,158674.59180000052,FS42C,195934.21840000001,158674.59179999999
200933.81310000271,158581.97399999946,FS42D,200933.81310000000,158581.97399999999
196212.45009999722,173673.59,FS43A,196212.45009999999,173673.59000000000
201212.10180000216,173580.7023999989,FS43B,201212.10180000000,173580.70240000001
196119.61779999733,168673.90430000052,FS43C,196119.61780000001,168673.90429999999
201119.24740000069,168581.10680000111,FS43D,201119.24739999999,168581.10680000001
196398.38069999963,183673.03559999913,FS44A,196398.38070000001,183673.03560000000
201398.08590000123,183579.96730000153,FS44B,201398.08590000001,183579.96729999999
196305.37099999934,178673.29940000176,FS44C,196305.37100000001,178673.29939999999
201305.04789999872,178580.32149999961,FS44D,201305.04790000001,178580.32149999999
196584.6670999974,193672.60080000013,FS45A,196584.66709999999,193672.60079999999
201584.43810000271,193579.35130000114,FS45B,201584.43810000000,193579.35130000001
196491.47940000147,188672.80169999972,FS45C,196491.47940000001,188672.80170000001
201491.21589999646,188579.64290000126,FS45D,201491.21590000001,188579.64290000001
196771.3103,203672.3104000017,FS46A,196771.31030000001,203672.31039999999
201771.15950000286,203578.87909999862,FS46B,201771.15950000001,203578.87909999999
196677.94399999827,198672.43600000069,FS46C,196677.94399999999,198672.43599999999
201677.75259999931,198579.09569999948,FS46D,201677.75260000001,198579.09570000001
196958.31149999797,213672.18910000101,FS47A,196958.31150000001,213672.18909999999
201958.25140000135,213578.57539999858,FS47B,201958.25140000001,213578.57540000000
196864.76609999686,208672.22709999979,FS47C,196864.76610000001,208672.22709999999
201864.65910000354,208578.70459999889,FS47D,201864.65909999999,208578.70460000000
197145.6718999967,223672.26199999824,FS48A,197145.67189999999,223672.26199999999
202145.71490000188,223578.46519999951,FS48B,202145.71489999999,223578.46520000001
197051.94669999927,218672.19970000163,FS48C,197051.94670000000,218672.19970000000
202051.93659999967,218578.49460000172,FS48D,202051.93659999999,218578.49460000001
197333.3926,233672.55380000174,FS49A,197333.39259999999,233672.55379999999
202333.55129999667,233578.57339999825,FS49B,202333.55129999999,233578.57339999999
197239.4870999977,228672.37900000066,FS49C,197239.48710000000,228672.37899999999
202239.58640000224,228578.49049999937,FS49D,202239.58640000000,228578.49050000001
205655.82050000131,143491.02010000125,FS50A,205655.82050000000,143491.02009999999
210655.20109999925,143398.66090000048,FS50B,210655.20110000001,143398.66089999999
205563.50990000367,138491.59360000119,FS50C,205563.50990000000,138491.59359999999
210562.88710000366,138399.32970000058,FS50D,210562.88709999999,138399.32970000000
205840.72370000184,153489.89119999856,FS51A,205840.72370000000,153489.89120000001
210840.12009999901,153397.34070000052,FS51B,210840.12010000000,153397.34070000000
205748.22500000149,148490.45169999823,FS51C,205748.22500000001,148490.45170000001
210747.6120999977,148397.99689999968,FS51D,210747.61210000000,148397.99690000000
206026.00370000303,163488.80669999868,FS52A,206026.00370000000,163488.80669999999
211025.42840000242,163396.06439999864,FS52B,211025.42840000000,163396.06440000000
205933.31650000066,158489.34180000052,FS52C,205933.31649999999,158489.34179999999
210932.7255000025,158396.69559999928,FS52D,210932.72550000000,158396.69560000001
206211.66179999709,173487.791099999,FS53A,206211.66180000000,173487.79110000000
211211.1269999966,173394.85649999976,FS53B,211211.12700000001,173394.85649999999
206118.78540000319,168488.28869999945,FS53C,206118.78539999999,168488.28870000000
211118.22879999876,168395.45030000061,FS53D,211118.22880000001,168395.45030000000
206397.69910000265,183486.86919999868,FS54A,206397.69910000000,183486.86919999999
211397.21710000187,183393.74159999937,FS54B,211397.21710000001,183393.74160000001
206304.63289999962,178487.3169,FS54C,206304.63290000000,178487.31690000001
211304.1230000034,178394.28590000048,FS54D,211304.12299999999,178394.28589999999
206584.11680000275,193486.0658,FS55A,206584.11679999999,193486.06580000001
211583.70009999722,193392.74460000172,FS55B,211583.70009999999,193392.74460000001
206490.86029999703,188486.45120000094,FS55C,206490.86030000000,188486.45120000001
211490.40940000117,188393.22679999843,FS55D,211490.40940000000,188393.22680000000
206770.91619999707,203485.40549999848,FS56A,206770.91620000001,203485.40549999999
211770.57710000128,203391.89009999856,FS56B,211770.57709999999,203391.89009999999
206677.46869999915,198485.71620000154,FS56C,206677.46870000000,198485.71620000000
211677.08929999918,198392.29789999872,FS56D,211677.08929999999,198392.29790000001
206958.09839999676,213484.91330000013,FS57A,206958.09839999999,213484.91329999999
211957.84939999878,213391.2029,FS57B,211957.84940000001,213391.20290000000
206864.45939999819,208485.13679999858,FS57C,206864.45939999999,208485.13680000001
211864.16380000114,208391.52400000021,FS57D,211864.16380000001,208391.52400000000
207145.66470000148,223484.6138000004,FS58A,207145.66469999999,223484.61379999999
212145.51820000261,223390.70809999853,FS58B,212145.51819999999,223390.70809999999
207051.83349999785,218484.7379,FS58C,207051.83350000001,218484.73790000001
212051.63409999758,218390.92990000173,FS58D,212051.63410000000,218390.92989999999
215654.48470000178,143306.29679999873,FS60A,215654.48470000000,143306.29680000001
220653.66820000112,143213.92810000107,FS60B,220653.66819999999,143213.92809999999
215562.16749999672,138307.06410000101,FS60C,215562.16750000001,138307.06409999999
220561.34799999744,138214.79699999839,FS60D,220561.34800000000,138214.79699999999
215839.41929999739,153304.77930000052,FS61A,215839.41930000001,153304.77929999999
220838.61810000241,153212.2071999982,FS61B,220838.61809999999,153212.20720000000
215746.90190000087,148305.53420000151,FS61C,215746.90190000000,148305.53419999999
220746.09149999917,148213.06390000135,FS61D,220746.09150000001,148213.06390000001
216024.755400002,163303.30510000139,FS62A,216024.75539999999,163303.30510000000
221023.98189999908,163210.52870000154,FS62B,221023.98190000001,163210.52870000000
215932.03710000217,158304.0353000015,FS62C,215932.03709999999,158304.03529999999
220931.24819999933,158211.361099999,FS62D,220931.24820000000,158211.36110000001
216210.49430000037,173301.898499999,FS63A,216210.49429999999,173301.89850000001
221209.76060000062,173208.91750000045,FS63B,221209.76060000001,173208.91750000001
216117.57440000027,168302.59180000052,FS63C,216117.57440000001,168302.59179999999
221116.81920000166,168209.71310000122,FS63D,221116.81920000000,168209.71309999999
216396.63700000197,183300.58449999988,FS64A,216396.63699999999,183300.58450000000
221395.95549999923,183207.39809999987,FS64B,221395.95550000001,183207.39809999999
216303.5150000006,178301.22839999944,FS64C,216303.51500000001,178301.22839999999
221302.80600000173,178208.14479999989,FS64D,221302.80600000001,178208.14480000001
216583.18490000069,193299.38769999892,FS65A,216583.18489999999,193299.38769999999
221582.56809999794,193205.99529999867,FS65B,221582.56810000000,193205.99530000001
216489.86020000279,188299.96990000084,FS65C,216489.86020000000,188299.96990000000
221489.20960000157,188206.68059999868,FS65D,221489.20960000000,188206.68059999999
216770.13920000196,203298.33269999921,FS66A,216770.13920000001,203298.33270000000
221769.59939999878,203204.73369999975,FS66B,221769.59940000001,203204.73370000001
