Subcollectie;scientificName;eventData;municipality;locality;Utm5km;recordedBy;identifiedBy;sex;lifestage;preparations;Veld12;catalogNumber;;Provincie
Supplementen;Culex pipiens Linnaeus, 1758;9/1942;Ukkel;;ES92B;Désiré C. Rifflard;Wouter Dekoninck;Female;Adult;Whole mount;3C-3-Culi-6;1021;;BR
Supplementen;Culex pipiens Linnaeus, 1758;9/1970;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Female;Adult;Whole mount;3C-3-Culi-6;1022;;BR
Supplementen;Culex pipiens Linnaeus, 1758;9/1970;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Female;Adult;Whole mount;3C-2-Culi-6;1023;;BR
Supplementen;Culex pipiens Linnaeus, 1758;9/5/1942; ;Forêt de Soignes (Rouge-Cloître);FS03C;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-3-Culi-6;1024;;
Supplementen;Culex pipiens Linnaeus, 1758;9/8/1942;Jemeppe-sur-Sambre; Onoz - Spy, Gr. de la Gare (B.52);FR19D;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-3-Culi-6;1025;;NA
Supplementen;Culex pipiens Linnaeus, 1758;9/8/1944;Sint-Genesius-Rode; Espinette Centrale;ES92C;P. Vanschuytbroeck;Wouter Dekoninck;Female;Adult;Whole mount;3C-2-Culi-6;1026;;VB
Supplementen;Culex pipiens Linnaeus, 1758;9/8/1944;Sint-Genesius-Rode; Espinette Centrale;ES92C;P. Vanschuytbroeck;Wouter Dekoninck;Male;Adult;Whole mount;3C-2-Culi-6;1027;;VB
Supplementen;Culex pipiens Linnaeus, 1758;9/8/1944;Sint-Genesius-Rode; Espinette Centrale;ES92C;P. Vanschuytbroeck;Wouter Dekoninck;Male;Adult;Whole mount;3C-1-Culi-6;1028;;VB
Supplementen;Culex pipiens Linnaeus, 1758;9/8/1944;Sint-Genesius-Rode; Espinette Centrale;ES92C;P. Vanschuytbroeck;Wouter Dekoninck;Female;Adult;Whole mount;3C-1-Culi-6;1029;;VB
Supplementen;Culex pipiens Linnaeus, 1758;9/9/1949;Stavelot; Hockai, Fagne de Longlou;GR08B;R. Tollet;Wouter Dekoninck;Male;Adult;Whole mount;3C-3-Culi-6;1030;;LG
Supplementen;Culex pipiens Linnaeus, 1758;9/9/1949;Stavelot; Hockai, Fagne de Longlou;GR08B;R. Tollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-3-Culi-6;1031;;LG
Supplementen;Culex pipiens Linnaeus, 1758;;Etterbeek;;ES93D;;;Female;Adult;Whole mount;3C-2-Culi-6;1032;;BR
Supplementen;Culex territans Walker, 1856;12/5/2006;Virelles; Etang de Virelles, Site B;ER94B;Marc Pollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-7-Culi-6;1033;;HT
Supplementen;Culex territans Walker, 1856;19/5/2006;Virelles; Etang de Virelles, Site B;ER94B;Marc Pollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-7-Culi-6;1034;;HT
Supplementen;Culex territans Walker, 1856;21/7/2006;Virelles; Etang de Virelles, Site C;ER94B;Marc Pollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-7-Culi-6;1035;;HT
Supplementen;Culex territans Walker, 1856;23/6/2006;Virelles; Etang de Virelles, Site A;ER94B;Marc Pollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-7-Culi-6;1036;;HT
Supplementen;Culex territans Walker, 1856;23/6/2006;Virelles; Etang de Virelles, Site C;ER94B;Marc Pollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-7-Culi-6;1037;;HT
Supplementen;Culex territans Walker, 1856;28/7/2006;Virelles; Etang de Virelles, Site C;ER94B;Marc Pollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-7-Culi-6;1038;;HT
Supplementen;Culex territans Walker, 1856;30/6/2006;Virelles; Etang de Virelles, Site C;ER94B;Marc Pollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-7-Culi-6;1039;;HT
Supplementen;Culex torrentium Martini, 1925;15/9/1957;Blankenberge;;ES08D;Michel Bequaert;Wouter Dekoninck;Female;Adult;Whole mount;3C-7-Culi-6;1040;;WV
Supplementen;Culiseta annulata (Schrank, 1776);1/11/1947;Kortenberg;;FS03B;F.G. Overlaet;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1041;;VB
Supplementen;Culiseta annulata (Schrank, 1776);1/11/1958;Blankenberge;;ES08D;Michel Bequaert;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1042;;WV
Supplementen;Culiseta annulata (Schrank, 1776);1/11/1960;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1043;;AN
Supplementen;Culiseta annulata (Schrank, 1776);1/12/1968;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1044;;AN
Supplementen;Culiseta annulata (Schrank, 1776);1/4/1911;Leuven;;FS13B;;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1045;;VB
Supplementen;Culiseta annulata (Schrank, 1776);1/9/1937;Gent; Afsnee;ES45D;;Michel Bequaert;Female;Adult;Whole mount;3C-8-Culi-6;1046;;OV
Supplementen;Culiseta annulata (Schrank, 1776);10/10/1922;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1047;;AN
Supplementen;Culiseta annulata (Schrank, 1776);10/11/1953;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1048;;AN
Supplementen;Culiseta annulata (Schrank, 1776);10/11/1960;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1049;;AN
Supplementen;Culiseta annulata (Schrank, 1776);10/2/1937;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1050;;BR
Supplementen;Culiseta annulata (Schrank, 1776);10/2/1937;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1051;;BR
Supplementen;Culiseta annulata (Schrank, 1776);11/10/1960;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1052;;AN
Supplementen;Culiseta annulata (Schrank, 1776);11/11/1960;Antwerpen;;ES97D;M. Claes;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1053;;AN
Supplementen;Culiseta annulata (Schrank, 1776);11/11/1960;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1054;;AN
Supplementen;Culiseta annulata (Schrank, 1776);11/1936;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1055;;BR
Supplementen;Culiseta annulata (Schrank, 1776);11/1937;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1056;;BR
Supplementen;Culiseta annulata (Schrank, 1776);11/1937;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1057;;BR
Supplementen;Culiseta annulata (Schrank, 1776);12/12/1937;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1058;;BR
Supplementen;Culiseta annulata (Schrank, 1776);12/12/1956;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1059;;AN
Supplementen;Culiseta annulata (Schrank, 1776);12/2/1913;Brussel;;ES93D;;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1060;;BR
Supplementen;Culiseta annulata (Schrank, 1776);12/3/1941;Gent; Sint-Amandsberg;ES55A;;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1061;;OV
Supplementen;Culiseta annulata (Schrank, 1776);12/9/1942; ;Forêt de Soignes (sentier des Pins);;R. Tollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1062;;
Supplementen;Culiseta annulata (Schrank, 1776);12/9/1942; ;Forêt de Soignes (sentier des Pins);;R. Tollet;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1063;;
Supplementen;Culiseta annulata (Schrank, 1776);12/9/1942; ;Forêt de Soignes (Rouge-Cloître);FS03C;R. Tollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1064;;
Supplementen;Culiseta annulata (Schrank, 1776);13/9/1968;Antwerpen; Borgerhout;FS07C;Cl. Segers;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1065;;AN
Supplementen;Culiseta annulata (Schrank, 1776);13/9/1968;Antwerpen; Borgerhout;FS07C;Cl. Segers;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1066;;AN
Supplementen;Culiseta annulata (Schrank, 1776);14/4/1943;Brussel;;ES93D;R. Tollet;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1067;;BR
Supplementen;Culiseta annulata (Schrank, 1776);15/8/1922;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1068;;AN
Supplementen;Culiseta annulata (Schrank, 1776);16/11/1960;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1069;;AN
Supplementen;Culiseta annulata (Schrank, 1776);16/12/1958;Oudergem;;FS03C;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1070;;BR
Supplementen;Culiseta annulata (Schrank, 1776);16/3/1974;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1071;;BR
Supplementen;Culiseta annulata (Schrank, 1776);17/11/1959;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1072;;AN
Supplementen;Culiseta annulata (Schrank, 1776);18/6/1961;Zoersel;;FS18D;L. Marnef;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1073;;AN
Supplementen;Culiseta annulata (Schrank, 1776);19/1/1946;Brussel;;ES93D;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1074;;BR
Supplementen;Culiseta annulata (Schrank, 1776);19/12/1959;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1075;;AN
Supplementen;Culiseta annulata (Schrank, 1776);19/9/1942; ;Forêt de Soignes (sentier du Bocq);;R. Tollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1076;;
Supplementen;Culiseta annulata (Schrank, 1776);2/10/1933;Moorsel;;ES74D;Antoine Ball;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1077;;OV
Supplementen;Culiseta annulata (Schrank, 1776);2/10/1936;Moorsel;;ES74D;Antoine Ball;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1078;;OV
Supplementen;Culiseta annulata (Schrank, 1776);2/11/1960;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1079;;AN
Supplementen;Culiseta annulata (Schrank, 1776);2/6/1968;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1080;;AN
Supplementen;Culiseta annulata (Schrank, 1776);2/9/1949;Oudergem;;FS03C;A. Collart;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1081;;BR
Supplementen;Culiseta annulata (Schrank, 1776);20/10/1916;Anhée; Maredsous (Denée);FR27D;;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1082;;NA
Supplementen;Culiseta annulata (Schrank, 1776);20/5/1926;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1083;;AN
Supplementen;Culiseta annulata (Schrank, 1776);20/7/1935;Malmedy;;KA89D;A. Collart;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1084;;LG
Supplementen;Culiseta annulata (Schrank, 1776);21/10/1953;Oudergem;;FS03C;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1085;;BR
Supplementen;Culiseta annulata (Schrank, 1776);22/10/1947;Berlare; Overmere;ES65B;Michel Bequaert;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1086;;OV
Supplementen;Culiseta annulata (Schrank, 1776);22/11/1942;Bomal; Gr. de Juzaine (B.56);;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1087;;BW
Supplementen;Culiseta annulata (Schrank, 1776);22/11/1942;Izier; Trou sans Nom (B.30);FR88C;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1088;;LX
Supplementen;Culiseta annulata (Schrank, 1776);22/12/1936;Gesves; Grotte de Goyet;FR48B;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1089;;NA
Supplementen;Culiseta annulata (Schrank, 1776);22/3/1896;Sint-Pieters-Woluwe;;FS03C;E. Coucke;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1090;;BR
Supplementen;Culiseta annulata (Schrank, 1776);22/8/1922;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1091;;AN
Supplementen;Culiseta annulata (Schrank, 1776);22/8/1922;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1092;;AN
Supplementen;Culiseta annulata (Schrank, 1776);22/8/1959;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1093;;AN
Supplementen;Culiseta annulata (Schrank, 1776);23/10/1913;Brussel;;ES93D;;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1094;;BR
Supplementen;Culiseta annulata (Schrank, 1776);23/10/1913;Brussel;;ES93D;;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1095;;BR
Supplementen;Culiseta annulata (Schrank, 1776);23/8/1938;Rijswijk (Zuid-Holland);;;F.G. Overlaet;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1096;;
Supplementen;Culiseta annulata (Schrank, 1776);23/8/1952;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1097;;AN
Supplementen;Culiseta annulata (Schrank, 1776);23/8/1956;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1098;;AN
Supplementen;Culiseta annulata (Schrank, 1776);24/3/1921;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1099;;AN
Supplementen;Culiseta annulata (Schrank, 1776);24/3/1973;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1100;;BR
Supplementen;Culiseta annulata (Schrank, 1776);24/5/1961;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1101;;AN
Supplementen;Culiseta annulata (Schrank, 1776);24/7/1894;Brasschaat;;FS08C;;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1102;;AN
Supplementen;Culiseta annulata (Schrank, 1776);24/7/1942; ;Forêt de Soignes (sentier Les trois Fontaines);ES91A;R. Tollet;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1103;;
Supplementen;Culiseta annulata (Schrank, 1776);25/2/1962;Antwerpen;;ES97D;C. J. Segers;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1104;;AN
Supplementen;Culiseta annulata (Schrank, 1776);25/3/1892;Destelbergen;;ES55B;J. Verbeke;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1105;;OV
Supplementen;Culiseta annulata (Schrank, 1776);25/6/1948;Saint-Hubert; Mirwart, Bords du Parfondry;FR64A;R. Tollet;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1106;;LX
Supplementen;Culiseta annulata (Schrank, 1776);25/8/1922;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1107;;AN
Supplementen;Culiseta annulata (Schrank, 1776);25/8/1922;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1108;;AN
Supplementen;Culiseta annulata (Schrank, 1776);25/8/1961;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1109;;BR
Supplementen;Culiseta annulata (Schrank, 1776);25/9/1936;Moorsel;;ES74D;Antoine Ball;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1110;;OV
Supplementen;Culiseta annulata (Schrank, 1776);26/10/1950;Antwerpen;Zandvliet (Schoor);ES99C;/ Jolivet;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1111;;AN
Supplementen;Culiseta annulata (Schrank, 1776);26/10/1971;Oudergem;;FS03C;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1112;;BR
Supplementen;Culiseta annulata (Schrank, 1776);26/3/1943;Yvoir;;FR37B;Georges Marlier;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1113;;NA
Supplementen;Culiseta annulata (Schrank, 1776);26/7/1942;Bonheiden; Rijmenam;FS15C;Georges Marlier;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1114;;AN
Supplementen;Culiseta annulata (Schrank, 1776);26/8/1952;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1115;;AN
Supplementen;Culiseta annulata (Schrank, 1776);26/9/1955;Antwerpen;;ES97D;L. Van Dijck;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1116;;AN
Supplementen;Culiseta annulata (Schrank, 1776);27/4/1943;Brugge; Sint-Andries;ES17C;/ Crèvecoeur;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1117;;WV
Supplementen;Culiseta annulata (Schrank, 1776);27/8/1934;Merelbeke;;ES54A;A. Collart;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1118;;OV
Supplementen;Culiseta annulata (Schrank, 1776);27/8/1942; ;Forêt de Soignes (Rouge-Cloître);FS03C;A. Collart;Wouter Dekoninck;Female;Caterpillar;Whole mount;3C-8-Culi-6;1119;;
Supplementen;Culiseta annulata (Schrank, 1776);27/8/1953;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1120;;AN
Supplementen;Culiseta annulata (Schrank, 1776);28/10/1953;Oudergem;;FS03C;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1121;;BR
Supplementen;Culiseta annulata (Schrank, 1776);28/3/1942;Oudergem; Fôret;FS03C;R. Tollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1122;;BR
Supplementen;Culiseta annulata (Schrank, 1776);28/3/1974;Watermaal;;ES92B;E. Janmoulle;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1123;;BR
Supplementen;Culiseta annulata (Schrank, 1776);28/7/2006;Virelles; Etang de Virelles, Site A;ER94B;Marc Pollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1124;;HT
Supplementen;Culiseta annulata (Schrank, 1776);29/10/1933;Moorsel;;ES74D;Antoine Ball;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1125;;OV
Supplementen;Culiseta annulata (Schrank, 1776);29/10/1933;Moorsel;;ES74D;Antoine Ball;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1126;;OV
Supplementen;Culiseta annulata (Schrank, 1776);30/6/1926;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1127;;AN
Supplementen;Culiseta annulata (Schrank, 1776);30/6/2006;Virelles; Etang de Virelles, Site A;ER94B;Marc Pollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1128;;HT
Supplementen;Culiseta annulata (Schrank, 1776);31/3/1923;Mol; Postel;FS58C;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1129;;AN
Supplementen;Culiseta annulata (Schrank, 1776);31/3/1939;Ixelles;;ES93D;D. Streel;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1130;;BR
Supplementen;Culiseta annulata (Schrank, 1776);4/11/1950;Ixelles;;ES93D;;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1131;;BR
Supplementen;Culiseta annulata (Schrank, 1776);4/11/1960;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1132;;AN
Supplementen;Culiseta annulata (Schrank, 1776);4/11/1960;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1133;;AN
Supplementen;Culiseta annulata (Schrank, 1776);5/1/1957;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1134;;AN
Supplementen;Culiseta annulata (Schrank, 1776);5/2/1960;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1135;;AN
Supplementen;Culiseta annulata (Schrank, 1776);5/5/1896;Oudergem; Rouge-Cloître;FS03C;E. Coucke;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1136;;BR
Supplementen;Culiseta annulata (Schrank, 1776);5/8/2006;Virelles; Etang de Virelles, Site A;ER94B;Marc Pollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1137;;HT
Supplementen;Culiseta annulata (Schrank, 1776);6/11/1960;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1138;;AN
Supplementen;Culiseta annulata (Schrank, 1776);7/1925;Ukkel;;ES92B;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1139;;BR
Supplementen;Culiseta annulata (Schrank, 1776);7/1925;Ukkel;;ES92B;Guilliaume Severin;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1140;;BR
Supplementen;Culiseta annulata (Schrank, 1776);7/2/1913;Francorchamps; Le Fagnoû;GR19C;;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1141;;LG
Supplementen;Culiseta annulata (Schrank, 1776);7/9/1941;Gent; Sint-Amandsberg;ES55A;;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1142;;OV
Supplementen;Culiseta annulata (Schrank, 1776);8/1938;Forest;;ES93C;P. Mertens;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1143;;BR
Supplementen;Culiseta annulata (Schrank, 1776);9/10/1975;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1144;;AN
Supplementen;Culiseta annulata (Schrank, 1776);9/1942;Ukkel;;ES92B;Désiré C. Rifflard;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1145;;BR
Supplementen;Culiseta annulata (Schrank, 1776);9/2/1913;Francorchamps; Le Fagnoû;GR19C;;Wouter Dekoninck;Female;Adult;Whole mount;3C-8-Culi-6;1146;;LG
Supplementen;Culiseta annulata (Schrank, 1776);9/9/1960;Hoboken;;ES97C;L. Marnef;Wouter Dekoninck;Male;Adult;Whole mount;3C-8-Culi-6;1147;;AN
Supplementen;Culiseta morsitans (Theobald, 1901);1/9/2006;Virelles; Etang de Virelles, Site B;ER94B;Marc Pollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-9-Culi-6;1148;;HT
Supplementen;Culiseta morsitans (Theobald, 1901);1/9/2006;Virelles; Etang de Virelles, Site B;ER94B;Marc Pollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-9-Culi-6;1149;;HT
Supplementen;Culiseta morsitans (Theobald, 1901);11/8/2006;Virelles; Etang de Virelles, Site C;ER94B;Marc Pollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-9-Culi-6;1150;;HT
Supplementen;Culiseta morsitans (Theobald, 1901);12/5/2006;Virelles; Etang de Virelles, Site B;ER94B;Marc Pollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-9-Culi-6;1151;;HT
Supplementen;Culiseta morsitans (Theobald, 1901);12/5/2006;Virelles; Etang de Virelles, Site B;ER94B;Marc Pollet;Wouter Dekoninck;Male;Adult;Whole mount;3C-9-Culi-6;1152;;HT
Supplementen;Culiseta morsitans (Theobald, 1901);18/6/1948;Huy; Ben-Ahin, Ravin de Solières;FR59A;R. Tollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-9-Culi-6;1153;;LG
Supplementen;Culiseta morsitans (Theobald, 1901);18/6/1948;Huy; Ben-Ahin, Ravin de Solières;FR59A;R. Tollet;Wouter Dekoninck;Male;Adult;Whole mount;3C-9-Culi-6;1154;;LG
Supplementen;Culiseta morsitans (Theobald, 1901);18/8/2006;Virelles; Etang de Virelles, Site B;ER94B;Marc Pollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-9-Culi-6;1155;;HT
Supplementen;Culiseta morsitans (Theobald, 1901);18/8/2006;Virelles; Etang de Virelles, Site A;ER94B;Marc Pollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-9-Culi-6;1156;;HT
Supplementen;Culiseta morsitans (Theobald, 1901);2/6/1942; ;Forêt de Soignes (sentier Les Trois Fontaines);ES91A;R. Tollet;Wouter Dekoninck;Male;Adult;Whole mount;3C-9-Culi-6;1157;;
Supplementen;Culiseta morsitans (Theobald, 1901);21/5/1943; ;Forêt de Soignes (Grasdelle);ES92B;R. Tollet;Wouter Dekoninck;Male;Adult;Whole mount;3C-9-Culi-6;1158;;
Supplementen;Culiseta morsitans (Theobald, 1901);21/5/1943; ;Forêt de Soignes (Grasdelle);ES92B;R. Tollet;Wouter Dekoninck;Female;Adult;Whole mount;3C-9-Culi-6;1159;;
Supplementen;Culiseta morsitans (Theobald, 1901);21/6/1936;Bomal-sur-Ourthe; Juzaine;FR88C;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-9-Culi-6;1160;;LX
Supplementen;Culiseta morsitans (Theobald, 1901);21/6/1936;Bomal-sur-Ourthe; Juzaine;FR88C;A. Collart;Wouter Dekoninck;Male;Adult;Whole mount;3C-9-Culi-6;1161;;LX
Supplementen;Culiseta morsitans (Theobald, 1901);25/6/1936;Bomal-sur-Ourthe; Juzaine;FR88C;A. Collart;Wouter Dekoninck;Male;Adult;Whole mount;3C-9-Culi-6;1162;;LX
Supplementen;Culiseta morsitans (Theobald, 1901);25/6/1943;Gembloux; Bossière;FR29A;A. Collart;Wouter Dekoninck;Female;Adult;Whole mount;3C-9-Culi-6;1163;;NA
Supplementen;Culiseta morsitans (Theobald, 1901);25/6/1943;Gembloux; Bossière;FR29A;A. Collart;Wouter Dekoninck;Male;Adult;Whole mount;3C-9-Culi-6;1164;;NA
