Subcollectie;scientificName;eventData;municipality;locality;Utm5km;recordedBy;identifiedBy;sex;lifestage;preparations;Veld12;catalogNumber;;Provincie
Coll. M. Bequaert;Ochlerotatus geniculatus (Olivier, 1791);14/6/1955;Melle;;ES55D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-2-Culi-6;333;;OV
Coll. M. Bequaert;Ochlerotatus geniculatus (Olivier, 1791);16/5/1952;Melle;;ES55D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-2-Culi-6;334;;OV
Coll. M. Bequaert;Ochlerotatus geniculatus (Olivier, 1791);17/5/1955;Melle;;ES55D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;335;;OV
Coll. M. Bequaert;Ochlerotatus geniculatus (Olivier, 1791);19/5/1952;Melle;;ES55D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-2-Culi-6;336;;OV
Coll. M. Bequaert;Ochlerotatus geniculatus (Olivier, 1791);2/6/1955;Melle;;ES55D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-2-Culi-6;337;;OV
Coll. M. Bequaert;Ochlerotatus geniculatus (Olivier, 1791);20/5/1952;Melle;;ES55D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-2-Culi-6;338;;OV
Coll. M. Bequaert;Ochlerotatus geniculatus (Olivier, 1791);21/7/1951;Rouvroy; Torgny;FQ88A;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;339;;LX
Coll. M. Bequaert;Ochlerotatus geniculatus (Olivier, 1791);24/7/1947;Onhaye; Falaën;FR36A;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-2-Culi-6;340;;NA
Coll. M. Bequaert;Ochlerotatus geniculatus (Olivier, 1791);26/5/1955;Melle;;ES55D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-2-Culi-6;341;;OV
Coll. M. Bequaert;Ochlerotatus geniculatus (Olivier, 1791);26/5/1955;Melle;;ES55D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;342;;OV
Coll. M. Bequaert;Ochlerotatus geniculatus (Olivier, 1791);26/5/1958;Melle;;ES55D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;343;;OV
Coll. M. Bequaert;Ochlerotatus geniculatus (Olivier, 1791);28/5/1958;Melle;;ES55D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;344;;OV
Coll. M. Bequaert;Ochlerotatus geniculatus (Olivier, 1791);28/5/1958;Melle;;ES55D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;345;;OV
Coll. M. Bequaert;Ochlerotatus geniculatus (Olivier, 1791);28/7/1950;Virton; Ethe;FQ89B;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;346;;LX
Coll. M. Bequaert;Ochlerotatus geniculatus (Olivier, 1791);29/5/1958;Melle;;ES55D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;347;;OV
Coll. M. Bequaert;Ochlerotatus geniculatus (Olivier, 1791);8/6/1955;Melle;;ES55D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;348;;OV
Coll. M. Bequaert;Ochlerotatus punctor (Kirby, 1837);10/4/1937;Destelbergen;;ES55B;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-2-Culi-6;349;;OV
Coll. M. Bequaert;Ochlerotatus punctor (Kirby, 1837);11/4/1937;Destelbergen;;ES55B;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-2-Culi-6;350;;OV
Coll. M. Bequaert;Ochlerotatus punctor (Kirby, 1837);11/4/1939;Destelbergen;;ES55B;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-2-Culi-6;351;;OV
Coll. M. Bequaert;Ochlerotatus punctor (Kirby, 1837);12/4/1918;Gent; Sint-Amandsberg;ES55A;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;352;;OV
Coll. M. Bequaert;Ochlerotatus punctor (Kirby, 1837);13/4/1939;Destelbergen;;ES55B;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;353;;OV
Coll. M. Bequaert;Ochlerotatus punctor (Kirby, 1837);14/4/1937;Destelbergen;;ES55B;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-2-Culi-6;354;;OV
Coll. M. Bequaert;Ochlerotatus punctor (Kirby, 1837);17/4/1918;Gent; Sint-Amandsberg;ES55A;Maurice E. M. Goetghebuer;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;355;;OV
Coll. M. Bequaert;Ochlerotatus punctor (Kirby, 1837);20/4/1939;Melle;;ES55D;Maurice E. M. Goetghebuer;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;356;;OV
Coll. M. Bequaert;Ochlerotatus punctor (Kirby, 1837);27/4/1937;Waarschoot;;ES46A;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;357;;OV
Coll. M. Bequaert;Ochlerotatus punctor (Kirby, 1837);28/4/1937;Waarschoot;;ES46A;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;358;;OV
Coll. M. Bequaert;Ochlerotatus punctor (Kirby, 1837);5/5/1917;Destelbergen;;ES55B;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;359;;OV
Coll. M. Bequaert;Ochlerotatus punctor (Kirby, 1837);7/5/1942;Melle;;ES55D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-2-Cul-6;360;;OV
Coll. M. Bequaert;Ochlerotatus rusticus (Rossi, 1790);14/5/1920;Melle;;ES55D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;361;;OV
Coll. M. Bequaert;Ochlerotatus rusticus (Rossi, 1790);14/5/1920;Melle;;ES55D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;362;;OV
Coll. M. Bequaert;Ochlerotatus rusticus (Rossi, 1790);16/4/1937;Melle;;ES55D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-2-Culi-6;363;;OV
Coll. M. Bequaert;Ochlerotatus rusticus (Rossi, 1790);16/4/1939;Melle;;ES55D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-2-Culi-6;364;;OV
Coll. M. Bequaert;Ochlerotatus rusticus (Rossi, 1790);17/4/1937;Melle;;ES55D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;365;;OV
Coll. M. Bequaert;Ochlerotatus rusticus (Rossi, 1790);17/4/1937;Melle;;ES55D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-2-Culi-6;366;;OV
Coll. M. Bequaert;Ochlerotatus rusticus (Rossi, 1790);17/4/1939;Destelbergen;;ES55B;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-2-Culi-6;367;;OV
Coll. M. Bequaert;Ochlerotatus rusticus (Rossi, 1790);18/4/1939;Melle;;ES55D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-2-Culi-6;368;;OV
Coll. M. Bequaert;Ochlerotatus rusticus (Rossi, 1790);18/4/1939;Melle;;ES55D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;369;;OV
Coll. M. Bequaert;Ochlerotatus rusticus (Rossi, 1790);2/5/1937;Melle;;ES55D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;370;;OV
Coll. M. Bequaert;Ochlerotatus rusticus (Rossi, 1790);2/5/1937;Merelbeke; Munte, Bos;ES54C;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;371;;OV
Coll. M. Bequaert;Ochlerotatus rusticus (Rossi, 1790);2/5/1937;Merelbeke; Munte, Bos;ES54C;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-2-Culi-6;372;;OV
Coll. M. Bequaert;Ochlerotatus rusticus (Rossi, 1790);21/4/1937;Melle;;ES55D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;373;;OV
Coll. M. Bequaert;Ochlerotatus rusticus (Rossi, 1790);3/5/1937;Melle;;ES55D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;374;;OV
Coll. M. Bequaert;Ochlerotatus rusticus (Rossi, 1790);8/5/1945;Melle;;ES55D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-2-Culi-6;375;;OV
Coll. M. Bequaert;Ochlerotatus sticticus (Meigen, 1838);29/7/1942;Berlare; Overmere;ES65B;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;376;;OV
Coll. M. Goetghebuer;Aedes cinereus Meigen, 1818;1/6/1920;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;377;;OV
Coll. M. Goetghebuer;Aedes cinereus Meigen, 1818;10/6/1909;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;378;;OV
Coll. M. Goetghebuer;Aedes cinereus Meigen, 1818;10/6/1909;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-5-Culi-6;379;;OV
Coll. M. Goetghebuer;Aedes cinereus Meigen, 1818;17/6/1909;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;380;;OV
Coll. M. Goetghebuer;Aedes cinereus Meigen, 1818;18/9/1913;Eeklo;;ES37D;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-5-Culi-6;381;;OV
Coll. M. Goetghebuer;Aedes cinereus Meigen, 1818;20/6/1910;Virton;;FQ89A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;382;;LX
Coll. M. Goetghebuer;Aedes cinereus Meigen, 1818;24/5/1920;Melle;;ES55D;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-5-Culi-6;383;;OV
Coll. M. Goetghebuer;Aedes cinereus Meigen, 1818;28/7/1942;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;384;;OV
Coll. M. Goetghebuer;Aedes cinereus Meigen, 1818;3/6/1920;Melle;;ES55D;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;385;;OV
Coll. M. Goetghebuer;Aedes cinereus Meigen, 1818;30/5/1922;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-5-Culi-6;386;;OV
Coll. M. Goetghebuer;Aedes cinereus Meigen, 1818;8/6/1920;Drongen;;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;387;;OV
Coll. M. Goetghebuer;Aedes cinereus Meigen, 1818;8/6/1922;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;388;;OV
Coll. M. Goetghebuer;Aedes cinereus Meigen, 1818;8/6/1922;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-5-Culi-6;389;;OV
Coll. M. Goetghebuer;Aedes cinereus Meigen, 1818;9/6/1920;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;390;;OV
Coll. M. Goetghebuer;Aedes cinereus Meigen, 1818;9/6/1920;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-5-Culi-6;391;;OV
Coll. M. Goetghebuer;Aedes vexans (Meigen, 1830);10/6/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;392;;OV
Coll. M. Goetghebuer;Aedes vexans (Meigen, 1830);18/6/1941;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;393;;OV
Coll. M. Goetghebuer;Aedes vexans (Meigen, 1830);18/6/1941;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;394;;OV
Coll. M. Goetghebuer;Aedes vexans (Meigen, 1830);24/8/1944;Berlare; Overmere;ES65B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;395;;OV
Coll. M. Goetghebuer;Aedes vexans (Meigen, 1830);29/7/1942;Berlare; Overmere;ES65B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;396;;OV
Coll. M. Goetghebuer;Aedes vexans (Meigen, 1830);5/7/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;397;;OV
Coll. M. Goetghebuer;Anopheles atroparvus Van Thiel, 1927;7/1943;Antwerpen;Zandvliet;ES99C;;;Undefined;Egg;Microscopic preparation;3C--Culi-6;398;;AN
Coll. M. Goetghebuer;Anopheles atroparvus Van Thiel, 1927;7/1943;Antwerpen;Zandvliet;ES99C;;;Undefined;Larva;Microscopic preparation;3C--Culi-6;399;;AN
Coll. M. Goetghebuer;Anopheles atroparvus Van Thiel, 1927;7/1943;Antwerpen;Zandvliet;ES99C;;;Undefined;Nymph;Microscopic preparation;3C--Culi-6;400;;AN
Coll. M. Goetghebuer;Anopheles claviger (Meigen, 1804);13/5/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;401;;OV
Coll. M. Goetghebuer;Anopheles claviger (Meigen, 1804);16/8/1920;Lovendegem; Vinderhoute;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;402;;OV
Coll. M. Goetghebuer;Anopheles claviger (Meigen, 1804);17/6/1920;Drongen;;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;403;;OV
Coll. M. Goetghebuer;Anopheles claviger (Meigen, 1804);18/5/1919;La Hulpe;;FS02C;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;404;;BW
Coll. M. Goetghebuer;Anopheles claviger (Meigen, 1804);18/5/1919;La Hulpe;;FS02C;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;405;;BW
Coll. M. Goetghebuer;Anopheles claviger (Meigen, 1804);2/5/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;406;;OV
Coll. M. Goetghebuer;Anopheles claviger (Meigen, 1804);2/5/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;407;;OV
Coll. M. Goetghebuer;Anopheles claviger (Meigen, 1804);22/9/1913;Lovendegem; Vinderhoute;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;408;;OV
Coll. M. Goetghebuer;Anopheles claviger (Meigen, 1804);22/9/1913;Lovendegem; Vinderhoute;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;409;;OV
Coll. M. Goetghebuer;Anopheles claviger (Meigen, 1804);25/8/1909;Gent; Sint-Amandsberg;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;410;;OV
Coll. M. Goetghebuer;Anopheles claviger (Meigen, 1804);26/4/1921;Lovendegem; Vinderhoute;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;411;;OV
Coll. M. Goetghebuer;Anopheles claviger (Meigen, 1804);27/7/1916;Destelbergen; Heusden;ES55D;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;412;;OV
Coll. M. Goetghebuer;Anopheles claviger (Meigen, 1804);28/4/1921;Melle;;ES55D;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;413;;OV
Coll. M. Goetghebuer;Anopheles claviger (Meigen, 1804);28/9/1917;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;414;;OV
Coll. M. Goetghebuer;Anopheles claviger (Meigen, 1804);3/4/1921;Lovendegem; Vinderhoute;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;415;;OV
Coll. M. Goetghebuer;Anopheles claviger (Meigen, 1804);5/6/1920;Stavelot; Hockai;GR08B;;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;416;;LG
Coll. M. Goetghebuer;Anopheles claviger (Meigen, 1804);5/9/1909;Blankenberge;;ES08D;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;417;;WV
Coll. M. Goetghebuer;Anopheles claviger (Meigen, 1804);8/7/1913;Virton;;FQ89A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;418;;LX
Coll. M. Goetghebuer;Anopheles claviger (Meigen, 1804);8/9/1920;Melle;;ES55D;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;419;;OV
Coll. M. Goetghebuer;Anopheles maculipennis s.s. Meigen, 1818;1/9/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;420;;OV
Coll. M. Goetghebuer;Anopheles maculipennis s.s. Meigen, 1818;10/4/1920;Zaventem;;FS03A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;421;;VB
Coll. M. Goetghebuer;Anopheles maculipennis s.s. Meigen, 1818;10/9/1917;Destelbergen; Heusden;ES55D;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;422;;OV
Coll. M. Goetghebuer;Anopheles maculipennis s.s. Meigen, 1818;10/9/1917;Destelbergen; Heusden;ES55D;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;423;;OV
Coll. M. Goetghebuer;Anopheles maculipennis s.s. Meigen, 1818;12/6/1909;Gent; Sint-Amandsberg;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;424;;OV
Coll. M. Goetghebuer;Anopheles maculipennis s.s. Meigen, 1818;12/6/1922;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;425;;OV
Coll. M. Goetghebuer;Anopheles maculipennis s.s. Meigen, 1818;14/9/1915;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;426;;OV
Coll. M. Goetghebuer;Anopheles maculipennis s.s. Meigen, 1818;14/9/1924;Knokke-Heist; Knokke;ES18B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;427;;WV
Coll. M. Goetghebuer;Anopheles maculipennis s.s. Meigen, 1818;18/5/1916;Destelbergen; Heusden;ES55D;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;428;;OV
Coll. M. Goetghebuer;Anopheles maculipennis s.s. Meigen, 1818;2/9/1913;Berlare; Overmere;ES65B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;429;;OV
Coll. M. Goetghebuer;Anopheles maculipennis s.s. Meigen, 1818;2/9/1913;Berlare; Overmere;ES65B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;430;;OV
Coll. M. Goetghebuer;Anopheles maculipennis s.s. Meigen, 1818;22/10/1920;Destelbergen; Heusden;ES55D;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;431;;OV
Coll. M. Goetghebuer;Anopheles maculipennis s.s. Meigen, 1818;23/5/1911;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;432;;OV
Coll. M. Goetghebuer;Anopheles maculipennis s.s. Meigen, 1818;25/8/1909;Gent; Sint-Amandsberg;ES55A;;;Female;Adult;Whole mount;3C-2-Culi-6;433;;OV
Coll. M. Goetghebuer;Anopheles maculipennis s.s. Meigen, 1818;26/7/1934;Chiny;;FR61D;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;434;;LX
Coll. M. Goetghebuer;Anopheles maculipennis s.s. Meigen, 1818;27/7/1916;Destelbergen; Heusden;ES55D;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;435;;OV
Coll. M. Goetghebuer;Anopheles maculipennis s.s. Meigen, 1818;28/7/1942;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;436;;OV
Coll. M. Goetghebuer;Anopheles maculipennis s.s. Meigen, 1818;28/8/1912;Gent; Afsnee;ES45D;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;437;;OV
Coll. M. Goetghebuer;Anopheles maculipennis s.s. Meigen, 1818;31/7/1942;Destelbergen; Heusden;ES55D;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;438;;OV
Coll. M. Goetghebuer;Anopheles maculipennis s.s. Meigen, 1818;6/8/1942;Flobecq; Flobecq-bois;ES52C;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;439;;HT
Coll. M. Goetghebuer;Anopheles maculipennis s.s. Meigen, 1818;7/10/1920;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;440;;OV
Coll. M. Goetghebuer;Anopheles maculipennis s.s. Meigen, 1818;7/1922;Mol; Postel;FS58C;Guilliaume Severin;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;441;;AN
Coll. M. Goetghebuer;Anopheles maculipennis s.s. Meigen, 1818;8/5/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;442;;OV
Coll. M. Goetghebuer;Anopheles maculipennis s.s. Meigen, 1818;9/9/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;443;;OV
Coll. M. Goetghebuer;Anopheles plumbeus Stephens, 1828;10/7/1950;Grindelwald;;;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;444;;
Coll. M. Goetghebuer;Anopheles plumbeus Stephens, 1828;12/7/1938;Rouvroy; Torgny;FQ88A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-2-Culi-6;445;;LX
Coll. M. Goetghebuer;Anopheles plumbeus Stephens, 1828;17/4/1946;Destelbergen; Heusden;ES55D;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;446;;OV
Coll. M. Goetghebuer;Anopheles plumbeus Stephens, 1828;24/3/1946;Ninove;;ES73C;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;447;;OV
Coll. M. Goetghebuer;Anopheles plumbeus Stephens, 1828;24/3/1946;Ninove;;ES73C;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-2-Culi-6;448;;OV
Coll. M. Goetghebuer;Coquillettidia richiardii (Ficalbi, 1889);11/6/1923;Mol; Postel;FS58C;Guilliaume Severin;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;449;;AN
Coll. M. Goetghebuer;Coquillettidia richiardii (Ficalbi, 1889);11/7/1926;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;450;;OV
Coll. M. Goetghebuer;Coquillettidia richiardii (Ficalbi, 1889);11/8/1909;Gent; Sint-Amandsberg;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;451;;OV
Coll. M. Goetghebuer;Coquillettidia richiardii (Ficalbi, 1889);14/6/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;452;;OV
Coll. M. Goetghebuer;Coquillettidia richiardii (Ficalbi, 1889);14/6/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;453;;OV
Coll. M. Goetghebuer;Coquillettidia richiardii (Ficalbi, 1889);16/6/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;454;;OV
Coll. M. Goetghebuer;Coquillettidia richiardii (Ficalbi, 1889);16/6/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;455;;OV
Coll. M. Goetghebuer;Coquillettidia richiardii (Ficalbi, 1889);5/6/1917;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-3-Culi-6;456;;OV
Coll. M. Goetghebuer;Coquillettidia richiardii (Ficalbi, 1889);7/1922;Mol; Postel;FS58C;Guilliaume Severin;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;457;;AN
Coll. M. Goetghebuer;Coquillettidia richiardii (Ficalbi, 1889);8/7/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-3-Culi-6;458;;OV
