scientificName,accessRights,datasetName,ownerInstitutionCode,basisOfREcord,countryCode,geodeticDatum,kingdom,eventDate,year,locality,localityLatitude,LocalityLongitude,municipality,recordedBy,sex,lifestage,occurrenceID,georeferenceRemarks,decimalLongitude,decimalLatitude
Ochlerotatus communis,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,21/5/1943,1943,Forêt de Soignes (Grasdelle),,, ,R. Tollet,Female,Adult,RBINS:modirisk:collection:1231,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Ochlerotatus communis,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,25/4/1950,1950,"Hautes-Fagnes, Duzos-Moépa",,,Malmedy,A. Collart,Male,Adult,RBINS:modirisk:collection:1232,centroid of respective UTM square given,6.021724661417737,50.446360554788484
Ochlerotatus communis,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,3/5/1954,1954,Baraque de Fraiture,,,Vielsalm,,Female,Adult,RBINS:modirisk:collection:1233,centroid of respective UTM square given,5.911785334785364,50.26813163698805
Ochlerotatus communis,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,31/5/1918,1918,,,,Hoogstraten,Guilliaume Severin,Female,Adult,RBINS:modirisk:collection:1234,centroid of respective UTM square given,4.761610766531714,51.41546375551042
Ochlerotatus communis,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,6/5/1938,1938,"Yernée-Fraineux, Fraineux (Hautes-Fagnes)",,,Nandrin,A. Collart,Female,Adult,RBINS:modirisk:collection:1235,centroid of respective UTM square given,5.432627365251336,50.50402879527088
Ochlerotatus communis,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,9/1942,1942,,,,Ukkel,Désiré C. Rifflard,Female,Adult,RBINS:modirisk:collection:1236,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,1/7/1942,1942,Forêt de Soignes (sentier Les trois Fontaines),,, ,R. Tollet,Female,Adult,RBINS:modirisk:collection:1237,centroid of respective UTM square given,4.30988339942558,50.70195190564638
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,1/9/1950,1950,Mirwart,,,Saint-Hubert,R. Tollet,Male,Adult,RBINS:modirisk:collection:1238,centroid of respective UTM square given,5.270244038394412,50.057565282986666
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,10/7/1971,1971,,,,Watermaal,,Female,Adult,RBINS:modirisk:collection:1239,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,10/8/1918,1918,Forêt de Soignes,,, ,André Léon Tonnoir,Female,Adult,RBINS:modirisk:collection:1240,centroid of respective UTM square given,4.3819883970772535,50.74608651803466
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,10/9/1941,1941,Bergenkruis,,,Destelbergen,,Female,Adult,RBINS:modirisk:collection:1241,centroid of respective UTM square given,3.8206169257590403,51.06613746522118
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,10/9/1948,1948,"Hautes-Fagnes, Duzos-Moépa",,,Malmedy,R. Tollet,Female,Adult,RBINS:modirisk:collection:1242,centroid of respective UTM square given,6.021724661417737,50.446360554788484
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,11/6/1943,1943,Forêt de Soignes (Grasdelle),,, ,R. Tollet,Female,Adult,RBINS:modirisk:collection:1243,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,11/8/1959,1959,Torgny,,,Rouvroy,L. Marnef,Female,Adult,RBINS:modirisk:collection:1244,centroid of respective UTM square given,5.521229315316793,49.512632060712804
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/9/1941,1941,Forêt de Soignes (Rouge-Cloître),,, ,Jean Kekenbosch,Female,Adult,RBINS:modirisk:collection:1245,centroid of respective UTM square given,4.455625713577015,50.83512448461186
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,13/7/1943,1943,"Mirwart, Bords du Parfondry",,,Saint-Hubert,"P. Vanschuytbroeck, R. Tollet",Male,Adult,RBINS:modirisk:collection:1246,centroid of respective UTM square given,5.270244038394412,50.057565282986666
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,13/9/1941,1941,Bergenkruis,,,Destelbergen,,Female,Adult,RBINS:modirisk:collection:1247,centroid of respective UTM square given,3.8206169257590403,51.06613746522118
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,13/9/1941,1941,Bergenkruis,,,Destelbergen,,Female,Adult,RBINS:modirisk:collection:1248,centroid of respective UTM square given,3.8206169257590403,51.06613746522118
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,14/8/1942,1942,Forêt de Soignes (de Vuylbeek),,, ,R. Tollet,Female,Adult,RBINS:modirisk:collection:1249,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,15/3/1919,1919,,,,Turnhout,A. Boone,Female,Adult,RBINS:modirisk:collection:1250,centroid of respective UTM square given,4.97331976325267,51.32215861156251
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,15/4/1943,1943,Rijmenam,,,Bonheiden,A. Collart,Male,Adult,RBINS:modirisk:collection:1251,centroid of respective UTM square given,4.6037521532088395,51.01304905360272
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,15/4/1943,1943,Rijmenam,,,Bonheiden,A. Collart,Female,Adult,RBINS:modirisk:collection:1252,centroid of respective UTM square given,4.6037521532088395,51.01304905360272
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,15/7/1941,1941,Forêt de Soignes,,, ,A. Collart,Male,Adult,RBINS:modirisk:collection:1253,centroid of respective UTM square given,4.3819883970772535,50.74608651803466
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,15/7/1941,1941,Forêt de Soignes,,, ,A. Collart,Female,Adult,RBINS:modirisk:collection:1254,centroid of respective UTM square given,4.3819883970772535,50.74608651803466
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,15/9/1941,1941,Bergenkruis,,,Destelbergen,,Male,Adult,RBINS:modirisk:collection:1255,centroid of respective UTM square given,3.8206169257590403,51.06613746522118
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,15/9/1941,1941,Bergenkruis,,,Destelbergen,,Female,Adult,RBINS:modirisk:collection:1256,centroid of respective UTM square given,3.8206169257590403,51.06613746522118
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,16/6/1968,1968,,,,Watermaal,E. Janmoulle,Female,Adult,RBINS:modirisk:collection:1257,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,16/6/1973,1973,,,,Watermaal,E. Janmoulle,Female,Adult,RBINS:modirisk:collection:1258,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,16/9/1942,1942,Forêt de Soignes (Grasdelle),,, ,R. Tollet,Female,Adult,RBINS:modirisk:collection:1259,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,2/6/1942,1942,Forêt de Soignes (Rouge-Cloître),,, ,A. Collart,Female,Adult,RBINS:modirisk:collection:1260,centroid of respective UTM square given,4.455625713577015,50.83512448461186
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,2/7/1941,1941,Forêt de Soignes (Rouge-Cloître),,, ,A. Collart,Female,Adult,RBINS:modirisk:collection:1261,centroid of respective UTM square given,4.455625713577015,50.83512448461186
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,2/9/1942,1942,Forêt de Soignes (Rouge-Cloître),,, ,A. Collart,Female,Adult,RBINS:modirisk:collection:1262,centroid of respective UTM square given,4.455625713577015,50.83512448461186
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,mm/2007,2007,Het Leen,,,Eeklo,,Female,Adult,RBINS:modirisk:collection:1263,centroid of respective UTM square given,3.5367638348834762,51.20267118488701
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,21/6/1936,1936,,,,Watermaal,E. Janmoulle,Female,Adult,RBINS:modirisk:collection:1264,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,21/8/1942,1942,Forêt de Soignes (Chemin des Chevreuils),,, ,R. Tollet,Female,Adult,RBINS:modirisk:collection:1265,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,23/7/1941,1941,Forêt de Soignes (Rouge-Cloître),,, ,A. Collart,Female,Adult,RBINS:modirisk:collection:1266,centroid of respective UTM square given,4.455625713577015,50.83512448461186
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,23/7/1941,1941,Forêt de Soignes (Rouge-Cloître),,, ,A. Collart,Female,Adult,RBINS:modirisk:collection:1267,centroid of respective UTM square given,4.455625713577015,50.83512448461186
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,23/8/1961,1961,,,,Watermaal,E. Janmoulle,Female,Adult,RBINS:modirisk:collection:1268,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,23/9/1941,1941,Forêt de Soignes (Rouge-Cloître),,, ,A. Collart,Female,Adult,RBINS:modirisk:collection:1269,centroid of respective UTM square given,4.455625713577015,50.83512448461186
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,24/6/1941,1941,Forêt de Soignes (Rouge-Cloître),,, ,A. Collart,Female,Adult,RBINS:modirisk:collection:1270,centroid of respective UTM square given,4.455625713577015,50.83512448461186
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,24/6/1942,1942,Forêt de Soignes (Rouge-Cloître),,, ,A. Collart,Female,Adult,RBINS:modirisk:collection:1271,centroid of respective UTM square given,4.455625713577015,50.83512448461186
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,25/6/1935,1935,Bois du Calvaire,,,Malmedy,A. Collart,Female,Adult,RBINS:modirisk:collection:1272,centroid of respective UTM square given,6.021724661417737,50.446360554788484
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,25/8/1922,1922,,,,Hoogstraten,Guilliaume Severin,Female,Adult,RBINS:modirisk:collection:1273,centroid of respective UTM square given,4.761610766531714,51.41546375551042
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,25/8/1961,1961,,,,Watermaal,E. Janmoulle,Female,Adult,RBINS:modirisk:collection:1274,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,25/9/1942,1942,Forêt de Soignes (Grasdelle),,, ,R. Tollet,Female,Adult,RBINS:modirisk:collection:1275,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,26/6/1970,1970,,,,Tervuren,E. Janmoulle,Female,Adult,RBINS:modirisk:collection:1276,centroid of respective UTM square given,4.526605514916008,50.83421730251272
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,26/8/1936,1936,Colonster (ruisseau du Blanc Gravier),,,Embourg,A. Collart,Female,Adult,RBINS:modirisk:collection:1277,centroid of respective UTM square given,5.578399906630971,50.59083905847433
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,27/7/1948,1948,"Mirwart, Bords du Parfondry",,,Saint-Hubert,R. Tollet,Female,Adult,RBINS:modirisk:collection:1278,centroid of respective UTM square given,5.270244038394412,50.057565282986666
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,27/8/1933,1933,,,,Tervuren,A. Collart,Female,Adult,RBINS:modirisk:collection:1279,centroid of respective UTM square given,4.526605514916008,50.83421730251272
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,27/8/1942,1942,Forêt de Soignes (Rouge-Cloître),,, ,A. Collart,Male,Adult,RBINS:modirisk:collection:1280,centroid of respective UTM square given,4.455625713577015,50.83512448461186
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,28/7/1943,1943,Groenendaal (Patte d' oie),,,Hoeilaart,P. Vanschuytbroeck,Female,Adult,RBINS:modirisk:collection:1281,centroid of respective UTM square given,4.45283584283968,50.74522524612749
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,3/8/1943,1943,"Mirwart, Bords du Parfondry",,,Saint-Hubert,P. Vanschuytbroeck,Female,Adult,RBINS:modirisk:collection:1282,centroid of respective UTM square given,5.270244038394412,50.057565282986666
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,30/6/1943,1943,Poix-Saint-Hubert (Les Falîzes),,,Libin,R. Tollet,Male,Adult,RBINS:modirisk:collection:1283,centroid of respective UTM square given,5.266011831306146,49.96769550512361
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,4/9/1942,1942,Forêt de Soignes (Grasdelle),,, ,R. Tollet,Female,Adult,RBINS:modirisk:collection:1284,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,5/5/2006,2006,"Etang de Virelles, Site D",,,Virelles,Marc Pollet,Female,Adult,RBINS:modirisk:collection:1285,centroid of respective UTM square given,4.362509091146352,50.071774003320215
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,5/5/2006,2006,"Etang de Virelles, Site D",,,Virelles,Marc Pollet,Female,Adult,RBINS:modirisk:collection:1286,centroid of respective UTM square given,4.362509091146352,50.071774003320215
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,6/7/1913,1913,Lamorteau,,,Rouvroy,Maurice E. M. Goetghebuer,Female,Adult,RBINS:modirisk:collection:1287,centroid of respective UTM square given,5.521229315316793,49.512632060712804
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,7/7/1951,1951,,,,Oudergem,A. Collart,Female,Adult,RBINS:modirisk:collection:1288,centroid of respective UTM square given,4.455625713577015,50.83512448461186
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,9/7/1914,1914,Kinkempois,,,Liége,F. Carpentier,Female,Adult,RBINS:modirisk:collection:1289,centroid of respective UTM square given,5.578399906630971,50.59083905847433
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,9/7/1935,1935,Limelette,,,Ottignies-Louvain-la-Neuve,O. Sablon,Female,Adult,RBINS:modirisk:collection:1290,centroid of respective UTM square given,4.592994918308814,50.69842638519493
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,1/6/1950,1950,"Hautes Fagnes, Fagne Wallonne",,, ,A. Collart,Female,Adult,RBINS:modirisk:collection:1291,centroid of respective UTM square given,6.021724661417737,50.446360554788484
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,10/7/1951,1951,"Hautes-Fagnes, La Vecquée",,, ,R. Tollet,Female,Adult,RBINS:modirisk:collection:1292,centroid of respective UTM square given,6.07164316955903,50.53758366021253
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,10/7/1951,1951,Noir Flohai,,,Baelen,R. Tollet,Female,Adult,RBINS:modirisk:collection:1293,centroid of respective UTM square given,5.984678662039429,50.626107474784675
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,10/9/1948,1948,"Hockai, Ancienne frontière",,,Stavelot,"A. Collart, R. Tollet",Female,Adult,RBINS:modirisk:collection:1294,centroid of respective UTM square given,5.920039195430386,50.40285972003676
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,10/9/1948,1948,"Hautes-Fagnes, Duzos-Moépa",,,Malmedy,"A. Collart, R. Tollet",Female,Adult,RBINS:modirisk:collection:1295,centroid of respective UTM square given,6.021724661417737,50.446360554788484
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,11/6/1923,1923,Postel,,,Mol,Guilliaume Severin,Female,Adult,RBINS:modirisk:collection:1296,centroid of respective UTM square given,5.186294567506461,51.27340790203188
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,11/8/1954,1954,Baraque de Fraiture (Mare),,,Vielsalm,,Female,Adult,RBINS:modirisk:collection:1297,centroid of respective UTM square given,5.911785334785364,50.26813163698805
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,11/9/1948,1948,"Baraque Michel, Fontaine Perigny",,,Jalhay,R. Tollet,Female,Adult,RBINS:modirisk:collection:1298,centroid of respective UTM square given,5.981856049211471,50.53622479183088
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,11/9/1948,1948,"Baraque Michel, Fontaine Perigny",,,Jalhay,R. Tollet,Male,Adult,RBINS:modirisk:collection:1299,centroid of respective UTM square given,5.981856049211471,50.53622479183088
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,11/9/1950,1950,"Hautes-Fagnes, Chédires C",,, ,A. Collart,Male,Adult,RBINS:modirisk:collection:1300,centroid of respective UTM square given,6.021724661417737,50.446360554788484
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,11/9/1950,1950,"Hautes-Fagnes, Chédires D",,, ,A. Collart,Female,Adult,RBINS:modirisk:collection:1301,centroid of respective UTM square given,6.021724661417737,50.446360554788484
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,11/9/1950,1950,"Hautes-Fagnes, Chédires C",,, ,A. Collart,Female,Adult,RBINS:modirisk:collection:1302,centroid of respective UTM square given,6.021724661417737,50.446360554788484
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,11/9/1950,1950,"Hautes-Fagnes, Chédires C",,, ,A. Collart,Female,Adult,RBINS:modirisk:collection:1303,centroid of respective UTM square given,6.021724661417737,50.446360554788484
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/5/1950,1950,"Hautes-Fagnes, Chédires, Mare S",,, ,A. Collart,Female,Adult,RBINS:modirisk:collection:1304,centroid of respective UTM square given,6.021724661417737,50.446360554788484
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/5/1950,1950,"Hautes-Fagnes, Chédires, Mare S",,, ,A. Collart,Male,Adult,RBINS:modirisk:collection:1305,centroid of respective UTM square given,6.021724661417737,50.446360554788484
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/5/2006,2006,"Etang de Virelles, Site D",,,Virelles,Marc Pollet,Female,Adult,RBINS:modirisk:collection:1306,centroid of respective UTM square given,4.362509091146352,50.071774003320215
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/8/1922,1922,Postel,,,Mol,Guilliaume Severin,Female,Adult,RBINS:modirisk:collection:1307,centroid of respective UTM square given,5.186294567506461,51.27340790203188
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/8/1922,1922,Abdij van Postel,,,Mol,Guilliaume Severin,Female,Adult,RBINS:modirisk:collection:1308,centroid of respective UTM square given,5.186294567506461,51.27340790203188
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/9/1948,1948,"Hautes Fagnes, Les Six Hêtres",,,Hockai,"A. Collart, R. Tollet",Female,Adult,RBINS:modirisk:collection:1309,centroid of respective UTM square given,4.3819883970772535,50.74608651803466
