scientificName,accessRights,datasetName,ownerInstitutionCode,basisOfREcord,countryCode,geodeticDatum,kingdom,eventDate,year,locality,localityLatitude,LocalityLongitude,municipality,recordedBy,sex,lifestage,occurrenceID,georeferenceRemarks,decimalLongitude,decimalLatitude
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,1/7/1918,1918,Forêt de Soignes,,, ,André Léon Tonnoir,Female,Adult,RBINS:modirisk:collection:221,centroid of respective UTM square given,4.3819883970772535,50.74608651803466
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,11/5/1910,1910,,,,Destelbergen,Maurice E. M. Goetghebuer,Female,Adult,RBINS:modirisk:collection:222,centroid of respective UTM square given,3.8206169257590403,51.06613746522118
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,14/4/1921,1921,,,,Destelbergen,Maurice E. M. Goetghebuer,Male,Adult,RBINS:modirisk:collection:223,centroid of respective UTM square given,3.8206169257590403,51.06613746522118
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,14/7/1881,1881,,,,Hoeilaart,J. Jacobs,Male,Adult,RBINS:modirisk:collection:224,centroid of respective UTM square given,4.45283584283968,50.74522524612749
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,18/5/1909,1909,,,,Destelbergen,Maurice E. M. Goetghebuer,Male,Adult,RBINS:modirisk:collection:225,centroid of respective UTM square given,3.8206169257590403,51.06613746522118
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,21/5/1918,1918,Forêt de Soignes,,, ,André Léon Tonnoir,Female,Adult,RBINS:modirisk:collection:226,centroid of respective UTM square given,4.3819883970772535,50.74608651803466
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,5/5/1922,1922,Postel,,,Mol,André Léon Tonnoir,Female,Adult,RBINS:modirisk:collection:227,centroid of respective UTM square given,5.186294567506461,51.27340790203188
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,5/6/1918,1918,,,,Melsbroek,André Léon Tonnoir,Male,Adult,RBINS:modirisk:collection:228,centroid of respective UTM square given,4.458429907498498,50.92502221788491
Ochlerotatus rusticus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,1/5/1921,1921,Vinderhoute,,,Lovendegem,Maurice E. M. Goetghebuer,Male,Adult,RBINS:modirisk:collection:229,centroid of respective UTM square given,3.6779129208714627,51.06705221325617
Ochlerotatus rusticus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,1/5/1921,1921,Vinderhoute,,,Lovendegem,Maurice E. M. Goetghebuer,Female,Adult,RBINS:modirisk:collection:230,centroid of respective UTM square given,3.6779129208714627,51.06705221325617
Ochlerotatus rusticus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/5/1903,1903,Oostakker,,,Gent,Maurice E. M. Goetghebuer,Female,Adult,RBINS:modirisk:collection:231,centroid of respective UTM square given,3.7499926909175603,51.11157456372349
Ochlerotatus rusticus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/5/1909,1909,Sint-Amandsberg,,,Gent,Maurice E. M. Goetghebuer,Male,Adult,RBINS:modirisk:collection:232,centroid of respective UTM square given,3.7492658563690693,51.06661661343593
Ochlerotatus rusticus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,17/4/1921,1921,Vinderhoute,,,Lovendegem,Maurice E. M. Goetghebuer,Female,Adult,RBINS:modirisk:collection:233,centroid of respective UTM square given,3.6779129208714627,51.06705221325617
Ochlerotatus rusticus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,17/4/1921,1921,Vinderhoute,,,Lovendegem,Maurice E. M. Goetghebuer,Female,Adult,RBINS:modirisk:collection:234,centroid of respective UTM square given,3.6779129208714627,51.06705221325617
Ochlerotatus rusticus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,18/4/1903,1903,Oostakker,,,Gent,Maurice E. M. Goetghebuer,Female,Adult,RBINS:modirisk:collection:235,centroid of respective UTM square given,3.7499926909175603,51.11157456372349
Ochlerotatus rusticus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,18/4/1903,1903,Oostakker,,,Gent,Maurice E. M. Goetghebuer,Male,Adult,RBINS:modirisk:collection:236,centroid of respective UTM square given,3.7499926909175603,51.11157456372349
Ochlerotatus rusticus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,5/1902,1902,,,,Loppem,J. Jacobs,Female,Adult,RBINS:modirisk:collection:237,centroid of respective UTM square given,3.1787517025650516,51.158804654624845
Ochlerotatus sticticus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,25/3/1921,1921,,,,Destelbergen,Maurice E. M. Goetghebuer,Female,Adult,RBINS:modirisk:collection:238,centroid of respective UTM square given,3.8206169257590403,51.06613746522118
Ochlerotatus sticticus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,25/3/1921,1921,,,,Destelbergen,Maurice E. M. Goetghebuer,Male,Adult,RBINS:modirisk:collection:239,centroid of respective UTM square given,3.8206169257590403,51.06613746522118
Ochlerotatus sticticus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,5/5/1922,1922,Postel,,,Mol,Guilliaume Severin,Female,Adult,RBINS:modirisk:collection:240,centroid of respective UTM square given,5.186294567506461,51.27340790203188
Ochlerotatus sticticus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,5/5/1922,1922,Postel,,,Mol,Guilliaume Severin,Male,Adult,RBINS:modirisk:collection:241,centroid of respective UTM square given,5.186294567506461,51.27340790203188
Aedes cinereus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,31/5/1912,1912,,,,Destelbergen,Maurice E. M. Goetghebuer,Male,Adult,RBINS:modirisk:collection:242,centroid of respective UTM square given,3.8206169257590403,51.06613746522118
Aedes cinereus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,8/6/1922,1922,,,,Destelbergen,Maurice E. M. Goetghebuer,Female,Adult,RBINS:modirisk:collection:243,centroid of respective UTM square given,3.8206169257590403,51.06613746522118
Aedes vexans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,29/7/1942,1942,Overmere,,,Berlare,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:244,centroid of respective UTM square given,3.963312754704786,51.06504853625825
Anopheles claviger,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,1/9/1931,1931,,,,De Panne,Maurice E. M. Goetghebuer,Female,Adult,RBINS:modirisk:collection:245,centroid of respective UTM square given,2.6071350560616113,51.11331998954041
Anopheles claviger,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,16/10/1946,1946,,,,Melle,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:246,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Anopheles claviger,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,25/4/1934,1934,Waarschootbos,,,Waarschoot,Maurice E. M. Goetghebuer,Female,Adult,RBINS:modirisk:collection:247,centroid of respective UTM square given,3.6077366709859398,51.157362451328524
Anopheles claviger,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,25/8/1943,1943,Overmere,,,Berlare,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:248,centroid of respective UTM square given,3.963312754704786,51.06504853625825
Anopheles claviger,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,26/10/1932,1932,,,,Zeebrugge,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:249,centroid of respective UTM square given,3.1794504191719826,51.33864604809004
Anopheles claviger,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,29/7/1942,1942,Overmere,,,Berlare,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:250,centroid of respective UTM square given,3.963312754704786,51.06504853625825
Anopheles maculipennis,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,11/6/1923,1923,Postel,,,Mol,Guilliaume Severin,Female,Adult,RBINS:modirisk:collection:251,centroid of respective UTM square given,5.186294567506461,51.27340790203188
Anopheles maculipennis,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,25/8/1943,1943,Overmere,,,Berlare,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:252,centroid of respective UTM square given,3.963312754704786,51.06504853625825
Anopheles maculipennis,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,29/7/1942,1942,Overmere,,,Berlare,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:253,centroid of respective UTM square given,3.963312754704786,51.06504853625825
Anopheles maculipennis,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,30/8/1937,1937,Afsnee,,,Gent,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:254,centroid of respective UTM square given,3.6772569758437603,51.02209321382344
Anopheles maculipennis,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,5/6/1947,1947,Afsnee,,,Gent,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:255,centroid of respective UTM square given,3.6772569758437603,51.02209321382344
Anopheles maculipennis,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,7/1922,1922,Postel,,,Mol,Guilliaume Severin,Female,Adult,RBINS:modirisk:collection:256,centroid of respective UTM square given,5.186294567506461,51.27340790203188
Coquillettidia richiardii,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,11/7/1926,1926,,,,Destelbergen,Maurice E. M. Goetghebuer,Female,Adult,RBINS:modirisk:collection:257,centroid of respective UTM square given,3.8206169257590403,51.06613746522118
Coquillettidia richiardii,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,26/7/1933,1933,Heusden,,,Destelbergen,Maurice E. M. Goetghebuer,Female,Adult,RBINS:modirisk:collection:258,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Coquillettidia richiardii,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,26/7/1933,1933,Heusden,,,Destelbergen,Maurice E. M. Goetghebuer,Female,Adult,RBINS:modirisk:collection:259,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Coquillettidia richiardii,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,9/9/1951,1951,,,,Blankenberge,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:260,centroid of respective UTM square given,3.107565659854871,51.29377406094246
Culex hortensis,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,6/7/1947,1947,Nonceveux,,,Aywaille,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:261,centroid of respective UTM square given,5.711778936501925,50.452880822517095
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,1/10/1937,1937,,,,Gent,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:262,centroid of respective UTM square given,3.7492658563690693,51.06661661343593
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,1/9/1943,1943,,,,Gent,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:263,centroid of respective UTM square given,3.7492658563690693,51.06661661343593
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,10/3/1948,1948,,,,Gent,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:264,centroid of respective UTM square given,3.7492658563690693,51.06661661343593
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,10/3/1948,1948,,,,Gent,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:265,centroid of respective UTM square given,3.7492658563690693,51.06661661343593
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,2/10/1955,1955,,,,Blankenberge,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:266,centroid of respective UTM square given,3.107565659854871,51.29377406094246
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,26/8/1951,1951,,,,Zeebrugge,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:267,centroid of respective UTM square given,3.1794504191719826,51.33864604809004
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,29/4/1954,1954,,,,Frasnes,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:269,centroid of respective UTM square given,4.503611442757423,50.115004021943896
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,30/8/1937,1937,Afsnee,,,Gent,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:270,centroid of respective UTM square given,3.6772569758437603,51.02209321382344
Culiseta annulata,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,1/9/1943,1943,,,,Gent,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:271,centroid of respective UTM square given,3.7492658563690693,51.06661661343593
Culiseta annulata,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,10/12/1935,1935,,,,Gent,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:272,centroid of respective UTM square given,3.7492658563690693,51.06661661343593
Culiseta annulata,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,14/10/1951,1951,,,,Blankenberge,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:273,centroid of respective UTM square given,3.107565659854871,51.29377406094246
Culiseta annulata,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,2/5/1937,1937,"Munte, Bos",,,Merelbeke,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:274,centroid of respective UTM square given,3.7470965294677145,50.9317406321815
Culiseta annulata,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,26/8/1945,1945,,,,Destelbergen,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:275,centroid of respective UTM square given,3.8206169257590403,51.06613746522118
Culiseta annulata,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,30/9/1951,1951,Knokke,,,Knokke-Heist,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:276,centroid of respective UTM square given,3.251229494419811,51.33851408667626
Culiseta annulata,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,5/6/1926,1926,Knokke,,,Knokke-Heist,Maurice E. M. Goetghebuer,Female,Adult,RBINS:modirisk:collection:277,centroid of respective UTM square given,3.251229494419811,51.33851408667626
Culiseta annulata,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,7/10/1945,1945,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:278,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Culiseta annulata,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,7/10/1951,1951,"Knokke, Het Zwin",,,Knokke-Heist,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:279,centroid of respective UTM square given,3.251229494419811,51.33851408667626
Culiseta annulata,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,8/9/1948,1948,,,,Assenede,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:280,centroid of respective UTM square given,3.7521844547437486,51.24644628340618
Culiseta annulata,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,9/10/1955,1955,,,,Blankenberge,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:281,centroid of respective UTM square given,3.107565659854871,51.29377406094246
Culiseta morsitans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,1/5/1937,1937,,,,Waarschoot,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:282,centroid of respective UTM square given,3.6077366709859398,51.157362451328524
Culiseta morsitans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,11/5/1937,1937,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:283,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Culiseta morsitans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,11/5/1937,1937,,,,Melle,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:284,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Culiseta morsitans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,2/5/1937,1937,,,,Melle,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:285,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Culiseta morsitans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,2/5/1937,1937,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:286,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Culiseta morsitans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,20/5/1937,1937,,,,Melle,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:287,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Culiseta morsitans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,27/4/1937,1937,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:288,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Culiseta morsitans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,29/4/1937,1937,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:289,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Culiseta morsitans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,3/5/1937,1937,,,,Melle,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:290,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Culiseta morsitans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,5/5/1937,1937,,,,Waarschoot,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:291,centroid of respective UTM square given,3.6077366709859398,51.157362451328524
Culiseta morsitans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,7/5/1937,1937,,,,Melle,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:292,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Culiseta morsitans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,7/5/1937,1937,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:293,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Culiseta morsitans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,8/5/1937,1937,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:294,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Culiseta morsitans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,8/5/1937,1937,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:295,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus annulipes,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,1/5/1937,1937,,,,Waarschoot,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:296,centroid of respective UTM square given,3.6077366709859398,51.157362451328524
Ochlerotatus annulipes,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,11/5/1937,1937,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:297,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus annulipes,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,11/5/1937,1937,,,,Melle,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:298,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus annulipes,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,11/5/1939,1939,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:299,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus annulipes,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/5/1943,1943,,,,Destelbergen,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:300,centroid of respective UTM square given,3.8206169257590403,51.06613746522118
Ochlerotatus annulipes,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,20/5/1939,1939,,,,Melle,,Female,Adult,RBINS:modirisk:collection:301,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus annulipes,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,25/4/1937,1937,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:302,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus annulipes,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,26/5/1943,1943,,,,Melle,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:303,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus annulipes,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,26/5/1943,1943,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:304,centroid of respective UTM square given,3.819822943242225,51.02117992362911
