occurrenceID,eventID,subsiteCode,lifeStage,genus,scientificName,sex,individualCount,IdentifiedBy,siteCode,samplingProtocol1,samplingProtocol,TrapCode,eventDate,verbatimEventDate,locality,municipality,decimalLongitude,decimalLatitude
EM098,E2M015Aug,noCode,unknown,Culex,Culex torrentium,female,1,Isra,E2,MosquitoMagnet,MMLP,M015,2012/8/10 0:00:00,2012/8/10 0:00:00/2012/8/17 0:00:00,Parking AC Hotel,Messancy,"5,830286","49,643818"
EM099,E2M015Aug,noCode,unknown,Culex,Culex pipiens/torrentium?,female,1,Isra,E2,MosquitoMagnet,MMLP,M015,2012/8/10 0:00:00,2012/8/10 0:00:00/2012/8/17 0:00:00,Parking AC Hotel,Messancy,"5,830286","49,643818"
EM100,E2M015Aug,noCode,unknown,Culex,Culex pipiens/torrentium?,female,1,Isra,E2,MosquitoMagnet,MMLP,M015,2012/8/10 0:00:00,2012/8/10 0:00:00/2012/8/17 0:00:00,Parking AC Hotel,Messancy,"5,830286","49,643818"
EM101,E2M015Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,E2,MosquitoMagnet,MMLP,M015,2012/8/10 0:00:00,2012/8/10 0:00:00/2012/8/17 0:00:00,Parking AC Hotel,Messancy,"5,830286","49,643818"
EM102,E2M015Aug,noCode,unknown,Aedes,Aedes geniculatus,female,1,Isra,E2,MosquitoMagnet,MMLP,M015,2012/8/10 0:00:00,2012/8/10 0:00:00/2012/8/17 0:00:00,Parking AC Hotel,Messancy,"5,830286","49,643818"
EM103,M2M002Au2,noCode,unknown,Anopheles,Anopheles maculipennis/messae?,female,1,Isra,M2,MosquitoMagnet,MMLP,M002,2012/8/9 0:00:00,2012/8/9 0:00:00/2012/8/16 0:00:00,Forest next to sand quarry,Maasmechelen,"5,6186011307384","50,9920424689419"
EM104,M2M002Au2,noCode,unknown,Aedes,Aedes koreicus,female,1,Isra,M2,MosquitoMagnet,MMLP,M002,2012/8/9 0:00:00,2012/8/9 0:00:00/2012/8/16 0:00:00,Forest next to sand quarry,Maasmechelen,"5,6186011307384","50,9920424689419"
EM105,M2M002Au2,noCode,unknown,Coquillettidia,Coquillettidia richiardii,female,1,Isra,M2,MosquitoMagnet,MMLP,M002,2012/8/9 0:00:00,2012/8/9 0:00:00/2012/8/16 0:00:00,Forest next to sand quarry,Maasmechelen,"5,6186011307384","50,9920424689419"
EM106,M2M002Au2,noCode,unknown,Coquillettidia,Coquillettidia richiardii,female,1,Isra,M2,MosquitoMagnet,MMLP,M002,2012/8/9 0:00:00,2012/8/9 0:00:00/2012/8/16 0:00:00,Forest next to sand quarry,Maasmechelen,"5,6186011307384","50,9920424689419"
EM107,M2M002Au2,noCode,unknown,Coquillettidia,Coquillettidia richiardii,female,1,Isra,M2,MosquitoMagnet,MMLP,M002,2012/8/9 0:00:00,2012/8/9 0:00:00/2012/8/16 0:00:00,Forest next to sand quarry,Maasmechelen,"5,6186011307384","50,9920424689419"
EM108,M2M002Au2,noCode,unknown,Culex,Culex pipiens,female,1,Isra,M2,MosquitoMagnet,MMLP,M002,2012/8/9 0:00:00,2012/8/9 0:00:00/2012/8/16 0:00:00,Forest next to sand quarry,Maasmechelen,"5,6186011307384","50,9920424689419"
EM109,M2M002Au2,noCode,unknown,Culex,Culex torrentium,female,1,Isra,M2,MosquitoMagnet,MMLP,M002,2012/8/9 0:00:00,2012/8/9 0:00:00/2012/8/16 0:00:00,Forest next to sand quarry,Maasmechelen,"5,6186011307384","50,9920424689419"
EM110,M2M002Au2,noCode,unknown,Culex,Culex pipiens/torrentium?,female,1,Isra,M2,MosquitoMagnet,MMLP,M002,2012/8/9 0:00:00,2012/8/9 0:00:00/2012/8/16 0:00:00,Forest next to sand quarry,Maasmechelen,"5,6186011307384","50,9920424689419"
EM111,M2M002Au2,noCode,unknown,Coquillettidia,Coquillettidia richiardii,female,1,Isra,M2,MosquitoMagnet,MMLP,M002,2012/8/9 0:00:00,2012/8/9 0:00:00/2012/8/16 0:00:00,Forest next to sand quarry,Maasmechelen,"5,6186011307384","50,9920424689419"
EM112,M2M002Au2,noCode,unknown,Aedes,Aedes cinereus/geminus,female,1,Isra,M2,MosquitoMagnet,MMLP,M002,2012/8/9 0:00:00,2012/8/9 0:00:00/2012/8/16 0:00:00,Forest next to sand quarry,Maasmechelen,"5,6186011307384","50,9920424689419"
EM113,M2M002Au2,noCode,unknown,Culex,Culex pipiens,female,1,Isra,M2,MosquitoMagnet,MMLP,M002,2012/8/9 0:00:00,2012/8/9 0:00:00/2012/8/16 0:00:00,Forest next to sand quarry,Maasmechelen,"5,6186011307384","50,9920424689419"
EM114,M2M002Au2,noCode,unknown,Culex,Culex pipiens/torrentium?,female,1,Isra,M2,MosquitoMagnet,MMLP,M002,2012/8/9 0:00:00,2012/8/9 0:00:00/2012/8/16 0:00:00,Forest next to sand quarry,Maasmechelen,"5,6186011307384","50,9920424689419"
EM115,M2M002Au2,noCode,unknown,Culex,Culex pipiens,female,1,Isra,M2,MosquitoMagnet,MMLP,M002,2012/8/9 0:00:00,2012/8/9 0:00:00/2012/8/16 0:00:00,Forest next to sand quarry,Maasmechelen,"5,6186011307384","50,9920424689419"
EM116,M2M002Au2,noCode,unknown,Aedes,Aedes cinereus/geminus,female,5,Isra,M2,MosquitoMagnet,MMLP,M002,2012/8/9 0:00:00,2012/8/9 0:00:00/2012/8/16 0:00:00,Forest next to sand quarry,Maasmechelen,"5,6186011307384","50,9920424689419"
EM117,ATM013Aug,noCode,unknown,Culex,Culex pipiens,male,1,Isra,AT,MosquitoMagnet,MMLP,M013,2012/8/7 0:00:00,2012/8/7 0:00:00/2012/8/14 0:00:00,Tyres ATB banden,Beveren,"4,193505","51,213511"
EM118,ATM013Aug,noCode,unknown,Culex,Culex pipiens/torrentium?,male,1,Isra,AT,MosquitoMagnet,MMLP,M013,2012/8/7 0:00:00,2012/8/7 0:00:00/2012/8/14 0:00:00,Tyres ATB banden,Beveren,"4,193505","51,213511"
EM119,ATM013Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,AT,MosquitoMagnet,MMLP,M013,2012/8/7 0:00:00,2012/8/7 0:00:00/2012/8/14 0:00:00,Tyres ATB banden,Beveren,"4,193505","51,213511"
EM120,ATM013Aug,noCode,unknown,Culex,Culex pipiens,male,1,Isra,AT,MosquitoMagnet,MMLP,M013,2012/8/7 0:00:00,2012/8/7 0:00:00/2012/8/14 0:00:00,Tyres ATB banden,Beveren,"4,193505","51,213511"
EM121,ATM013Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,AT,MosquitoMagnet,MMLP,M013,2012/8/7 0:00:00,2012/8/7 0:00:00/2012/8/14 0:00:00,Tyres ATB banden,Beveren,"4,193505","51,213511"
EM122,ATM013Aug,noCode,unknown,Culex,Culex pipiens/torrentium?,male,1,Isra,AT,MosquitoMagnet,MMLP,M013,2012/8/7 0:00:00,2012/8/7 0:00:00/2012/8/14 0:00:00,Tyres ATB banden,Beveren,"4,193505","51,213511"
EM123,ATM013Aug,noCode,unknown,Culex,Culex torrentium,male,1,Isra,AT,MosquitoMagnet,MMLP,M013,2012/8/7 0:00:00,2012/8/7 0:00:00/2012/8/14 0:00:00,Tyres ATB banden,Beveren,"4,193505","51,213511"
EM124,ATM013Aug,noCode,unknown,Culex,Culex pipiens,male,1,Isra,AT,MosquitoMagnet,MMLP,M013,2012/8/7 0:00:00,2012/8/7 0:00:00/2012/8/14 0:00:00,Tyres ATB banden,Beveren,"4,193505","51,213511"
EM125,ATM013Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,AT,MosquitoMagnet,MMLP,M013,2012/8/7 0:00:00,2012/8/7 0:00:00/2012/8/14 0:00:00,Tyres ATB banden,Beveren,"4,193505","51,213511"
EM126,ATM013Aug,noCode,unknown,Culex,Culex torrentium,female,1,Isra,AT,MosquitoMagnet,MMLP,M013,2012/8/7 0:00:00,2012/8/7 0:00:00/2012/8/14 0:00:00,Tyres ATB banden,Beveren,"4,193505","51,213511"
EM127,ATM013Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,AT,MosquitoMagnet,MMLP,M013,2012/8/7 0:00:00,2012/8/7 0:00:00/2012/8/14 0:00:00,Tyres ATB banden,Beveren,"4,193505","51,213511"
EM128,ATM013Aug,noCode,unknown,Anopheles,Anopheles plumbeus,female,14,Isra,AT,MosquitoMagnet,MMLP,M013,2012/8/7 0:00:00,2012/8/7 0:00:00/2012/8/14 0:00:00,Tyres ATB banden,Beveren,"4,193505","51,213511"
EM129,ATM013Aug,noCode,unknown,Anopheles,Anopheles plumbeus,female,2,Isra,AT,MosquitoMagnet,MMLP,M013,2012/8/7 0:00:00,2012/8/7 0:00:00/2012/8/14 0:00:00,Tyres ATB banden,Beveren,"4,193505","51,213511"
EM130,ATM013Aug,noCode,unknown,Anopheles,Anopheles plumbeus,male,7,Isra,AT,MosquitoMagnet,MMLP,M013,2012/8/7 0:00:00,2012/8/7 0:00:00/2012/8/14 0:00:00,Tyres ATB banden,Beveren,"4,193505","51,213511"
EM131,M1M003W33,noCode,unknown,Culex,Culex pipiens/torrentium?,female,1,Isra,M1,MosquitoMagnet,LatinSquare,M003,2012/8/16 0:00:00,2012/8/16 0:00:00/2012/8/23 0:00:00,Forest next to industrial area 'Op de Berg',Maasmechelen,"5,619013","50,996013"
EM132,M1M003W33,noCode,unknown,Culex,Culex pipiens,female,1,Isra,M1,MosquitoMagnet,LatinSquare,M003,2012/8/16 0:00:00,2012/8/16 0:00:00/2012/8/23 0:00:00,Forest next to industrial area 'Op de Berg',Maasmechelen,"5,619013","50,996013"
EM133,M1M003W33,noCode,unknown,Anopheles,Anopheles maculipennis/messae?,female,1,Isra,M1,MosquitoMagnet,LatinSquare,M003,2012/8/16 0:00:00,2012/8/16 0:00:00/2012/8/23 0:00:00,Forest next to industrial area 'Op de Berg',Maasmechelen,"5,619013","50,996013"
EM134,M1M003W32,noCode,unknown,Culex,Culex pipiens,female,1,Isra,M1,MosquitoMagnet,LatinSquare,M003,2012/8/9 0:00:00,2012/8/9 0:00:00/2012/8/16 0:00:00,Forest next to industrial area 'Op de Berg',Maasmechelen,"5,619013","50,996013"
EM135,M1M003W32,noCode,unknown,Culex,Culex pipiens/torrentium?,female,1,Isra,M1,MosquitoMagnet,LatinSquare,M003,2012/8/9 0:00:00,2012/8/9 0:00:00/2012/8/16 0:00:00,Forest next to industrial area 'Op de Berg',Maasmechelen,"5,619013","50,996013"
EM136,M1M003W32,noCode,unknown,Culex,Culex pipiens,female,1,Isra,M1,MosquitoMagnet,LatinSquare,M003,2012/8/9 0:00:00,2012/8/9 0:00:00/2012/8/16 0:00:00,Forest next to industrial area 'Op de Berg',Maasmechelen,"5,619013","50,996013"
EM137,M1M003W32,noCode,unknown,Aedes,Aedes geniculatus,female,1,Isra,M1,MosquitoMagnet,LatinSquare,M003,2012/8/9 0:00:00,2012/8/9 0:00:00/2012/8/16 0:00:00,Forest next to industrial area 'Op de Berg',Maasmechelen,"5,619013","50,996013"
EM138,M1M003W32,noCode,unknown,Aedes,Aedes punctor,female,1,Isra,M1,MosquitoMagnet,LatinSquare,M003,2012/8/9 0:00:00,2012/8/9 0:00:00/2012/8/16 0:00:00,Forest next to industrial area 'Op de Berg',Maasmechelen,"5,619013","50,996013"
EM139,AOM009Aug,noCode,unknown,Culex,Culex pipiens/torrentium?,female,1,Isra,AO,MosquitoMagnet,MMLP,M009,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Airport Ostend,Oostende,"2,866681","51,203872"
EM140,AOM009Aug,noCode,unknown,Culex,Culex pipiens/torrentium?,female,1,Isra,AO,MosquitoMagnet,MMLP,M009,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Airport Ostend,Oostende,"2,866681","51,203872"
EM141,AOM009Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,AO,MosquitoMagnet,MMLP,M009,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Airport Ostend,Oostende,"2,866681","51,203872"
EM142,AOM009Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,AO,MosquitoMagnet,MMLP,M009,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Airport Ostend,Oostende,"2,866681","51,203872"
EM143,AOM009Aug,noCode,unknown,Culex,Culex pipiens/torrentium?,female,1,Isra,AO,MosquitoMagnet,MMLP,M009,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Airport Ostend,Oostende,"2,866681","51,203872"
EM144,AOM009Aug,noCode,unknown,Culex,Culex pipiens/torrentium?,female,1,Isra,AO,MosquitoMagnet,MMLP,M009,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Airport Ostend,Oostende,"2,866681","51,203872"
EM145,AOM009Aug,noCode,unknown,Culex,Culex pipiens/torrentium?,female,1,Isra,AO,MosquitoMagnet,MMLP,M009,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Airport Ostend,Oostende,"2,866681","51,203872"
EM146,AOM009Aug,noCode,unknown,Culex,Culex pipiens/torrentium?,female,1,Isra,AO,MosquitoMagnet,MMLP,M009,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Airport Ostend,Oostende,"2,866681","51,203872"
EM147,AOM009Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,AO,MosquitoMagnet,MMLP,M009,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Airport Ostend,Oostende,"2,866681","51,203872"
EM148,AOM009Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,AO,MosquitoMagnet,MMLP,M009,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Airport Ostend,Oostende,"2,866681","51,203872"
EM149,AOM009Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,AO,MosquitoMagnet,MMLP,M009,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Airport Ostend,Oostende,"2,866681","51,203872"
EM150,AOM009Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,AO,MosquitoMagnet,MMLP,M009,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Airport Ostend,Oostende,"2,866681","51,203872"
EM151,AOM009Aug,noCode,unknown,Culex,Culex pipiens/torrentium?,female,1,Isra,AO,MosquitoMagnet,MMLP,M009,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Airport Ostend,Oostende,"2,866681","51,203872"
EM152,AOM009Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,AO,MosquitoMagnet,MMLP,M009,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Airport Ostend,Oostende,"2,866681","51,203872"
EM153,AOM009Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,AO,MosquitoMagnet,MMLP,M009,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Airport Ostend,Oostende,"2,866681","51,203872"
EM154,AOM009Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,AO,MosquitoMagnet,MMLP,M009,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Airport Ostend,Oostende,"2,866681","51,203872"
EM155,AOM009Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,AO,MosquitoMagnet,MMLP,M009,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Airport Ostend,Oostende,"2,866681","51,203872"
EM156,TRM021Aug,noCode,unknown,Anopheles,Anopheles plumbeus,female,46,Isra,TR,MosquitoMagnet,MMLP,M021,2012/8/20 0:00:00,2012/8/20 0:00:00/2012/8/27 0:00:00,Tyres  Trains de Roue,La Louviere,"4,141277","50,472498"
EM157,TRM021Aug,noCode,unknown,Anopheles,Anopheles plumbeus,female,1,Isra,TR,MosquitoMagnet,MMLP,M021,2012/8/20 0:00:00,2012/8/20 0:00:00/2012/8/27 0:00:00,Tyres  Trains de Roue,La Louviere,"4,141277","50,472498"
EM158,M1M003W37,noCode,unknown,Culex,Culex pipiens,female,1,Isra,M1,MosquitoMagnet,LatinSquare,M003,2012/9/12 0:00:00,2012/9/12 0:00:00/2012/9/19 0:00:00,Forest next to industrial area 'Op de Berg',Maasmechelen,"5,619013","50,996013"
EM159,M1M003W37,noCode,unknown,Culex,Culex pipiens,female,1,Isra,M1,MosquitoMagnet,LatinSquare,M003,2012/9/12 0:00:00,2012/9/12 0:00:00/2012/9/19 0:00:00,Forest next to industrial area 'Op de Berg',Maasmechelen,"5,619013","50,996013"
EM160,TRM021Aug,noCode,unknown,Anopheles,Anopheles plumbeus,male,1,Isra,TR,MosquitoMagnet,MMLP,M021,2012/8/20 0:00:00,2012/8/20 0:00:00/2012/8/27 0:00:00,Tyres  Trains de Roue,La Louviere,"4,141277","50,472498"
EM161,TRM021Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,TR,MosquitoMagnet,MMLP,M021,2012/8/20 0:00:00,2012/8/20 0:00:00/2012/8/27 0:00:00,Tyres  Trains de Roue,La Louviere,"4,141277","50,472498"
EM162,TRM021Aug,noCode,unknown,Culex,Culex pipiens/torrentium?,female,1,Isra,TR,MosquitoMagnet,MMLP,M021,2012/8/20 0:00:00,2012/8/20 0:00:00/2012/8/27 0:00:00,Tyres  Trains de Roue,La Louviere,"4,141277","50,472498"
EM163,TRM021Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,TR,MosquitoMagnet,MMLP,M021,2012/8/20 0:00:00,2012/8/20 0:00:00/2012/8/27 0:00:00,Tyres  Trains de Roue,La Louviere,"4,141277","50,472498"
EM164,TRM021Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,TR,MosquitoMagnet,MMLP,M021,2012/8/20 0:00:00,2012/8/20 0:00:00/2012/8/27 0:00:00,Tyres  Trains de Roue,La Louviere,"4,141277","50,472498"
EM165,TRM021Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,TR,MosquitoMagnet,MMLP,M021,2012/8/20 0:00:00,2012/8/20 0:00:00/2012/8/27 0:00:00,Tyres  Trains de Roue,La Louviere,"4,141277","50,472498"
EM166,TRM021Aug,noCode,unknown,Aedes,Aedes geniculatus,male,1,Isra,TR,MosquitoMagnet,MMLP,M021,2012/8/20 0:00:00,2012/8/20 0:00:00/2012/8/27 0:00:00,Tyres  Trains de Roue,La Louviere,"4,141277","50,472498"
EM167,TRM021Aug,noCode,unknown,Aedes,Aedes geniculatus,female,2,Isra,TR,MosquitoMagnet,MMLP,M021,2012/8/20 0:00:00,2012/8/20 0:00:00/2012/8/27 0:00:00,Tyres  Trains de Roue,La Louviere,"4,141277","50,472498"
EM168,M1M003W30,noCode,unknown,Culex,Culex torrentium,female,1,Isra,M1,MosquitoMagnet,LatinSquare,M003,2012/7/25 0:00:00,2012/7/25 0:00:00/2012/8/1 0:00:00,Forest next to industrial area 'Op de Berg',Maasmechelen,"5,619013","50,996013"
EM169,M1M003W30,noCode,unknown,Culex,Culex pipiens,female,1,Isra,M1,MosquitoMagnet,LatinSquare,M003,2012/7/25 0:00:00,2012/7/25 0:00:00/2012/8/1 0:00:00,Forest next to industrial area 'Op de Berg',Maasmechelen,"5,619013","50,996013"
EM170,M1M003W30,noCode,unknown,Culex,Culex pipiens,female,1,Isra,M1,MosquitoMagnet,LatinSquare,M003,2012/7/25 0:00:00,2012/7/25 0:00:00/2012/8/1 0:00:00,Forest next to industrial area 'Op de Berg',Maasmechelen,"5,619013","50,996013"
EM171,M1M003W30,noCode,unknown,Coquillettidia,Coquillettidia richiardii,female,1,Isra,M1,MosquitoMagnet,LatinSquare,M003,2012/7/25 0:00:00,2012/7/25 0:00:00/2012/8/1 0:00:00,Forest next to industrial area 'Op de Berg',Maasmechelen,"5,619013","50,996013"
EM172,M1M003W30,noCode,unknown,Culex,Culex pipiens,male,1,Isra,M1,MosquitoMagnet,LatinSquare,M003,2012/7/25 0:00:00,2012/7/25 0:00:00/2012/8/1 0:00:00,Forest next to industrial area 'Op de Berg',Maasmechelen,"5,619013","50,996013"
EM173,M1M003W30,noCode,unknown,Anopheles,Anopheles maculipennis/messae?,male,2,Isra,M1,MosquitoMagnet,LatinSquare,M003,2012/7/25 0:00:00,2012/7/25 0:00:00/2012/8/1 0:00:00,Forest next to industrial area 'Op de Berg',Maasmechelen,"5,619013","50,996013"
EM174,M1M003W30,noCode,unknown,Aedes,Aedes cinereus/geminus,female,1,Isra,M1,MosquitoMagnet,LatinSquare,M003,2012/7/25 0:00:00,2012/7/25 0:00:00/2012/8/1 0:00:00,Forest next to industrial area 'Op de Berg',Maasmechelen,"5,619013","50,996013"
EM175,M1M003W30,noCode,unknown,Aedes,Aedes geniculatus,female,1,Isra,M1,MosquitoMagnet,LatinSquare,M003,2012/7/25 0:00:00,2012/7/25 0:00:00/2012/8/1 0:00:00,Forest next to industrial area 'Op de Berg',Maasmechelen,"5,619013","50,996013"
EM176,M1M003W34,noCode,unknown,Culex,Culex pipiens,female,1,Isra,M1,MosquitoMagnet,LatinSquare,M003,2012/8/23 0:00:00,2012/8/23 0:00:00/2012/8/30 0:00:00,Forest next to industrial area 'Op de Berg',Maasmechelen,"5,619013","50,996013"
EM177,M1M003W34,noCode,unknown,Culex,Culex pipiens,female,1,Isra,M1,MosquitoMagnet,LatinSquare,M003,2012/8/23 0:00:00,2012/8/23 0:00:00/2012/8/30 0:00:00,Forest next to industrial area 'Op de Berg',Maasmechelen,"5,619013","50,996013"
EM178,M1M003W34,noCode,unknown,Culex,Culex pipiens,female,1,Isra,M1,MosquitoMagnet,LatinSquare,M003,2012/8/23 0:00:00,2012/8/23 0:00:00/2012/8/30 0:00:00,Forest next to industrial area 'Op de Berg',Maasmechelen,"5,619013","50,996013"
EM179,M1M003W34,noCode,unknown,Culex,Culex pipiens/torrentium?,female,1,Isra,M1,MosquitoMagnet,LatinSquare,M003,2012/8/23 0:00:00,2012/8/23 0:00:00/2012/8/30 0:00:00,Forest next to industrial area 'Op de Berg',Maasmechelen,"5,619013","50,996013"
EM180,M1M003W34,noCode,unknown,Aedes,Aedes koreicus,female,1,Isra,M1,MosquitoMagnet,LatinSquare,M003,2012/8/23 0:00:00,2012/8/23 0:00:00/2012/8/30 0:00:00,Forest next to industrial area 'Op de Berg',Maasmechelen,"5,619013","50,996013"
EM181,M1M003W34,noCode,unknown,Aedes,Aedes koreicus,female,1,Isra,M1,MosquitoMagnet,LatinSquare,M003,2012/8/23 0:00:00,2012/8/23 0:00:00/2012/8/30 0:00:00,Forest next to industrial area 'Op de Berg',Maasmechelen,"5,619013","50,996013"
EM182,M1M003W34,noCode,unknown,Aedes,Aedes koreicus,female,1,Isra,M1,MosquitoMagnet,LatinSquare,M003,2012/8/23 0:00:00,2012/8/23 0:00:00/2012/8/30 0:00:00,Forest next to industrial area 'Op de Berg',Maasmechelen,"5,619013","50,996013"
EM183,EBM006Aug,noCode,unknown,Culex,Culex pipiens/torrentium?,female,1,Isra,EB,MosquitoMagnet,MMLP,M006,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Shelter Eurobonsai,Lochristi,"3,836114","51,112279"
EM184,EPM007Aug,noCode,unknown,Culex,Culex pipiens/torrentium?,female,1,Isra,EP,MosquitoMagnet,MMLP,M007,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Shelter Exotic Plants BVBA,Wevelgem,"3,211485304","50,815884813"
EM185,EPM007Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,EP,MosquitoMagnet,MMLP,M007,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Shelter Exotic Plants BVBA,Wevelgem,"3,211485304","50,815884813"
EM186,EPM007Aug,noCode,unknown,Culex,Culex pipiens/torrentium?,female,1,Isra,EP,MosquitoMagnet,MMLP,M007,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Shelter Exotic Plants BVBA,Wevelgem,"3,211485304","50,815884813"
EM187,EPM007Aug,noCode,unknown,Culex,Culex pipiens/torrentium?,female,1,Isra,EP,MosquitoMagnet,MMLP,M007,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Shelter Exotic Plants BVBA,Wevelgem,"3,211485304","50,815884813"
EM188,EPM007Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,EP,MosquitoMagnet,MMLP,M007,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Shelter Exotic Plants BVBA,Wevelgem,"3,211485304","50,815884813"
EM189,EPM007Aug,noCode,unknown,Culex,Culex pipiens/torrentium?,female,1,Isra,EP,MosquitoMagnet,MMLP,M007,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Shelter Exotic Plants BVBA,Wevelgem,"3,211485304","50,815884813"
EM190,EPM007Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,EP,MosquitoMagnet,MMLP,M007,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Shelter Exotic Plants BVBA,Wevelgem,"3,211485304","50,815884813"
EM191,EPM007Aug,noCode,unknown,Culex,Culex pipiens/torrentium?,female,1,Isra,EP,MosquitoMagnet,MMLP,M007,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Shelter Exotic Plants BVBA,Wevelgem,"3,211485304","50,815884813"
EM192,EPM007Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,EP,MosquitoMagnet,MMLP,M007,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Shelter Exotic Plants BVBA,Wevelgem,"3,211485304","50,815884813"
EM193,EPM007Aug,noCode,unknown,Culex,Culex pipiens/torrentium?,female,1,Isra,EP,MosquitoMagnet,MMLP,M007,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Shelter Exotic Plants BVBA,Wevelgem,"3,211485304","50,815884813"
EM194,EPM007Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,EP,MosquitoMagnet,MMLP,M007,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Shelter Exotic Plants BVBA,Wevelgem,"3,211485304","50,815884813"
EM195,EPM007Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,EP,MosquitoMagnet,MMLP,M007,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Shelter Exotic Plants BVBA,Wevelgem,"3,211485304","50,815884813"
EM196,EPM007Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,EP,MosquitoMagnet,MMLP,M007,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Shelter Exotic Plants BVBA,Wevelgem,"3,211485304","50,815884813"
EM197,EPM007Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,EP,MosquitoMagnet,MMLP,M007,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Shelter Exotic Plants BVBA,Wevelgem,"3,211485304","50,815884813"
EM198,EPM007Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,EP,MosquitoMagnet,MMLP,M007,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Shelter Exotic Plants BVBA,Wevelgem,"3,211485304","50,815884813"
EM199,EPM007Aug,noCode,unknown,Culex,Culex pipiens,female,1,Isra,EP,MosquitoMagnet,MMLP,M007,2012/8/6 0:00:00,2012/8/6 0:00:00/2012/8/13 0:00:00,Shelter Exotic Plants BVBA,Wevelgem,"3,211485304","50,815884813"
