type,language,licence,rightsHolder,institutionCode,datasetName,basisOfRecord,eventID,lifeStage,locationID,sex,scientificName,genus,specificEpithet,identificationRemarks,occurrenceID,occurrenceRemarks,dateIdentified,individualCount,identifiedBy,decimalLatitude,decimalLongitude,habitat,municipality,comments,eventDate
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:TRL001Au2,larvae,TRL001,unknown,Anopheles plumbeus,Anopheles,plumbeus,,ITG:MOSQ:LARV:EL129,,2012/9/14,4,Isra Deblauwe,50.472498,4.141277,tyre,La Louviere,outside,2012/8/20 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:TRL001Au2,larvae,TRL001,unknown,Culiseta annulata,Culiseta,annulata,,ITG:MOSQ:LARV:EL130,small larvae,2012/9/14,2,Isra Deblauwe,50.472498,4.141277,tyre,La Louviere,outside,2012/8/20 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:VPL001Aug,larvae,VPL001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL131,,2012/9/14,6,Isra Deblauwe,50.585328,5.259748,tyre,Villers Le Bouillet,,2012/8/16 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:VPL001Sep,larvae,VPL001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL132,,2012/9/14,80,Isra Deblauwe,50.585328,5.259748,tyre,Villers Le Bouillet,,2012/9/5 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:ATL001Au2,larvae,ATL001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL133,,2012/9/14,16,Isra Deblauwe,51.213511,4.193505,tyre,Beveren,Vrasene,2012/8/29 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:ATL001Au2,larvae,ATL001,unknown,Anopheles plumbeus,Anopheles,plumbeus,,ITG:MOSQ:LARV:EL134,,2012/9/14,3,Isra Deblauwe,51.213511,4.193505,tyre,Beveren,Vrasene,2012/8/29 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:ATL001Sep,larvae,ATL001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL135,,2012/9/14,17,Isra Deblauwe,51.213511,4.193505,tyre,Beveren,Vrasene,2012/9/11 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L028Sep,larvae,N1L028,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL136,small larvae,2012/10/1,6,Isra Deblauwe,50.34128,5.048784,water trough,Hamois,"Natoye, in front of football field",2012/9/28 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L027Sep,larvae,N1L027,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL137,small larvae,2012/10/1,81,Isra Deblauwe,50.3649676625777,4.9985009538961,plastic container,Assesse,next to N1L018,2012/9/28 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L018Sep,larvae,N1L018,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL138,,2012/10/1,32,Isra Deblauwe,50.3649676625777,4.9985009538961,tyre,Assesse,tyres next to field,2012/9/28 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L023Sep,larvae,N1L023,unknown,Culex hortensis hortensis,Culex,hortensis hortensis,,ITG:MOSQ:LARV:EL139,,2012/10/1,2,Isra Deblauwe,50.270289,4.985958,water trough,Dinant,,2012/9/28 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L023Sep,larvae,N1L023,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL140,,2012/10/1,3,Isra Deblauwe,50.270289,4.985958,water trough,Dinant,,2012/9/28 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L029Sep,larvae,N1L029,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL141,,2012/10/1,109,Isra Deblauwe,50.363868,5.041324,water trough,Assesse,,2012/9/28 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Sep,larvae,N1L001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL142,"left, in front",2012/10/1,33,Isra Deblauwe,50.339200617,5.0457397,tyre,Hamois,"Natoye, Havelange",2012/9/20 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Sep,larvae,N1L001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL143,"right, back",2012/10/1,100,Isra Deblauwe,50.339200617,5.0457397,tyre,Hamois,"Natoye, Havelange",2012/9/20 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Sep,larvae,N1L001,unknown,Aedes japonicus japonicus,Aedes,japonicus japonicus,,ITG:MOSQ:LARV:EL144,"right, back",2012/10/1,7,Isra Deblauwe,50.339200617,5.0457397,tyre,Hamois,"Natoye, Havelange",2012/9/20 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Sep,larvae,N1L001,unknown,Culex hortensis hortensis,Culex,hortensis hortensis,,ITG:MOSQ:LARV:EL145,"right, back",2012/10/1,1,Isra Deblauwe,50.339200617,5.0457397,tyre,Hamois,"Natoye, Havelange",2012/9/20 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Sep,larvae,N1L004,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL146,in front,2012/10/1,34,Isra Deblauwe,50.3358627277969,5.0716363022496,tyre,Hamois,"Natoye, N2 Sarri Pneus",2012/9/20 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Sep,larvae,N1L004,unknown,Culex hortensis hortensis,Culex,hortensis hortensis,,ITG:MOSQ:LARV:EL147,in front,2012/10/1,3,Isra Deblauwe,50.3358627277969,5.0716363022496,tyre,Hamois,"Natoye, N2 Sarri Pneus",2012/9/20 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Sep,larvae,N1L004,unknown,Anopheles plumbeus,Anopheles,plumbeus,,ITG:MOSQ:LARV:EL148,"in front, small larvae",2012/10/1,2,Isra Deblauwe,50.3358627277969,5.0716363022496,tyre,Hamois,"Natoye, N2 Sarri Pneus",2012/9/20 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Sep,larvae,N1L004,unknown,Culiseta annulata,Culiseta,annulata,,ITG:MOSQ:LARV:EL149,in front,2012/10/1,2,Isra Deblauwe,50.3358627277969,5.0716363022496,tyre,Hamois,"Natoye, N2 Sarri Pneus",2012/9/20 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Sep,larvae,N1L004,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL150,at the back,2012/10/2,25,Isra Deblauwe,50.3358627277969,5.0716363022496,tyre,Hamois,"Natoye, N2 Sarri Pneus",2012/9/20 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L009Sep,larvae,N1L009,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL151,rain water barrel,2012/10/2,14,Isra Deblauwe,50.331197,5.031301,rain water barrel,Ciney,"Vincon, + 2 buckets",2012/9/20 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L009Sep,larvae,N1L009,unknown,Aedes japonicus japonicus,Aedes,japonicus japonicus,,ITG:MOSQ:LARV:EL152,rain water barrel,2012/10/2,2,Isra Deblauwe,50.331197,5.031301,rain water barrel,Ciney,"Vincon, + 2 buckets",2012/9/20 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L010Sep,larvae,N1L010,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL153,tyres next to stable,2012/10/2,12,Isra Deblauwe,50.3316001165932,5.0328486104137,tyre,Ciney,"Vincon, on silage & next to stable",2012/9/20 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L010Sep,larvae,N1L010,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL154,tyres on silage,2012/10/2,42,Isra Deblauwe,50.3316001165932,5.0328486104137,tyre,Ciney,"Vincon, on silage & next to stable",2012/9/20 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L010Sep,larvae,N1L010,unknown,Aedes japonicus japonicus,Aedes,japonicus japonicus,,ITG:MOSQ:LARV:EL155,tyres on silage,2012/10/2,1,Isra Deblauwe,50.3316001165932,5.0328486104137,tyre,Ciney,"Vincon, on silage & next to stable",2012/9/20 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L010Sep,larvae,N1L010,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL156,tyres at the back,2012/10/2,7,Isra Deblauwe,50.3316001165932,5.0328486104137,tyre,Ciney,"Vincon, on silage & next to stable",2012/9/20 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L019Sep,larvae,N1L019,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL157,plastic sheet,2012/10/2,53,Isra Deblauwe,50.331517,5.032999,plastic sheet,Ciney,plastic on ground,2012/9/20 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L022Sep,larvae,N1L022,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL158,in front,2012/10/2,90,Isra Deblauwe,50.301707,4.994397,tyre,Yvoir,"farm, tyres in grass and on silage",2012/9/20 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L022Sep,larvae,N1L022,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL159,on courtyard,2012/10/2,85,Isra Deblauwe,50.301707,4.994397,tyre,Yvoir,"farm, tyres in grass and on silage",2012/9/20 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L002Se1,larvae,M2L002,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL160,,2012/10/2,5,Isra Deblauwe,50.996695,5.621543,tyre,Maasmechelen,,2012/9/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L002Se1,larvae,M2L002,unknown,Culiseta annulata,Culiseta,annulata,,ITG:MOSQ:LARV:EL161,,2012/10/2,8,Isra Deblauwe,50.996695,5.621543,tyre,Maasmechelen,,2012/9/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L002Se1,larvae,M2L002,unknown,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL162,,2012/10/2,2,Isra Deblauwe,50.996695,5.621543,tyre,Maasmechelen,,2012/9/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L002Se1,larvae,M2L002,unknown,Culiseta annulata,Culiseta,annulata,determination uncertain,ITG:MOSQ:LARV:EL163,small larvae (unidentified sp.2) + 1 pupa,2012/10/2,3,Isra Deblauwe,50.996695,5.621543,tyre,Maasmechelen,,2012/9/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L020Sep,larvae,M2L020,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL164,,2012/10/2,41,Isra Deblauwe,50.996136,5.621494,metal container,Maasmechelen,on private property of APK Infra & Bouw,2012/9/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L020Sep,larvae,M2L020,unknown,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL165,,2012/10/2,16,Isra Deblauwe,50.996136,5.621494,metal container,Maasmechelen,on private property of APK Infra & Bouw,2012/9/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L021Sep,larvae,M2L021,unknown,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL166,,2012/10/2,24,Isra Deblauwe,50.9977608044105,5.6225054870487,tyre,Maasmechelen,APK Infra & Bouw,2012/9/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L019Sep,larvae,M2L019,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL167,,2012/10/2,26,Isra Deblauwe,50.996691,5.621658,bucket,Maasmechelen,on private property of APK Infra & Bouw,2012/9/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L019Sep,larvae,M2L019,unknown,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL168,,2012/10/2,2,Isra Deblauwe,50.996691,5.621658,bucket,Maasmechelen,on private property of APK Infra & Bouw,2012/9/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L022Sep,larvae,M2L022,unknown,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL169,,2012/10/2,5,Isra Deblauwe,50.997734,5.622481,plastic sheet,Maasmechelen,APK Infra & Bouw,2012/9/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L004Sep,larvae,M2L004,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL170,,2012/10/2,46,Isra Deblauwe,50.989847,5.63037,bucket,Maasmechelen,road next to Mechelse Bos close to industrial zone 'Op de Berg',2012/9/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L004Sep,larvae,M2L004,unknown,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL171,,2012/10/2,1,Isra Deblauwe,50.989847,5.63037,bucket,Maasmechelen,road next to Mechelse Bos close to industrial zone 'Op de Berg',2012/9/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L003Sep,larvae,M2L003,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL172,,2012/10/2,8,Isra Deblauwe,50.991993,5.624796,rain water barrel,Maasmechelen,entrance car cemetry Armand Lowie,2012/9/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L003Sep,larvae,M2L003,unknown,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL173,,2012/10/2,1,Isra Deblauwe,50.991993,5.624796,rain water barrel,Maasmechelen,entrance car cemetry Armand Lowie,2012/9/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L024Sep,larvae,M2L024,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL174,open bidon,2012/10/2,24,Isra Deblauwe,50.992849,5.633004,plastic container,Maasmechelen,close to car cemetry Armand Lowie,2012/9/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L025Sep,larvae,M2L025,unknown,Culiseta annulata,Culiseta,annulata,,ITG:MOSQ:LARV:EL175,tyres,2012/10/2,2,Isra Deblauwe,50.992564,5.632722,tyre,Maasmechelen,next to car cemetry Armand Lowie,2012/9/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L026Sep,larvae,M2L026,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL176,yellow sheet,2012/10/2,28,Isra Deblauwe,50.995305,5.634417,plastic sheet,Maasmechelen,Grondzorg Limburg NV at end of road next to Mechelse Bos,2012/9/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L029Sep,larvae,M2L029,unknown,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL177,,2012/10/2,26,Isra Deblauwe,50.996684,5.621599,metal container,Maasmechelen,on private property of APK Infra & Bouw,2012/9/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L029Sep,larvae,M2L029,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL178,small larvae,2012/10/2,16,Isra Deblauwe,50.996684,5.621599,metal container,Maasmechelen,on private property of APK Infra & Bouw,2012/9/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L030Sep,larvae,M2L030,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL179,+ 1 pupa,2012/10/2,13,Isra Deblauwe,50.99201,5.624144,metal container,Maasmechelen,entrance car cemetry Armand Lowie,2012/9/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L023Sep,larvae,M2L023,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL180,1 pupa,2012/10/2,15,Isra Deblauwe,50.994774,5.672062,tyre,Maasmechelen,close to road,2012/9/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L023Sep,larvae,M2L023,unknown,Anopheles plumbeus,Anopheles,plumbeus,,ITG:MOSQ:LARV:EL181,a lot of small larvae,2012/10/2,36,Isra Deblauwe,50.994774,5.672062,tyre,Maasmechelen,close to road,2012/9/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L009Sep,larvae,M2L009,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL182,,2012/10/3,5,Isra Deblauwe,50.950262,5.56362,water trough,Zutendaal,"in meadow, Wiemesmeer",2012/9/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L010Sep,larvae,M2L010,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL183,bucket 1,2012/10/3,19,Isra Deblauwe,50.959876,5.56041,water through,Zutendaal,"in meadow, Wiemesmeer",2012/9/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L010Sep,larvae,M2L010,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL184,bucket 2,2012/10/3,28,Isra Deblauwe,50.959876,5.56041,water through,Zutendaal,"in meadow, Wiemesmeer",2012/9/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L010Sep,larvae,M2L010,unknown,Culiseta annulata,Culiseta,annulata,,ITG:MOSQ:LARV:EL185,"bucket 2, + small larvae (unidentified sp.2)",2012/10/3,9,Isra Deblauwe,50.959876,5.56041,water through,Zutendaal,"in meadow, Wiemesmeer",2012/9/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L016Sep,larvae,M2L016,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL186,,2012/10/3,31,Isra Deblauwe,51.015543,5.597542,water through,As,"Niel-bij-As, in meadow",2012/9/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L017Sep,larvae,M2L017,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL187,,2012/10/3,26,Isra Deblauwe,51.01663,5.600211,water through,As,"Niel-bij-As, in meadow",2012/9/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L033Sep,larvae,M2L033,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL188,,2012/10/3,29,Isra Deblauwe,51.016436,5.589155,plastic container,As,"Niel-bij-As, next to meadow (next to M2L015)",2012/9/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L033Sep,larvae,M2L033,unknown,Culiseta annulata,Culiseta,annulata,,ITG:MOSQ:LARV:EL189,+ small larvae (unidentified sp.2),2012/10/3,15,Isra Deblauwe,51.016436,5.589155,plastic container,As,"Niel-bij-As, next to meadow (next to M2L015)",2012/9/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:VPL001Oct,larvae,VPL001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL190,1 pupa,2012/10/18,59,Isra Deblauwe,50.585328,5.259748,tyre,Villers Le Bouillet,,2012/10/11 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:TRL001Oct,larvae,TRL001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL191,,2012/10/18,9,Isra Deblauwe,50.472498,4.141277,tyre,La Louviere,outside,2012/10/10 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:TRL001Oct,larvae,TRL001,unknown,Anopheles plumbeus,Anopheles,plumbeus,,ITG:MOSQ:LARV:EL192,2 pupae,2012/10/18,11,Isra Deblauwe,50.472498,4.141277,tyre,La Louviere,outside,2012/10/10 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L002Oc1,larvae,M2L002,unknown,Culiseta annulata,Culiseta,annulata,,ITG:MOSQ:LARV:EL193,,2012/10/18,1,Isra Deblauwe,50.996695,5.621543,tyre,Maasmechelen,,2012/10/17 0:00:00
