type,language,licence,rightsHolder,institutionCode,datasetName,basisOfRecord,eventID,lifeStage,locationID,sex,scientificName,genus,specificEpithet,identificationRemarks,occurrenceID,occurrenceRemarks,dateIdentified,individualCount,identifiedBy,decimalLatitude,decimalLongitude,habitat,municipality,comments,eventDate
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L020Jul,adult,N1L020,female,Culex pipiens,Culex,pipiens,,ITG:MOSQ:LARV:EL064,,2012/8/13,1,Isra Deblauwe,50.315843,5.00615,water trough,Yvoir,3 water troughs in front of football field,2012/7/27 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L020Jul,adult,N1L020,female,Culex torrentium,Culex,torrentium,,ITG:MOSQ:LARV:EL065,,2012/8/13,1,Isra Deblauwe,50.315843,5.00615,water trough,Yvoir,3 water troughs in front of football field,2012/7/27 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L020Jul,adult,N1L020,female,Culex pipiens,Culex,pipiens,,ITG:MOSQ:LARV:EL066,,2012/8/13,1,Isra Deblauwe,50.315843,5.00615,water trough,Yvoir,3 water troughs in front of football field,2012/7/27 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L011May,adult,N1L011,female,Aedes japonicus japonicus,Aedes,japonicus japonicus,,ITG:MOSQ:LARV:EL067,broken,2012/8/13,1,Isra Deblauwe,50.327532,5.035719,water trough,Ciney,"Reuleau, open tank",2012/5/18 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L019Aug,adult,N1L019,male,Culex pipiens,Culex,pipiens,,ITG:MOSQ:LARV:EL068,on plastic sheet,2012/9/5,1,Isra Deblauwe,50.331517,5.032999,plastic sheet,Ciney,plastic on ground,2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L028Aug,larvae,N1L028,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL069,1 pupa,2012/9/7,37,Isra Deblauwe,50.34128,5.048784,water trough,Hamois,"Natoye, in front of football field",2012/8/31 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L012Aug,larvae,N1L012,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL070,very small larvae,2012/9/7,13,Isra Deblauwe,50.328419,5.028772,tyre,Ciney,"Vincon, tyres in field",2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L012Aug,larvae,N1L012,unknown,Aedes geniculatus,Aedes,geniculatus,determination uncertain,ITG:MOSQ:LARV:EL071,very small larvae,2012/9/7,6,Isra Deblauwe,50.328419,5.028772,tyre,Ciney,"Vincon, tyres in field",2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Aug,larvae,N1L001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL072,"left, tyre 23",2012/9/11,41,Isra Deblauwe,50.339200617,5.0457397,tyre,Hamois,"Natoye, Havelange",2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Aug,larvae,N1L001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL073,"left, 2 tyres",2012/9/11,5,Isra Deblauwe,50.339200617,5.0457397,tyre,Hamois,"Natoye, Havelange",2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Aug,larvae,N1L001,unknown,Aedes japonicus japonicus,Aedes,japonicus japonicus,,ITG:MOSQ:LARV:EL074,"left, 2 tyres",2012/9/11,1,Isra Deblauwe,50.339200617,5.0457397,tyre,Hamois,"Natoye, Havelange",2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Aug,larvae,N1L001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL075,"left, tyre 26, very small larvae",2012/9/11,25,Isra Deblauwe,50.339200617,5.0457397,tyre,Hamois,"Natoye, Havelange",2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Aug,larvae,N1L001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL076,"right, back",2012/9/11,36,Isra Deblauwe,50.339200617,5.0457397,tyre,Hamois,"Natoye, Havelange",2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Aug,larvae,N1L001,unknown,Aedes japonicus japonicus,Aedes,japonicus japonicus,,ITG:MOSQ:LARV:EL077,"right, back",2012/9/11,2,Isra Deblauwe,50.339200617,5.0457397,tyre,Hamois,"Natoye, Havelange",2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Au2,larvae,N1L004,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL078,in front,2012/9/12,18,Isra Deblauwe,50.3358627277969,5.0716363022496,tyre,Hamois,"Natoye, N2 Sarri Pneus",2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Au2,larvae,N1L004,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL079,in middle at the back,2012/9/12,17,Isra Deblauwe,50.3358627277969,5.0716363022496,tyre,Hamois,"Natoye, N2 Sarri Pneus",2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Au2,larvae,N1L004,unknown,Anopheles plumbeus,Anopheles,plumbeus,,ITG:MOSQ:LARV:EL080,in middle at the back,2012/9/12,2,Isra Deblauwe,50.3358627277969,5.0716363022496,tyre,Hamois,"Natoye, N2 Sarri Pneus",2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Au2,larvae,N1L004,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL081,"end at the back, small larvae",2012/9/12,25,Isra Deblauwe,50.3358627277969,5.0716363022496,tyre,Hamois,"Natoye, N2 Sarri Pneus",2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Au2,larvae,N1L004,unknown,Anopheles plumbeus,Anopheles,plumbeus,,ITG:MOSQ:LARV:EL082,"end at the back, small larvae",2012/9/12,1,Isra Deblauwe,50.3358627277969,5.0716363022496,tyre,Hamois,"Natoye, N2 Sarri Pneus",2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Au2,larvae,N1L004,unknown,Aedes japonicus japonicus,Aedes,japonicus japonicus,,ITG:MOSQ:LARV:EL083,"end at the back, small larvae",2012/9/12,1,Isra Deblauwe,50.3358627277969,5.0716363022496,tyre,Hamois,"Natoye, N2 Sarri Pneus",2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Au2,larvae,N1L004,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL084,"end at the back, small larvae",2012/9/12,10,Isra Deblauwe,50.3358627277969,5.0716363022496,tyre,Hamois,"Natoye, N2 Sarri Pneus",2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Au2,larvae,N1L004,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL085,end at the back,2012/9/12,76,Isra Deblauwe,50.3358627277969,5.0716363022496,tyre,Hamois,"Natoye, N2 Sarri Pneus",2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Au2,larvae,N1L004,unknown,Anopheles plumbeus,Anopheles,plumbeus,,ITG:MOSQ:LARV:EL086,end at the back,2012/9/12,2,Isra Deblauwe,50.3358627277969,5.0716363022496,tyre,Hamois,"Natoye, N2 Sarri Pneus",2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:TRL001Sep,larvae,TRL001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL087,,2012/8/12,39,Isra Deblauwe,50.472498,4.141277,tyre,La Louviere,outside,2012/9/10 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:TRL001Sep,larvae,TRL001,unknown,Anopheles plumbeus,Anopheles,plumbeus,,ITG:MOSQ:LARV:EL088,1 pupa,2012/8/12,32,Isra Deblauwe,50.472498,4.141277,tyre,La Louviere,outside,2012/9/10 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L009Aug,larvae,N1L009,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL089,bucket,2012/9/12,34,Isra Deblauwe,50.331197,5.031301,rain water barrel,Ciney,"Vincon, + 2 buckets",2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L009Aug,larvae,N1L009,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL090,"rain water barrel, very small larvae",2012/9/12,19,Isra Deblauwe,50.331197,5.031301,rain water barrel,Ciney,"Vincon, + 2 buckets",2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L010Aug,larvae,N1L010,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL091,"tyres on silage, a lot of small larvae",2012/9/12,85,Isra Deblauwe,50.3316001165932,5.0328486104137,tyre,Ciney,"Vincon, on silage & next to stable",2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L019Aug,larvae,N1L019,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL092,plastic sheet,2012/9/12,14,Isra Deblauwe,50.331517,5.032999,plastic sheet,Ciney,plastic on ground,2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L018Aug,larvae,N1L018,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL093,tyres,2012/9/12,101,Isra Deblauwe,50.3649676625777,4.9985009538961,tyre,Assesse,tyres next to field,2012/8/31 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L018Aug,larvae,N1L018,unknown,Culiseta annulata,Culiseta,annulata,,ITG:MOSQ:LARV:EL094,tyres,2012/9/12,9,Isra Deblauwe,50.3649676625777,4.9985009538961,tyre,Assesse,tyres next to field,2012/8/31 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L027Aug,larvae,N1L027,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL095,2 blue plastic containers,2012/9/12,39,Isra Deblauwe,50.3649676625777,4.9985009538961,plastic container,Assesse,next to N1L018,2012/8/31 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L027Aug,larvae,N1L027,unknown,Culiseta annulata,Culiseta,annulata,,ITG:MOSQ:LARV:EL096,2 blue plastic containers,2012/9/12,3,Isra Deblauwe,50.3649676625777,4.9985009538961,plastic container,Assesse,next to N1L018,2012/8/31 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L020Aug,larvae,N1L020,unknown,Culex hortensis hortensis,Culex,hortensis hortensis,,ITG:MOSQ:LARV:EL097,+ 3 small larvae?,2012/9/12,6,Isra Deblauwe,50.315843,5.00615,water trough,Yvoir,3 water troughs in front of football field,2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L022Aug,larvae,N1L022,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL098,in front,2012/9/12,17,Isra Deblauwe,50.301707,4.994397,tyre,Yvoir,"farm, tyres in grass and on silage",2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L022Aug,larvae,N1L022,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL099,on courtyard,2012/9/12,43,Isra Deblauwe,50.301707,4.994397,tyre,Yvoir,"farm, tyres in grass and on silage",2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L023Aug,larvae,N1L023,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL100,a lot of small larvae,2012/9/12,31,Isra Deblauwe,50.270289,4.985958,water trough,Dinant,,2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L023Aug,larvae,N1L023,unknown,Culex hortensis hortensis,Culex,hortensis hortensis,,ITG:MOSQ:LARV:EL101,,2012/9/12,8,Isra Deblauwe,50.270289,4.985958,water trough,Dinant,,2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L025Aug,larvae,N1L025,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL102,+ 6 pupae,2012/9/13,53,Isra Deblauwe,50.311804,4.978475,mud puddle,Yvoir,mud next to water trough,2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L024Aug,larvae,N1L024,unknown,Anopheles maculipennis/messae,Anopheles,maculipennis/messae,determination uncertain,ITG:MOSQ:LARV:EL103,,2012/9/13,1,Isra Deblauwe,50.311804,4.978475,water trough,Yvoir,open tank,2012/8/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L002Aug,larvae,M2L002,unknown,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL104,,2012/9/13,6,Isra Deblauwe,50.996695,5.621543,tyre,Maasmechelen,,2012/8/30 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L004Aug,larvae,M2L004,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL105,,2012/9/13,13,Isra Deblauwe,50.989847,5.63037,bucket,Maasmechelen,road next to Mechelse Bos close to industrial zone 'Op de Berg',2012/8/30 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L004Aug,larvae,M2L004,unknown,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL106,,2012/9/13,12,Isra Deblauwe,50.989847,5.63037,bucket,Maasmechelen,road next to Mechelse Bos close to industrial zone 'Op de Berg',2012/8/30 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L006Aug,larvae,M2L006,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL107,,2012/9/13,1,Isra Deblauwe,50.995636,5.634575,tyre,Maasmechelen,Grondzorg Limburg NV at end of road next to Mechelse Bos,2012/8/30 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L006Aug,larvae,M2L006,unknown,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL108,,2012/9/13,3,Isra Deblauwe,50.995636,5.634575,tyre,Maasmechelen,Grondzorg Limburg NV at end of road next to Mechelse Bos,2012/8/30 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L010Aug,larvae,M2L010,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL109,,2012/9/13,19,Isra Deblauwe,50.959876,5.56041,water through,Zutendaal,"in meadow, Wiemesmeer",2012/8/30 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L019Aug,larvae,M2L019,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL110,,2012/9/13,9,Isra Deblauwe,50.996691,5.621658,bucket,Maasmechelen,on private property of APK Infra & Bouw,2012/8/30 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L019Aug,larvae,M2L019,unknown,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL111,,2012/9/13,1,Isra Deblauwe,50.996691,5.621658,bucket,Maasmechelen,on private property of APK Infra & Bouw,2012/8/30 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L020Aug,larvae,M2L020,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL112,,2012/9/13,2,Isra Deblauwe,50.996136,5.621494,metal container,Maasmechelen,on private property of APK Infra & Bouw,2012/8/30 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L020Aug,larvae,M2L020,unknown,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL113,,2012/9/13,8,Isra Deblauwe,50.996136,5.621494,metal container,Maasmechelen,on private property of APK Infra & Bouw,2012/8/30 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L021Aug,larvae,M2L021,unknown,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL114,,2012/9/13,1,Isra Deblauwe,50.9977608044105,5.6225054870487,tyre,Maasmechelen,APK Infra & Bouw,2012/8/30 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L023Aug,larvae,M2L023,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL115,,2012/9/13,11,Isra Deblauwe,50.994774,5.672062,tyre,Maasmechelen,close to road,2012/8/30 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L023Aug,larvae,M2L023,unknown,Anopheles plumbeus,Anopheles,plumbeus,,ITG:MOSQ:LARV:EL116,,2012/9/13,8,Isra Deblauwe,50.994774,5.672062,tyre,Maasmechelen,close to road,2012/8/30 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L024Aug,larvae,M2L024,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL117,open bidon,2012/9/13,42,Isra Deblauwe,50.992849,5.633004,plastic container,Maasmechelen,close to car cemetry Armand Lowie,2012/8/30 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L024Aug,larvae,M2L024,unknown,Culiseta annulata,Culiseta,annulata,,ITG:MOSQ:LARV:EL118,open bidon,2012/9/13,1,Isra Deblauwe,50.992849,5.633004,plastic container,Maasmechelen,close to car cemetry Armand Lowie,2012/8/30 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L024Aug,larvae,M2L024,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL119,white plate,2012/9/13,18,Isra Deblauwe,50.992849,5.633004,plastic container,Maasmechelen,close to car cemetry Armand Lowie,2012/8/30 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L024Aug,larvae,M2L024,unknown,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL120,white plate,2012/9/13,26,Isra Deblauwe,50.992849,5.633004,plastic container,Maasmechelen,close to car cemetry Armand Lowie,2012/8/30 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L025Aug,larvae,M2L025,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL121,tyre,2012/9/13,5,Isra Deblauwe,50.992564,5.632722,tyre,Maasmechelen,next to car cemetry Armand Lowie,2012/8/30 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L025Aug,larvae,M2L025,unknown,Culiseta annulata,Culiseta,annulata,,ITG:MOSQ:LARV:EL122,tyre,2012/9/13,3,Isra Deblauwe,50.992564,5.632722,tyre,Maasmechelen,next to car cemetry Armand Lowie,2012/8/30 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L026Aug,larvae,M2L026,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL123,yellow sheet,2012/9/13,69,Isra Deblauwe,50.995305,5.634417,plastic sheet,Maasmechelen,Grondzorg Limburg NV at end of road next to Mechelse Bos,2012/8/30 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L026Aug,larvae,M2L026,unknown,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL124,yellow sheet,2012/9/13,8,Isra Deblauwe,50.995305,5.634417,plastic sheet,Maasmechelen,Grondzorg Limburg NV at end of road next to Mechelse Bos,2012/8/30 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L022Aug,larvae,M2L022,unknown,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL125,,2012/9/13,33,Isra Deblauwe,50.997734,5.622481,plastic sheet,Maasmechelen,APK Infra & Bouw,2012/8/30 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:TRL002Au2,larvae,TRL002,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL126,,2012/9/14,8,Isra Deblauwe,50.472498,4.141277,tyre,La Louviere,inside,2012/8/20 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:TRL002Au2,larvae,TRL002,unknown,Anopheles plumbeus,Anopheles,plumbeus,,ITG:MOSQ:LARV:EL127,1 pupa,2012/9/14,3,Isra Deblauwe,50.472498,4.141277,tyre,La Louviere,inside,2012/8/20 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:TRL001Au2,larvae,TRL001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL128,,2012/9/14,21,Isra Deblauwe,50.472498,4.141277,tyre,La Louviere,outside,2012/8/20 0:00:00
