gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
1137098010	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5121	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culiseta	Culiseta annulata		SPECIES	Culiseta annulata (Schrank, 1776)	BE	rooierheidestraat 73	37e82b90-1e21-11de-ab90-f72009d2669b	50.9347	5.41562							2010-06-15T02:00Z	15	6	2010	1649565	1649565	HUMAN_OBSERVATION	ITM				Cleo	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137098009	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5127	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culiseta	Culiseta annulata		SPECIES	Culiseta annulata (Schrank, 1776)	BE	braambessenstraat 25	37e82b90-1e21-11de-ab90-f72009d2669b	50.950611	5.31507							2010-06-15T02:00Z	15	6	2010	1649565	1649565	HUMAN_OBSERVATION	ITM				Cleo	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137098008	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5116	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes cantans		SPECIES	Ochlerotatus cantans (Meigen, 1818) Meigen, 1818	BE	4 Halve Dreef	37e82b90-1e21-11de-ab90-f72009d2669b	51.105679	3.89067							2010-06-10T02:00Z	10	6	2010	4519729	1651187	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137098007	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5109	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes cantans		SPECIES	Ochlerotatus cantans (Meigen, 1818) Meigen, 1818	BE	58 Zandstraat	37e82b90-1e21-11de-ab90-f72009d2669b									2010-05-26T02:00Z	26	5	2010	4519729	1651187	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH
1137098006	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5114	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens		SPECIES	Culex pipiens Linnaeus, 1758	BE	100 Hoekstraat	37e82b90-1e21-11de-ab90-f72009d2669b									2010-06-10T02:00Z	10	6	2010	1652991	1652991	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH
1137098005	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5126	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes rusticus		SPECIES	Ochlerotatus rusticus (Rossi, 1790) Rossi, 1790	BE	berg 74	37e82b90-1e21-11de-ab90-f72009d2669b	51.169189	5.15583							2010-06-07T02:00Z	7	6	2010	4519735	1651877	HUMAN_OBSERVATION	ITM				Cleo	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137098004	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5122	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Coquillettidia	Coquillettidia richiardii		SPECIES	Coquillettidia richiardii (Ficalbi, 1889)	BE	rooierheidestraat 73	37e82b90-1e21-11de-ab90-f72009d2669b	50.9347	5.41562							2010-06-15T02:00Z	15	6	2010	1648899	1648899	HUMAN_OBSERVATION	ITM				Cleo	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137098003	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5117	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens		SPECIES	Culex pipiens Linnaeus, 1758	BE	doolstraat 59	37e82b90-1e21-11de-ab90-f72009d2669b	51.25943	4.86543							2010-05-26T02:00Z	26	5	2010	1652991	1652991	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137098002	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5128	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Coquillettidia	Coquillettidia richiardii		SPECIES	Coquillettidia richiardii (Ficalbi, 1889)	BE	braambessenstraat 25	37e82b90-1e21-11de-ab90-f72009d2669b	50.950611	5.31507							2010-06-15T02:00Z	15	6	2010	1648899	1648899	HUMAN_OBSERVATION	ITM				Cleo	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137098001	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5130	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes rusticus		SPECIES	Ochlerotatus rusticus (Rossi, 1790) Rossi, 1790	BE	braambessenstraat 25	37e82b90-1e21-11de-ab90-f72009d2669b	50.950611	5.31507							2010-06-15T02:00Z	15	6	2010	4519735	1651877	HUMAN_OBSERVATION	ITM				Cleo	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137098000	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5125	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes cantans		SPECIES	Ochlerotatus cantans (Meigen, 1818) Meigen, 1818	BE	berg 74	37e82b90-1e21-11de-ab90-f72009d2669b	51.169189	5.15583							2010-06-07T02:00Z	7	6	2010	4519729	1651187	HUMAN_OBSERVATION	ITM				Cleo	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097999	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5093	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes communis		SPECIES	Ochlerotatus communis (De Geer, 1776) De Geer, 1776	BE	Heistraat	37e82b90-1e21-11de-ab90-f72009d2669b	51.19228	4.83718							2010-06-02T02:00Z	2	6	2010	4519719	1651255	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097998	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5096	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes cantans		SPECIES	Ochlerotatus cantans (Meigen, 1818) Meigen, 1818	BE	27 Broechemlei	37e82b90-1e21-11de-ab90-f72009d2669b	51.18713	4.56661							2010-05-27T02:00Z	27	5	2010	4519729	1651187	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097997	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5083	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens		SPECIES	Culex pipiens Linnaeus, 1758	BE	27 Oevelseweg	37e82b90-1e21-11de-ab90-f72009d2669b	51.164532	4.9013							2010-06-02T02:00Z	2	6	2010	1652991	1652991	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097996	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5119	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens		SPECIES	Culex pipiens Linnaeus, 1758	BE	rooierheidestraat 73	37e82b90-1e21-11de-ab90-f72009d2669b	50.9347	5.41562							2010-06-15T02:00Z	15	6	2010	1652991	1652991	HUMAN_OBSERVATION	ITM				Cleo	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097995	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5087	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens		SPECIES	Culex pipiens Linnaeus, 1758	BE	kastanjedreef	37e82b90-1e21-11de-ab90-f72009d2669b									2010-06-02T02:00Z	2	6	2010	1652991	1652991	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH
1137097994	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5086	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culiseta	Culiseta annulata		SPECIES	Culiseta annulata (Schrank, 1776)	BE	162 Klinkaardstraat	37e82b90-1e21-11de-ab90-f72009d2669b	51.350769	4.40976							2010-05-27T02:00Z	27	5	2010	1649565	1649565	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097993	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5113	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens		SPECIES	Culex pipiens Linnaeus, 1758	BE	126 Schransstraat	37e82b90-1e21-11de-ab90-f72009d2669b									2010-05-27T02:00Z	27	5	2010	1652991	1652991	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH
1137097992	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5111	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens		SPECIES	Culex pipiens Linnaeus, 1758	BE	86 Botermelkbaan	37e82b90-1e21-11de-ab90-f72009d2669b									2010-05-27T02:00Z	27	5	2010	1652991	1652991	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH
1137097991	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5108	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes geniculatus		SPECIES	Ochlerotatus geniculatus (Olivier, 1791) Olivier, 1791	BE	58 Zandstraat	37e82b90-1e21-11de-ab90-f72009d2669b									2010-05-26T02:00Z	26	5	2010	4519732	1651525	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH
1137097990	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5103	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes rusticus		SPECIES	Ochlerotatus rusticus (Rossi, 1790) Rossi, 1790	BE	2 Dijkstraat	37e82b90-1e21-11de-ab90-f72009d2669b	51.10524	4.19417							2010-06-03T02:00Z	3	6	2010	4519735	1651877	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097989	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5110	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes communis		SPECIES	Ochlerotatus communis (De Geer, 1776) De Geer, 1776	BE	86 Botermelkbaan	37e82b90-1e21-11de-ab90-f72009d2669b									2010-05-27T02:00Z	27	5	2010	4519719	1651255	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH
1137097988	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5090	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culiseta	Culiseta annulata		SPECIES	Culiseta annulata (Schrank, 1776)	BE	Heistraat	37e82b90-1e21-11de-ab90-f72009d2669b	51.19228	4.83718							2010-06-02T02:00Z	2	6	2010	1649565	1649565	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097987	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5120	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes rusticus		SPECIES	Ochlerotatus rusticus (Rossi, 1790) Rossi, 1790	BE	rooierheidestraat 73	37e82b90-1e21-11de-ab90-f72009d2669b	50.9347	5.41562							2010-06-15T02:00Z	15	6	2010	4519735	1651877	HUMAN_OBSERVATION	ITM				Cleo	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097986	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5129	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens		SPECIES	Culex pipiens Linnaeus, 1758	BE	braambessenstraat 25	37e82b90-1e21-11de-ab90-f72009d2669b	50.950611	5.31507							2010-06-15T02:00Z	15	6	2010	1652991	1652991	HUMAN_OBSERVATION	ITM				Cleo	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097985	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5106	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens		SPECIES	Culex pipiens Linnaeus, 1758	BE	58 Zandstraat	37e82b90-1e21-11de-ab90-f72009d2669b									2010-05-26T02:00Z	26	5	2010	1652991	1652991	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH
1137097984	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5091	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes punctor		SPECIES	Ochlerotatus punctor (Kirby, 1837) Kirby, 1837	BE	Heistraat	37e82b90-1e21-11de-ab90-f72009d2669b	51.19228	4.83718							2010-06-02T02:00Z	2	6	2010	4519718	1652371	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097983	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5107	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes punctor		SPECIES	Ochlerotatus punctor (Kirby, 1837) Kirby, 1837	BE	58 Zandstraat	37e82b90-1e21-11de-ab90-f72009d2669b									2010-05-26T02:00Z	26	5	2010	4519718	1652371	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH
1137097982	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5100	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes geniculatus		SPECIES	Ochlerotatus geniculatus (Olivier, 1791) Olivier, 1791	BE	27 Broechemlei	37e82b90-1e21-11de-ab90-f72009d2669b	51.18713	4.56661							2010-05-27T02:00Z	27	5	2010	4519732	1651525	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097981	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5112	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens		SPECIES	Culex pipiens Linnaeus, 1758	BE	oosterveldlaan	37e82b90-1e21-11de-ab90-f72009d2669b									2010-06-03T02:00Z	3	6	2010	1652991	1652991	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH
1137097980	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5118	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes cantans		SPECIES	Ochlerotatus cantans (Meigen, 1818) Meigen, 1818	BE	rooierheidestraat 73	37e82b90-1e21-11de-ab90-f72009d2669b	50.9347	5.41562							2010-06-15T02:00Z	15	6	2010	4519729	1651187	HUMAN_OBSERVATION	ITM				Cleo	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097979	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5101	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles maculipennis		SPECIES	Anopheles maculipennis Meigen, 1818	BE	2 Dijkstraat	37e82b90-1e21-11de-ab90-f72009d2669b	51.10524	4.19417							2010-06-03T02:00Z	3	6	2010	1650731	1650731	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097978	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5068	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes cinereus		SPECIES	Aedes cinereus Meigen, 1818	BE	kluizemans	37e82b90-1e21-11de-ab90-f72009d2669b									2010-05-26T02:00Z	26	5	2010	1651718	1651718	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-03-25T22:02Z		RECORDED_DATE_MISMATCH;TAXON_MATCH_HIGHERRANK
1137097977	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5124	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes communis		SPECIES	Ochlerotatus communis (De Geer, 1776) De Geer, 1776	BE	rooierheidestraat 73	37e82b90-1e21-11de-ab90-f72009d2669b	50.9347	5.41562							2010-06-15T02:00Z	15	6	2010	4519719	1651255	HUMAN_OBSERVATION	ITM				Cleo	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097976	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5056	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens		SPECIES	Culex pipiens Linnaeus, 1758	BE		37e82b90-1e21-11de-ab90-f72009d2669b	51.136761	5.55024							2010-06-21T02:00Z	21	6	2010	1652991	1652991	HUMAN_OBSERVATION	ITM				Cleo	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097975	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5123	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex			GENUS	Culex Linnaeus, 1758	BE	rooierheidestraat 73	37e82b90-1e21-11de-ab90-f72009d2669b	50.9347	5.41562							2010-06-15T02:00Z	15	6	2010	1497010		HUMAN_OBSERVATION	ITM				Cleo	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;TAXON_MATCH_HIGHERRANK;COORDINATE_ROUNDED
1137097974	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5094	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes communis		SPECIES	Ochlerotatus communis (De Geer, 1776) De Geer, 1776	BE	europawijk	37e82b90-1e21-11de-ab90-f72009d2669b	51.20348	5.03542							2010-05-26T02:00Z	26	5	2010	4519719	1651255	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097973	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5065	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens		SPECIES	Culex pipiens Linnaeus, 1758	BE	rozenstraat	37e82b90-1e21-11de-ab90-f72009d2669b	51.085152	5.52061							2010-06-21T02:00Z	21	6	2010	1652991	1652991	HUMAN_OBSERVATION	ITM				Cleo	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097972	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5115	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens		SPECIES	Culex pipiens Linnaeus, 1758	BE	100 Hoekstraat	37e82b90-1e21-11de-ab90-f72009d2669b									2010-06-10T02:00Z	10	6	2010	1652991	1652991	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH
1137097971	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5061	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes rusticus		SPECIES	Ochlerotatus rusticus (Rossi, 1790) Rossi, 1790	BE		37e82b90-1e21-11de-ab90-f72009d2669b	51.00111	5.61205							2010-06-16T02:00Z	16	6	2010	4519735	1651877	HUMAN_OBSERVATION	ITM				Cleo	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097970	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5095	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens		SPECIES	Culex pipiens Linnaeus, 1758	BE	27 Broechemlei	37e82b90-1e21-11de-ab90-f72009d2669b	51.18713	4.56661							2010-05-27T02:00Z	27	5	2010	1652991	1652991	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097969	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5071	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens		SPECIES	Culex pipiens Linnaeus, 1758	BE	Gustave Van de Woestijnestraat	37e82b90-1e21-11de-ab90-f72009d2669b									2010-06-02T02:00Z	2	6	2010	1652991	1652991	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH
1137097968	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5089	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes cantans		SPECIES	Ochlerotatus cantans (Meigen, 1818) Meigen, 1818	BE	kastanjedreef	37e82b90-1e21-11de-ab90-f72009d2669b									2010-06-02T02:00Z	2	6	2010	4519729	1651187	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH
1137097967	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5098	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes rusticus		SPECIES	Ochlerotatus rusticus (Rossi, 1790) Rossi, 1790	BE	27 Broechemlei	37e82b90-1e21-11de-ab90-f72009d2669b	51.18713	4.56661							2010-05-27T02:00Z	27	5	2010	4519735	1651877	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097966	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5081	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles maculipennis		SPECIES	Anopheles maculipennis Meigen, 1818	BE	29 Koningsstraat	37e82b90-1e21-11de-ab90-f72009d2669b									2010-05-26T02:00Z	26	5	2010	1650731	1650731	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH
1137097965	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5059	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens		SPECIES	Culex pipiens Linnaeus, 1758	BE		37e82b90-1e21-11de-ab90-f72009d2669b	51.00111	5.61205							2010-06-16T02:00Z	16	6	2010	1652991	1652991	HUMAN_OBSERVATION	ITM				Cleo	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097964	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5078	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes cantans		SPECIES	Ochlerotatus cantans (Meigen, 1818) Meigen, 1818	BE	23 Rozendaalweg	37e82b90-1e21-11de-ab90-f72009d2669b	51.06543	4.46866							2010-06-02T02:00Z	2	6	2010	4519729	1651187	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097963	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5085	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes communis		SPECIES	Ochlerotatus communis (De Geer, 1776) De Geer, 1776	BE	162 Klinkaardstraat	37e82b90-1e21-11de-ab90-f72009d2669b	51.350769	4.40976							2010-05-27T02:00Z	27	5	2010	4519719	1651255	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097962	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5070	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes cantans		SPECIES	Ochlerotatus cantans (Meigen, 1818) Meigen, 1818	BE	Gustave Van de Woestijnestraat	37e82b90-1e21-11de-ab90-f72009d2669b									2010-06-02T02:00Z	2	6	2010	4519729	1651187	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH
1137097961	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5084	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens		SPECIES	Culex pipiens Linnaeus, 1758	BE	162 Klinkaardstraat	37e82b90-1e21-11de-ab90-f72009d2669b	51.350769	4.40976							2010-05-27T02:00Z	27	5	2010	1652991	1652991	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097960	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5104	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culiseta	Culiseta annulata		SPECIES	Culiseta annulata (Schrank, 1776)	BE	2 Dijkstraat	37e82b90-1e21-11de-ab90-f72009d2669b	51.10524	4.19417							2010-06-03T02:00Z	3	6	2010	1649565	1649565	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097959	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:5088	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes rusticus		SPECIES	Ochlerotatus rusticus (Rossi, 1790) Rossi, 1790	BE	kastanjedreef	37e82b90-1e21-11de-ab90-f72009d2669b									2010-06-02T02:00Z	2	6	2010	4519735	1651877	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH
