gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
1137097593	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4598	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes punctor		SPECIES	Ochlerotatus punctor (Kirby, 1837) Kirby, 1837	BE	lemmenshoefstraat	37e82b90-1e21-11de-ab90-f72009d2669b	51.119259	5.12105							2008-08-13T02:00Z	13	8	2008	4519718	1652371	HUMAN_OBSERVATION	ITM				Veerle	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097592	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4632	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles maculipennis		SPECIES	Anopheles maculipennis Meigen, 1818	BE		37e82b90-1e21-11de-ab90-f72009d2669b	50.975208	5.30223							2008-06-23T02:00Z	23	6	2008	1650731	1650731	HUMAN_OBSERVATION	ITM				Veerle	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097591	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4546	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes punctor		SPECIES	Ochlerotatus punctor (Kirby, 1837) Kirby, 1837	BE	Aarschotsesteenweg	37e82b90-1e21-11de-ab90-f72009d2669b	50.919128	4.85388							2008-05-06T02:00Z	6	5	2008	4519718	1652371	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097590	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4540	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes punctor		SPECIES	Ochlerotatus punctor (Kirby, 1837) Kirby, 1837	BE	39 Oude-Zwinstraat	37e82b90-1e21-11de-ab90-f72009d2669b	51.232121	3.24082							2008-06-15T02:00Z	15	6	2008	4519718	1652371	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097589	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4603	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Ochlerotatus			GENUS	Ochlerotatus Lynch-Arribalzaga, 1891	BE	lemmenshoefstraat	37e82b90-1e21-11de-ab90-f72009d2669b	51.119259	5.12105							2008-08-13T02:00Z	13	8	2008	1650073		HUMAN_OBSERVATION	ITM				Veerle	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;TAXON_MATCH_HIGHERRANK;COORDINATE_ROUNDED
1137097588	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4601	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes sticticus		SPECIES	Ochlerotatus sticticus (Meigen, 1838) Meigen, 1838	BE	lemmenshoefstraat	37e82b90-1e21-11de-ab90-f72009d2669b	51.119259	5.12105							2008-08-13T02:00Z	13	8	2008	4519695	1651405	HUMAN_OBSERVATION	ITM				Veerle	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097587	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4619	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes sticticus		SPECIES	Ochlerotatus sticticus (Meigen, 1838) Meigen, 1838	BE	braambessenstraat 25	37e82b90-1e21-11de-ab90-f72009d2669b	50.950611	5.31507							2008-08-26T02:00Z	26	8	2008	4519695	1651405	HUMAN_OBSERVATION	ITM				Veerle	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097586	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4547	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes communis		SPECIES	Ochlerotatus communis (De Geer, 1776) De Geer, 1776	BE	Aarschotsesteenweg	37e82b90-1e21-11de-ab90-f72009d2669b	50.919128	4.85388							2008-05-06T02:00Z	6	5	2008	4519719	1651255	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097585	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4616	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes vexans		SPECIES	Aedes vexans (Meigen, 1830)	BE	\	37e82b90-1e21-11de-ab90-f72009d2669b	51.05722	5.58181							2008-08-12T02:00Z	12	8	2008	1652274	1652274	HUMAN_OBSERVATION	ITM				Veerle	CC_BY_4_0					2017-03-26T05:29Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097584	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4561	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes sticticus		SPECIES	Ochlerotatus sticticus (Meigen, 1838) Meigen, 1838	BE	bruine kolk	37e82b90-1e21-11de-ab90-f72009d2669b	51.147461	5.20576							2008-08-20T02:00Z	20	8	2008	4519695	1651405	HUMAN_OBSERVATION	ITM				Veerle	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097583	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4692	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes geniculatus		SPECIES	Ochlerotatus geniculatus (Olivier, 1791) Olivier, 1791	BE		37e82b90-1e21-11de-ab90-f72009d2669b	51.22261	4.60218							2008-06-30T02:00Z	30	6	2008	4519732	1651525	HUMAN_OBSERVATION	ITM				Veerle	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097582	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4559	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes cantans		SPECIES	Ochlerotatus cantans (Meigen, 1818) Meigen, 1818	BE	bruine kolk	37e82b90-1e21-11de-ab90-f72009d2669b	51.147461	5.20576							2008-08-20T02:00Z	20	8	2008	4519729	1651187	HUMAN_OBSERVATION	ITM				Veerle	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097581	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4564	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles plumbeus		SPECIES	Anopheles plumbeus Stephens, 1828	BE	de dreef van hertebos 17	37e82b90-1e21-11de-ab90-f72009d2669b									2008-09-03T02:00Z	3	9	2008	1650313	1650313	HUMAN_OBSERVATION	ITM				Veerle	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH
1137097580	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4554	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes cinereus		SPECIES	Aedes cinereus Meigen, 1818	BE	bruine kolk	37e82b90-1e21-11de-ab90-f72009d2669b	51.147461	5.20576							2008-08-20T02:00Z	20	8	2008	1651718	1651718	HUMAN_OBSERVATION	ITM				Veerle	CC_BY_4_0					2017-03-25T22:02Z		RECORDED_DATE_MISMATCH;TAXON_MATCH_HIGHERRANK;COORDINATE_ROUNDED
1137097579	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4560	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes punctor		SPECIES	Ochlerotatus punctor (Kirby, 1837) Kirby, 1837	BE	bruine kolk	37e82b90-1e21-11de-ab90-f72009d2669b	51.147461	5.20576							2008-08-20T02:00Z	20	8	2008	4519718	1652371	HUMAN_OBSERVATION	ITM				Veerle	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097578	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4541	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens		SPECIES	Culex pipiens Linnaeus, 1758	BE	Aarschotsesteenweg	37e82b90-1e21-11de-ab90-f72009d2669b	50.919128	4.85388							2008-05-06T02:00Z	6	5	2008	1652991	1652991	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097577	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4583	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex territans		SPECIES	Culex territans Walker, 1856	BE		37e82b90-1e21-11de-ab90-f72009d2669b	51.165871	4.36981							2008-06-26T02:00Z	26	6	2008	1653175	1653175	HUMAN_OBSERVATION	ITM				Veerle	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097576	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4527	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes rusticus		SPECIES	Ochlerotatus rusticus (Rossi, 1790) Rossi, 1790	BE		37e82b90-1e21-11de-ab90-f72009d2669b									2008-06-03T02:00Z	3	6	2008	4519735	1651877	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH
1137097575	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4589	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes cantans		SPECIES	Ochlerotatus cantans (Meigen, 1818) Meigen, 1818	BE		37e82b90-1e21-11de-ab90-f72009d2669b	51.165871	4.36981							2008-06-26T02:00Z	26	6	2008	4519729	1651187	HUMAN_OBSERVATION	ITM				Veerle	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097574	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4568	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culiseta	Culiseta annulata		SPECIES	Culiseta annulata (Schrank, 1776)	BE	de dreef van hertebos 17	37e82b90-1e21-11de-ab90-f72009d2669b									2008-09-03T02:00Z	3	9	2008	1649565	1649565	HUMAN_OBSERVATION	ITM				Veerle	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH
1137097573	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4562	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles plumbeus		SPECIES	Anopheles plumbeus Stephens, 1828	BE	bruine kolk	37e82b90-1e21-11de-ab90-f72009d2669b	51.147461	5.20576							2008-08-20T02:00Z	20	8	2008	1650313	1650313	HUMAN_OBSERVATION	ITM				Veerle	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097572	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4582	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes geniculatus		SPECIES	Ochlerotatus geniculatus (Olivier, 1791) Olivier, 1791	BE		37e82b90-1e21-11de-ab90-f72009d2669b	51.165871	4.36981							2008-06-26T02:00Z	26	6	2008	4519732	1651525	HUMAN_OBSERVATION	ITM				Veerle	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097571	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4545	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles claviger		SPECIES	Anopheles claviger (Meigen, 1804)	BE	Aarschotsesteenweg	37e82b90-1e21-11de-ab90-f72009d2669b	50.919128	4.85388							2008-05-06T02:00Z	6	5	2008	1650857	1650857	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097570	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4544	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes rusticus		SPECIES	Ochlerotatus rusticus (Rossi, 1790) Rossi, 1790	BE	Aarschotsesteenweg	37e82b90-1e21-11de-ab90-f72009d2669b	50.919128	4.85388							2008-05-06T02:00Z	6	5	2008	4519735	1651877	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097569	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4586	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culiseta	Culiseta annulata		SPECIES	Culiseta annulata (Schrank, 1776)	BE		37e82b90-1e21-11de-ab90-f72009d2669b	51.165871	4.36981							2008-06-26T02:00Z	26	6	2008	1649565	1649565	HUMAN_OBSERVATION	ITM				Veerle	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097568	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4610	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles claviger		SPECIES	Anopheles claviger (Meigen, 1804)	BE	rooierheidestraat 73	37e82b90-1e21-11de-ab90-f72009d2669b	50.9347	5.41562							2008-08-26T02:00Z	26	8	2008	1650857	1650857	HUMAN_OBSERVATION	ITM				Veerle	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097567	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4557	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes vexans		SPECIES	Aedes vexans (Meigen, 1830)	BE	bruine kolk	37e82b90-1e21-11de-ab90-f72009d2669b	51.147461	5.20576							2008-08-20T02:00Z	20	8	2008	1652274	1652274	HUMAN_OBSERVATION	ITM				Veerle	CC_BY_4_0					2017-03-26T05:29Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097566	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4585	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles claviger		SPECIES	Anopheles claviger (Meigen, 1804)	BE		37e82b90-1e21-11de-ab90-f72009d2669b	51.165871	4.36981							2008-06-26T02:00Z	26	6	2008	1650857	1650857	HUMAN_OBSERVATION	ITM				Veerle	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097565	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4525	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles plumbeus		SPECIES	Anopheles plumbeus Stephens, 1828	BE	21 Dreve des Tarins	37e82b90-1e21-11de-ab90-f72009d2669b	50.703899	4.08401							2008-06-24T02:00Z	24	6	2008	1650313	1650313	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097564	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4515	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles plumbeus		SPECIES	Anopheles plumbeus Stephens, 1828	BE		37e82b90-1e21-11de-ab90-f72009d2669b	51.073509	3.3767							2008-06-29T02:00Z	29	6	2008	1650313	1650313	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097563	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4556	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens		SPECIES	Culex pipiens Linnaeus, 1758	BE	bruine kolk	37e82b90-1e21-11de-ab90-f72009d2669b	51.147461	5.20576							2008-08-20T02:00Z	20	8	2008	1652991	1652991	HUMAN_OBSERVATION	ITM				Veerle	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097562	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4591	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes sticticus		SPECIES	Ochlerotatus sticticus (Meigen, 1838) Meigen, 1838	BE	129 Rue Nouvelaer	37e82b90-1e21-11de-ab90-f72009d2669b	50.743771	6.00961							2008-05-12T02:00Z	12	5	2008	4519695	1651405	HUMAN_OBSERVATION	ITM				Veerle	CC_BY_4_0					2017-02-28T03:53Z		COUNTRY_COORDINATE_MISMATCH;RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097561	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4669	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles claviger		SPECIES	Anopheles claviger (Meigen, 1804)	BE		37e82b90-1e21-11de-ab90-f72009d2669b	51.196499	4.93018							2008-06-25T02:00Z	25	6	2008	1650857	1650857	HUMAN_OBSERVATION	ITM				Veerle	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097560	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4516	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens		SPECIES	Culex pipiens Linnaeus, 1758	BE		37e82b90-1e21-11de-ab90-f72009d2669b	51.073509	3.3767							2008-06-29T02:00Z	29	6	2008	1652991	1652991	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097559	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4522	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes geniculatus		SPECIES	Ochlerotatus geniculatus (Olivier, 1791) Olivier, 1791	BE	21 Dreve des Tarins	37e82b90-1e21-11de-ab90-f72009d2669b	50.703899	4.08401							2008-06-24T02:00Z	24	6	2008	4519732	1651525	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097558	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4526	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens		SPECIES	Culex pipiens Linnaeus, 1758	BE	21 Dreve des Tarins	37e82b90-1e21-11de-ab90-f72009d2669b	50.703899	4.08401							2008-06-24T02:00Z	24	6	2008	1652991	1652991	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097557	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4538	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles claviger		SPECIES	Anopheles claviger (Meigen, 1804)	BE	39 Oude-Zwinstraat	37e82b90-1e21-11de-ab90-f72009d2669b	51.232121	3.24082							2008-06-15T02:00Z	15	6	2008	1650857	1650857	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097556	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4524	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes rusticus		SPECIES	Ochlerotatus rusticus (Rossi, 1790) Rossi, 1790	BE	21 Dreve des Tarins	37e82b90-1e21-11de-ab90-f72009d2669b	50.703899	4.08401							2008-06-24T02:00Z	24	6	2008	4519735	1651877	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097555	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4532	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens		SPECIES	Culex pipiens Linnaeus, 1758	BE		37e82b90-1e21-11de-ab90-f72009d2669b	50.972752	3.7178							2008-08-25T02:00Z	25	8	2008	1652991	1652991	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097554	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4529	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens		SPECIES	Culex pipiens Linnaeus, 1758	BE		37e82b90-1e21-11de-ab90-f72009d2669b	50.62505	3.47232							2008-08-31T02:00Z	31	8	2008	1652991	1652991	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097553	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4520	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes cantans		SPECIES	Ochlerotatus cantans (Meigen, 1818) Meigen, 1818	BE	21 Dreve des Tarins	37e82b90-1e21-11de-ab90-f72009d2669b	50.703899	4.08401							2008-06-24T02:00Z	24	6	2008	4519729	1651187	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097552	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4592	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes punctor		SPECIES	Ochlerotatus punctor (Kirby, 1837) Kirby, 1837	BE	129 Rue Nouvelaer	37e82b90-1e21-11de-ab90-f72009d2669b	50.743771	6.00961							2008-05-12T02:00Z	12	5	2008	4519718	1652371	HUMAN_OBSERVATION	ITM				Veerle	CC_BY_4_0					2017-02-28T03:53Z		COUNTRY_COORDINATE_MISMATCH;RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097551	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4543	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes cantans		SPECIES	Ochlerotatus cantans (Meigen, 1818) Meigen, 1818	BE	Aarschotsesteenweg	37e82b90-1e21-11de-ab90-f72009d2669b	50.919128	4.85388							2008-05-06T02:00Z	6	5	2008	4519729	1651187	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097550	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4492	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes rusticus		SPECIES	Ochlerotatus rusticus (Rossi, 1790) Rossi, 1790	BE	31 Haneweestraat	37e82b90-1e21-11de-ab90-f72009d2669b	51.140381	4.04787							2008-05-12T02:00Z	12	5	2008	4519735	1651877	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097549	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4517	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culiseta	Culiseta annulata		SPECIES	Culiseta annulata (Schrank, 1776)	BE		37e82b90-1e21-11de-ab90-f72009d2669b	51.073509	3.3767							2008-06-29T02:00Z	29	6	2008	1649565	1649565	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097548	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4537	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens		SPECIES	Culex pipiens Linnaeus, 1758	BE	39 Oude-Zwinstraat	37e82b90-1e21-11de-ab90-f72009d2669b	51.232121	3.24082							2008-06-15T02:00Z	15	6	2008	1652991	1652991	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097547	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4521	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes geniculatus		SPECIES	Ochlerotatus geniculatus (Olivier, 1791) Olivier, 1791	BE	21 Dreve des Tarins	37e82b90-1e21-11de-ab90-f72009d2669b	50.703899	4.08401							2008-06-24T02:00Z	24	6	2008	4519732	1651525	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097546	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4519	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes communis		SPECIES	Ochlerotatus communis (De Geer, 1776) De Geer, 1776	BE	21 Dreve des Tarins	37e82b90-1e21-11de-ab90-f72009d2669b	50.703899	4.08401							2008-06-24T02:00Z	24	6	2008	4519719	1651255	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097545	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4523	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes cinereus		SPECIES	Aedes cinereus Meigen, 1818	BE	21 Dreve des Tarins	37e82b90-1e21-11de-ab90-f72009d2669b	50.703899	4.08401							2008-06-24T02:00Z	24	6	2008	1651718	1651718	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-03-26T05:29Z		RECORDED_DATE_MISMATCH;TAXON_MATCH_HIGHERRANK;COORDINATE_ROUNDED
1137097544	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4535	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes caspius		SPECIES	Ochlerotatus caspius (Pallas, 1771)	BE		37e82b90-1e21-11de-ab90-f72009d2669b	50.972752	3.7178							2008-08-25T02:00Z	25	8	2008	4519717	1652063	HUMAN_OBSERVATION	UCL				Wouter Dekoninck	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
1137097543	6679952f-649b-4888-bd97-00daca4b8cc1	MODIRISK:4581	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Coquillettidia	Coquillettidia richiardii		SPECIES	Coquillettidia richiardii (Ficalbi, 1889)	BE		37e82b90-1e21-11de-ab90-f72009d2669b	51.165871	4.36981							2008-06-26T02:00Z	26	6	2008	1648899	1648899	HUMAN_OBSERVATION	ITM				Veerle	CC_BY_4_0					2017-02-28T03:53Z		RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED
